Label,contextRef,unitRef,Dec,Prec,Lang,Value
Risk Narrative [Text Block],Duration_01May2012_30Apr2013S000004500_MemberSchwabAmtTaxFreeMoneyFund_Member,,,,,"The fund is subject to risks, any of which could cause an investor to lose money. The fund&#8217;s principal risks include:<br /><br /><b>Investment Risk.</b> Your investment in the fund is not a bank deposit and is not insured or guaranteed by the Federal Deposit Insurance Corporation or any other government agency. Although the fund seeks to preserve the value of your investment at $1.00 per share, it is possible to lose money by investing in the fund.<br /><br /><b>Interest Rate Risk.</b> Interest rates rise and fall over time. As with any investment whose yield reflects current interest rates, the fund&#8217;s yield will change over time. During periods when interest rates are low, the fund&#8217;s yield (and total return) also will be low. In addition, to the extent the Value Advantage Shares make any reimbursement payments to the investment adviser and/or its affiliates, the Value Advantage Shares&#8217;s yield would be lower.<br /><br /><b>Credit Risk.</b> The fund is subject to the risk that a decline in the credit quality of a portfolio investment could cause the fund to lose money or underperform. The fund could lose money if the issuer of a portfolio investment fails to make timely principal or interest payments or if a guarantor or liquidity provider of a portfolio investment fails to honor its obligations. For fixed rate investments, negative perceptions of the ability of an issuer, guarantor or liquidity provider to make payments or otherwise honor its obligations, as applicable, could also cause the price of that investment to decline. The credit quality of the fund&#8217;s portfolio holdings can change rapidly in certain market environments and any downgrade or default on the part of a single portfolio investment could cause the fund&#8217;s share price or yield to fall. The fund&#8217;s investments in securities with credit or liquidity enhancements provided by foreign entities may involve certain risks that are greater than those associated with investments in securities with credit or liquidity enhancements provided by U.S. entities. These include risks of adverse changes in foreign economic, political, regulatory and other conditions; differing accounting, auditing, financial reporting and legal standards and practices; differing securities market structures; and higher transaction costs. In addition, sovereign risk, or the risk that a government may become unwilling or unable to meet its loan obligations or guarantees, could increase the credit risk of financial institutions connected to that particular country.<br /><br /><b>Liquidity Support Provider Risk.</b> The fund may invest a substantial portion of its assets in securities with guarantees and/or liquidity supports provided by a bank or other financial institution, and the existence and nature of such supports may be a significant factor in the investment adviser&#8217;s decision-making process. Generally, these enhancements are employed by the issuers of the securities to reduce credit risk and provide enhanced or back-up liquidity for the purchaser, such as the fund. Adverse developments affecting these banks and financial institutions could therefore have a negative effect on the value of the fund&#8217;s holdings. For example, a rating agency downgrade of a credit or liquidity support provider may adversely affect the value of securities held by the fund. Any decline in the value of the securities held by the fund could cause the fund&#8217;s share price or yield to fall. To the extent that a portion of the fund&#8217;s underlying investments are guaranteed by the same bank or financial institution, these risks may be increased.<br /><br /> <b>Management Risk.</b> Any actively managed mutual fund is subject to the risk that its investment adviser will make poor security selections. The fund&#8217;s investment adviser applies its own investment techniques and risk analyses in making investment decisions for the fund, but there can be no guarantee that they will produce the desired results. The investment adviser&#8217;s maturity decisions will also affect the fund&#8217;s yield, and in unusual circumstances potentially could affect its share price. To the extent that the investment adviser anticipates interest rate trends imprecisely, the fund&#8217;s yield at times could lag those of other money market funds.<br /><br /><b>State and Regional Risk.</b> State and regional factors could affect the fund&#8217;s performance. To the extent that the fund invests in securities from a given state or geographic region, its share price and performance could be affected by local, state and regional factors, including erosion of the tax base and changes in the economic climate. National governmental actions, such as the elimination of tax-exempt status, also could affect performance. In addition, a municipality or municipal project that relies directly or indirectly on national governmental funding mechanisms may be negatively affected by the national government&#8217;s current budgetary constraints.<br /><br /><b>Investment Concentration Risk.</b> To the extent that the fund invests a substantial portion of its assets in municipal securities financing similar projects, the fund may be more sensitive to adverse economic, business or political developments. A change that affects one project, such as proposed legislation on the financing of the project, a shortage of materials needed for the project, or a declining need for the project, would likely affect all similar projects and the overall municipal securities market.<br /><br /><b>Taxable Determinations Risk.</b> Some of the fund&#8217;s income could be taxable. If certain types of investments the fund buys as tax-exempt are later ruled to be taxable, a portion of the fund&#8217;s income could become taxable. This risk, although generally considered low, is somewhat higher for investments that have been structured as municipal money market securities than for investments in other types of municipal money market securities. Any defensive investments in taxable securities or securities whose interest is subject to the AMT could generate taxable income.<br /><br /><b>Liquidity Risk.</b> Liquidity risk exists when particular investments are difficult to purchase or sell. The market for certain investments may become illiquid due to specific adverse changes in the conditions of a particular issuer or under adverse market or economic conditions independent of the issuer. The fund&#8217;s investments in illiquid securities may reduce the returns of the fund because it may be unable to sell the illiquid securities at an advantageous time or price. Further, transactions in illiquid securities may entail transaction costs that are higher than those for transactions in liquid securities.<br /><br /> <b>Redemption Risk.</b> The fund may experience periods of heavy redemptions that could cause the fund to liquidate its assets at inopportune times or at a loss or depressed value, particularly during periods of declining or illiquid markets. Redemptions by a few large investors in the fund may have a significant adverse effect on the fund&#8217;s ability to maintain a stable $1.00 share price. In the event any money market fund fails to maintain a stable net asset value, other money market funds, including the fund, could face a market-wide risk of increased redemption pressures, potentially jeopardizing the stability of their $1.00 share prices.<br /><br /><b>Regulatory Risk.</b> The Securities and Exchange Commission (SEC) and other regulators may adopt additional money market fund regulations in the future, which may impact the operation and performance of the fund.<br /><br /><b>Money Market Risk.</b> The fund is not designed to offer capital appreciation. In exchange for their emphasis on stability and liquidity, money market investments may offer lower long-term performance than stock or bond investments."
Performance Narrative [Text Block],Duration_01May2012_30Apr2013S000004500_MemberSchwabAmtTaxFreeMoneyFund_Member,,,,,"The bar chart below shows how the fund&#8217;s Value Advantage Shares investment results have varied from year to year, and the following table shows the fund&#8217;s Value Advantage Shares average annual total returns for various periods. This information provides some indication of the risks of investing in the fund. All figures assume distributions were reinvested. Keep in mind that future performance may differ from past performance. For current performance information, please see www.schwab.com/moneyfunds or call toll-free 1-800-435-4000 for a current seven-day yield."
"Shareholder Fee, Other",Duration_01May2012_30Apr2013S000004500_MemberC000039063_MemberSchwabAmtTaxFreeMoneyFund_Member,USD,INF,,,0
Management Fees (as a percentage of Assets),Duration_01May2012_30Apr2013S000004500_MemberC000039063_MemberSchwabAmtTaxFreeMoneyFund_Member,pure,4,,,0.0033
Distribution and Service (12b-1) Fees,Duration_01May2012_30Apr2013S000004500_MemberC000039063_MemberSchwabAmtTaxFreeMoneyFund_Member,pure,4,,,0.0000
Other Expenses (as a percentage of Assets):,Duration_01May2012_30Apr2013S000004500_MemberC000039063_MemberSchwabAmtTaxFreeMoneyFund_Member,pure,4,,,0.0020
Expenses (as a percentage of Assets),Duration_01May2012_30Apr2013S000004500_MemberC000039063_MemberSchwabAmtTaxFreeMoneyFund_Member,pure,4,,,0.0053
Fee Waiver or Reimbursement,Duration_01May2012_30Apr2013S000004500_MemberC000039063_MemberSchwabAmtTaxFreeMoneyFund_Member,pure,4,,,-0.0008
Net Expenses (as a percentage of Assets),Duration_01May2012_30Apr2013S000004500_MemberC000039063_MemberSchwabAmtTaxFreeMoneyFund_Member,pure,4,,,0.0045
Risk/Return [Heading],Duration_01May2012_30Apr2013S000004508_MemberSchwabValueAdvantageMoneyFundInvestorShares_Member,,,,,Schwab Value Advantage Money Fund<sup>&#174;</sup>
Objective [Heading],Duration_01May2012_30Apr2013S000004508_MemberSchwabValueAdvantageMoneyFundInvestorShares_Member,,,,,<b>Investment objective </b>
"Objective, Primary [Text Block]",Duration_01May2012_30Apr2013S000004508_MemberSchwabValueAdvantageMoneyFundInvestorShares_Member,,,,,The fund&#8217;s goal is to seek the highest current income consistent with stability of capital and liquidity.
Expense [Heading],Duration_01May2012_30Apr2013S000004508_MemberSchwabValueAdvantageMoneyFundInvestorShares_Member,,,,,<b>Fund fees and expenses </b>
"Expense Example, with Redemption, 1 Year",Duration_01May2012_30Apr2013S000004500_MemberC000039063_MemberSchwabAmtTaxFreeMoneyFund_Member,USD,INF,,,46
"Expense Example, with Redemption, 3 Years",Duration_01May2012_30Apr2013S000004500_MemberC000039063_MemberSchwabAmtTaxFreeMoneyFund_Member,USD,INF,,,144
Risk/Return [Heading],Duration_01May2012_30Apr2013S000019114_Member,,,,,Schwab California AMT Tax-Free Money Fund<sup>&#8482;</sup>
"Expense Example, with Redemption, 5 Years",Duration_01May2012_30Apr2013S000004500_MemberC000039063_MemberSchwabAmtTaxFreeMoneyFund_Member,USD,INF,,,252
"Expense Example, with Redemption, 10 Years",Duration_01May2012_30Apr2013S000004500_MemberC000039063_MemberSchwabAmtTaxFreeMoneyFund_Member,USD,INF,,,567
Objective [Heading],Duration_01May2012_30Apr2013S000019114_Member,,,,,<b>Investment objective </b>
"Objective, Primary [Text Block]",Duration_01May2012_30Apr2013S000019114_Member,,,,,The fund&#8217;s goal is to seek the highest current income exempt from federal and California personal income tax that is consistent with stability of capital and liquidity.
"Expense Example, No Redemption, 1 Year",Duration_01May2012_30Apr2013S000004500_MemberC000039063_MemberSchwabAmtTaxFreeMoneyFund_Member,USD,INF,,,46
Expense [Heading],Duration_01May2012_30Apr2013S000019114_Member,,,,,<b>Fund fees and expenses </b>
"Expense Example, No Redemption, 3 Years",Duration_01May2012_30Apr2013S000004500_MemberC000039063_MemberSchwabAmtTaxFreeMoneyFund_Member,USD,INF,,,144
"Expense Example, No Redemption, 5 Years",Duration_01May2012_30Apr2013S000004500_MemberC000039063_MemberSchwabAmtTaxFreeMoneyFund_Member,USD,INF,,,252
Expense Narrative [Text Block],Duration_01May2012_30Apr2013S000019114_Member,,,,,This table describes the fees and expenses you may pay if you buy and hold Value Advantage Shares of the fund.
"Expense Example, No Redemption, 10 Years",Duration_01May2012_30Apr2013S000004500_MemberC000039063_MemberSchwabAmtTaxFreeMoneyFund_Member,USD,INF,,,567
Shareholder Fees Caption [Text],Duration_01May2012_30Apr2013S000019114_Member,,,,,Shareholder fees (fees paid directly from your investment)
Operating Expenses Caption [Text],Duration_01May2012_30Apr2013S000019114_Member,,,,,Annual fund operating expenses (expenses that you pay each year<br/>as a % of the value of your investment)
Expense Example [Heading],Duration_01May2012_30Apr2013S000019114_Member,,,,,Example
Expense Example Narrative [Text Block],Duration_01May2012_30Apr2013S000019114_Member,,,,,"This example is intended to help you compare the cost of investing in the fund&#8217;s Value Advantage Shares with the cost of investing in other mutual funds. The example assumes that you invest $10,000 in the fund for the time periods indicated and then redeem all of your shares at the end of those time periods. The example also assumes that your investment has a 5% return each year and that the Value Advantage Shares&#8217; operating expenses remain the same. The figures are based on total annual fund operating expenses after expense reduction. The expenses would be the same whether you stayed in the fund or sold your shares at the end of each period. Your actual costs may be higher or lower."
Annual Return 2007,Duration_01May2012_30Apr2013S000004500_MemberC000039063_MemberSchwabAmtTaxFreeMoneyFund_Member,pure,4,,,0.0326
Annual Return 2008,Duration_01May2012_30Apr2013S000004500_MemberC000039063_MemberSchwabAmtTaxFreeMoneyFund_Member,pure,4,,,0.0195
Annual Return 2009,Duration_01May2012_30Apr2013S000004500_MemberC000039063_MemberSchwabAmtTaxFreeMoneyFund_Member,pure,4,,,0.0033
Annual Return 2010,Duration_01May2012_30Apr2013S000004500_MemberC000039063_MemberSchwabAmtTaxFreeMoneyFund_Member,pure,4,,,0.0002
Expense Narrative [Text Block],Duration_01May2012_30Apr2013S000004508_MemberSchwabValueAdvantageMoneyFundInvestorShares_Member,,,,,This table describes the fees and expenses you may pay if you buy and hold Investor Shares of the fund.
Annual Return 2011,Duration_01May2012_30Apr2013S000004500_MemberC000039063_MemberSchwabAmtTaxFreeMoneyFund_Member,pure,4,,,0.0001
Annual Return 2012,Duration_01May2012_30Apr2013S000004500_MemberC000039063_MemberSchwabAmtTaxFreeMoneyFund_Member,pure,4,,,0.0001
Strategy [Heading],Duration_01May2012_30Apr2013S000019114_Member,,,,,<b>Principal investment strategies </b>
Shareholder Fees Caption [Text],Duration_01May2012_30Apr2013S000004508_MemberSchwabValueAdvantageMoneyFundInvestorShares_Member,,,,,Shareholder fees (fees paid directly from your investment)
Expense Example by Year [Heading],Duration_01May2012_30Apr2013S000019114_Member,,,,,"Expenses on a $10,000 investment"
"Shareholder Fee, Other",Duration_01May2012_30Apr2013S000004508_MemberC000012383_MemberSchwabValueAdvantageMoneyFundInvestorShares_Member,USD,INF,,,0
Operating Expenses Caption [Text],Duration_01May2012_30Apr2013S000004508_MemberSchwabValueAdvantageMoneyFundInvestorShares_Member,,,,,Annual fund operating expenses (expenses that you pay each year<br/>as a % of the value of your investment)
Strategy Narrative [Text Block],Duration_01May2012_30Apr2013S000019114_Member,,,,,"<b>To pursue its goal, the fund invests in money market securities from California issuers and from municipal agencies, U.S. territories and possessions.</b> These securities may include general obligation issues, which typically are backed by the issuer&#8217;s ability to levy taxes; revenue bonds, which typically are backed by a stream of revenue from a given source, such as a public water system or hospital; municipal commercial paper and municipal notes; and municipal leases, which may be used to finance construction or equipment purchases. The fund may invest more than 25% of its total assets in municipal securities financing similar projects such as those relating to education, health care, transportation, utilities, industrial development and housing. Under normal circumstances, the fund will invest at least 80% of its net assets in municipal money market securities whose interest is exempt from federal income tax, including the federal alternative minimum tax (AMT), and California personal income tax. The fund does not currently intend to invest in any municipal securities whose interest is subject to AMT; however, this would not prevent the fund from investing in such securities as a temporary defensive measure discussed below.<br/><br/>The fund may purchase certain variable rate demand securities issued by closed-end municipal bond funds, which, in turn, invest primarily in portfolios of California tax-exempt municipal bonds. It is anticipated that the interest on the variable rate demand  securities will be exempt from federal and California personal income tax, including the AMT. These securities are considered &#8220;municipal money market securities&#8221; for purposes of the fund&#8217;s 80% investment policy stated above.<br/><br/>Many of the fund&#8217;s securities will be subject to credit or liquidity enhancements from U.S. and/or non-U.S. entities, which are designed to provide incremental levels of creditworthiness or liquidity. Some municipal securities have been structured to resemble variable- and floating-rate securities so that they meet the requirements for being considered money market instruments.<br/><br/>In choosing securities, the fund&#8217;s manager seeks to maximize current income within the limits of the fund&#8217;s investment objective and credit, maturity and diversification policies. Some of these policies may be stricter than the federal regulations that apply to all money funds.<br/><br/>The investment adviser&#8217;s credit research department analyzes and monitors the securities that the fund owns or is considering buying. The manager may adjust the fund&#8217;s holdings or its average maturity based on actual or anticipated changes in interest rates or credit quality. To preserve its investors&#8217; capital, the fund seeks to maintain a stable $1.00 share price.<br/><br/>During unusual market conditions, the fund may invest in taxable money market securities and municipal securities whose interest is subject to the AMT as a temporary defensive measure. When the fund engages in such activities, it may not achieve its investment goal."
Risk [Heading],Duration_01May2012_30Apr2013S000019114_Member,,,,,<b>Principal risks </b>
Bar Chart Closing [Text Block],Duration_01May2012_30Apr2013S000004500_MemberSchwabAmtTaxFreeMoneyFund_Member,,,,,Best quarter: 0.83% Q3 2007<br/>Worst quarter: 0.00% Q4 2012
"Highest Quarterly Return, Label",Duration_01May2012_30Apr2013S000004500_MemberC000039063_MemberSchwabAmtTaxFreeMoneyFund_Member,,,,,Best quarter:
"Highest Quarterly Return, Date",Duration_01May2012_30Apr2013S000004500_MemberC000039063_MemberSchwabAmtTaxFreeMoneyFund_Member,,,,,2007-09-30
Highest Quarterly Return,Duration_01May2012_30Apr2013S000004500_MemberC000039063_MemberSchwabAmtTaxFreeMoneyFund_Member,pure,4,,,0.0083
"Lowest Quarterly Return, Label",Duration_01May2012_30Apr2013S000004500_MemberC000039063_MemberSchwabAmtTaxFreeMoneyFund_Member,,,,,Worst quarter:
"Lowest Quarterly Return, Date",Duration_01May2012_30Apr2013S000004500_MemberC000039063_MemberSchwabAmtTaxFreeMoneyFund_Member,,,,,2012-12-31
Lowest Quarterly Return,Duration_01May2012_30Apr2013S000004500_MemberC000039063_MemberSchwabAmtTaxFreeMoneyFund_Member,pure,4,,,0.0000
Expense Example [Heading],Duration_01May2012_30Apr2013S000004508_MemberSchwabValueAdvantageMoneyFundInvestorShares_Member,,,,,Example
1 Year,Duration_01May2012_30Apr2013S000004500_MemberC000039063_MemberSchwabAmtTaxFreeMoneyFund_Member,pure,4,,,0.0001
5 Years,Duration_01May2012_30Apr2013S000004500_MemberC000039063_MemberSchwabAmtTaxFreeMoneyFund_Member,pure,4,,,0.0046
Expense Example Narrative [Text Block],Duration_01May2012_30Apr2013S000004508_MemberSchwabValueAdvantageMoneyFundInvestorShares_Member,,,,,"This example is intended to help you compare the cost of investing in the fund&#8217;s Investor Shares with the cost of investing in other mutual funds. The example assumes that you invest $10,000 in the fund for the time periods indicated and then redeem all of your shares at the end of those time periods. The example also assumes that your investment has a 5% return each year and that the Investor Shares&#8217; operating expenses remain the same. The figures are based on total annual fund operating expenses after expense reduction. The expenses would be the same whether you stayed in the fund or sold your shares at the end of each period. Your actual costs may be higher or lower."
Since Inception,Duration_01May2012_30Apr2013S000004500_MemberC000039063_MemberSchwabAmtTaxFreeMoneyFund_Member,pure,4,,,0.0098
Inception Date,Duration_01May2012_30Apr2013S000004500_MemberC000039063_MemberSchwabAmtTaxFreeMoneyFund_Member,,,,,2006-11-06
Risk Narrative [Text Block],Duration_01May2012_30Apr2013S000019114_Member,,,,,"The fund is subject to risks, any of which could cause an investor to lose money. The fund&#8217;s principal risks include:<br/><br/><b>Investment Risk.</b> Your investment in the fund is not a bank deposit and is not insured or guaranteed by the Federal Deposit Insurance Corporation or any other government agency. Although the fund seeks to preserve the value of your investment at $1.00 per share, it is possible to lose money by investing in the fund.<br/><br/><b>Interest Rate Risk.</b> Interest rates rise and fall over time. As with any investment whose yield reflects current interest rates, the fund&#8217;s yield will change over time. During periods when interest rates are low, the fund&#8217;s yield (and total return) also will be low. In addition, to the extent the Value Advantage Shares make any reimbursement payments to the investment adviser and/or its affiliates, the Value Advantage Shares&#8217;s yield would be lower.<br/><br/><b>Credit Risk.</b> The fund is subject to the risk that a decline in the credit quality of a portfolio investment could cause the fund to lose money or underperform. The fund could lose money if the issuer of a portfolio investment fails to make timely principal or interest payments or if a guarantor or liquidity provider of a portfolio investment fails to honor its obligations. For fixed rate investments, negative perceptions of the ability of an issuer, guarantor or liquidity provider to make payments or otherwise honor its obligations, as applicable, could also cause the price of that investment to decline. The credit quality of the fund&#8217;s portfolio holdings can change rapidly in certain market environments and any downgrade or default on the part of a single portfolio investment could cause the fund&#8217;s share price or yield to fall. The fund&#8217;s investments in securities with credit or liquidity enhancements provided by foreign entities may involve certain risks that are greater than those associated with investments in securities with credit or liquidity enhancements provided by U.S. entities. These include risks of adverse changes in foreign economic, political, regulatory and other conditions; differing accounting, auditing, financial reporting and legal standards and practices; differing securities market structures; and higher transaction costs. In addition, sovereign risk, or the risk that a government may become unwilling or unable to meet its loan obligations or guarantees, could increase the credit risk of financial institutions connected to that particular country.<br/><br/><b>Liquidity Support Provider</b> Risk. The fund may invest a substantial portion of its assets in securities with guarantees and/or liquidity supports provided by a bank or other financial institution, and the existence and nature of such supports may be a significant factor in the investment adviser&#8217;s decision-making process. Generally, these enhancements are employed by the issuers of the securities to reduce credit risk and provide enhanced or back-up liquidity for the purchaser, such as the fund. Adverse developments affecting these banks and financial institutions could therefore have a negative effect on the value of the fund&#8217;s holdings. For example, a rating agency downgrade of a credit or liquidity support provider may adversely affect the value of securities held by the fund. Any decline in the value of the securities held by the fund could cause the fund&#8217;s share price or yield to fall. To the extent that a portion of the fund&#8217;s underlying investments are guaranteed by the same bank or financial institution, these risks may be increased.<br/><br/><b>Management Risk.</b> Any actively managed mutual fund is subject to the risk that its investment adviser will make poor security selections. The fund&#8217;s investment adviser applies its own investment techniques and risk analyses in making investment decisions for the fund, but there can be no guarantee that they will produce the desired results. The investment adviser&#8217;s maturity decisions will also affect the fund&#8217;s yield, and in unusual circumstances potentially could affect its share price. To the extent that the investment adviser anticipates interest rate trends imprecisely, the fund&#8217;s yield at times could lag those of other money market funds.<br/><br/><b>State Risk.</b> The fund invests primarily in securities issued by the state of California and its municipalities. Any reduction in the credit ratings of obligations of these issuers could adversely affect the market values and marketability of such securities, and, consequently, the value of the fund&#8217;s portfolio. Further, the fund&#8217;s share price and performance could be affected by local, state and regional factors, including erosion of the tax base and changes in the economic climate. Certain California constitutional amendments, legislative measures, executive orders, administrative regulations and voter initiatives could result in adverse consequences affecting the state of California and/or its  municipalities. The possibility exists that a natural disaster, including an earthquake, could create a major dislocation of the California economy and significantly affect the ability of state and local governments to raise money to pay principal and interest on their municipal securities. National governmental actions, such as the elimination of tax-exempt status, also could affect performance. In addition, a municipality or municipal project that relies directly or indirectly on national governmental funding mechanisms may be negatively affected by the national government&#8217;s current budgetary constraints.<br/><br/><b>Investment Concentration Risk.</b> To the extent that the fund invests a substantial portion of its assets in municipal securities financing similar projects, the fund may be more sensitive to adverse economic, business or political developments. A change that affects one project, such as proposed legislation on the financing of the project, a shortage of materials needed for the project, or a declining need for the project, would likely affect all similar projects and the overall municipal securities market.<br/><br/><b>Taxable Determinations Risk.</b> Some of the fund&#8217;s income could be taxable. If certain types of investments the fund buys as tax-exempt are later ruled to be taxable, a portion of the fund&#8217;s income could become taxable. This risk, although generally considered low, is somewhat higher for investments that have been structured as municipal money market securities than for investments in other types of municipal money market securities. Any defensive investments in taxable securities or securities whose interest is subject to the AMT could generate taxable income.<br/><br/><b>Liquidity Risk.</b> Liquidity risk exists when particular investments are difficult to purchase or sell. The market for certain investments may become illiquid due to specific adverse changes in the conditions of a particular issuer or under adverse market or economic conditions independent of the issuer. The fund&#8217;s investments in illiquid securities may reduce the returns of the fund because it may be unable to sell the illiquid securities at an advantageous time or price. Further, transactions in illiquid securities may entail transaction costs that are higher than those for transactions in liquid securities.<br/><br/><b>Redemption Risk.</b> The fund may experience periods of heavy redemptions that could cause the fund to liquidate its assets at inopportune times or at a loss or depressed value, particularly during periods of declining or illiquid markets. Redemptions by a few large investors in the fund may have a significant adverse effect on the fund&#8217;s ability to maintain a stable $1.00 share price. In the event any money market fund fails to maintain a stable net asset value, other money market funds, including the fund, could face a market-wide risk of increased redemption pressures, potentially jeopardizing the stability of their $1.00 share prices.<br/><br/><b>Regulatory Risk.</b> The Securities and Exchange Commission (SEC) and other regulators may adopt additional money market fund regulations in the future, which may impact the operation and performance of the fund.<br/><br/><b>Money Market Risk.</b> The fund is not designed to offer capital appreciation. In exchange for their emphasis on stability and liquidity, money market investments may offer lower long-term performance than stock or bond investments."
"Expense Example, with Redemption, 1 Year",Duration_01May2012_30Apr2013S000004508_MemberC000012383_MemberSchwabValueAdvantageMoneyFundInvestorShares_Member,USD,INF,,,46
"Expense Example, with Redemption, 3 Years",Duration_01May2012_30Apr2013S000004508_MemberC000012383_MemberSchwabValueAdvantageMoneyFundInvestorShares_Member,USD,INF,,,144
Bar Chart and Performance Table [Heading],Duration_01May2012_30Apr2013S000019114_Member,,,,,<b>Performance </b>
