Label,contextRef,unitRef,Dec,Prec,Lang,Value
StrategyNarrative,v_Participant_S000004462,,,,,"<p>The Fund invests primarily in high-quality, short-term money market instruments. At least 80% of the Fund's assets are invested in securities issued by the U.S. government and its agencies and instrumentalities. Although these securities are high-quality, most of the securities held by the Fund are neither guaranteed by the U.S. Treasury nor supported by the full faith and credit of the U.S. government. To be considered high-quality, a security generally must be rated in one of the two highest credit-quality categories for short-term securities by at least two nationally recognized rating services (or by one, if only one rating service has rated the security). The Fund maintains a dollar-weighted average maturity of 60 days or less and a dollar-weighted average life of 120 days or less.</p>"
Not Insured Depository Institution,v_Participant_S000004462,,,,,"<p>An investment in the Fund is not a deposit of a bank and is not insured or guaranteed by the Federal Deposit Insurance Corporation or any other government agency. Although the Fund seeks to preserve the value of your investment at $1 per share, it is possible to lose money by investing in the Fund.</p>"
Money Market Fund,v_Participant_S000004462,,,,,"<p>The Fund is designed for investors with a low tolerance for risk; however, the Fund is subject to the following risks, which could affect the Fund's performance:</p>"
Performance Information Illustrates Variability of Returns,v_Participant_S000004462,,,,,<p>The following bar chart and table are intended to help you understand the risks of investing in the Fund.</p>
Performance Additional Market Index,v_Participant_S000004462,,,,,"<p>, which have investment characteristics similar to those of the Fund.</p>"
Performance Availability Phone,v_Participant_S000004462,,,,,<p>800-662-7447</p>
Performance Availability Website Address,v_Participant_S000004462,,,,,<p>vanguard.com/performance </p>
Past Performance Does Not Indiciate Future Returns,v_Participant_S000004462,,,,,<p>Keep in mind that the Fund's past performance does not indicate how the Fund will perform in the future.</p>
EXAMPLE,v_Retail_S000004462,,,,,<p>Example</p>
"Expense Example, Narrative [Text Block]",v_Retail_S000004462,,,,,"<p>The following example is intended to help you compare the cost of investing in the Fund with the cost of investing in other mutual funds. It illustrates the hypothetical expenses that you would incur over various periods if you invest $10,000 in the Fund's shares. This example assumes that the Fund provides a return of 5% a year and that total annual fund operating expenses remain as stated in the preceding table. The results apply whether or not you redeem your investment at the end of the given period. Although your actual costs may be higher or lower, based on these assumptions your costs would be:</p>"
Fees and Expenses of the Fund,v_Retail_S000004462,,,,,<p>The following table describes the fees and expenses you may pay if you buy and hold shares of the Fund.</p>
Investment objective,v_Retail_S000004462,,,,,<p>The Fund seeks to provide current income while maintaining liquidity and a stable share price of $1.</p>
Performance Narrative,v_Retail_S000004462,,,,,"<p>The following bar chart and table are intended to help you understand the risks of investing in the Fund. The bar chart shows how the performance of the Fund has varied from one calendar year to another over the periods shown. The table shows how the average annual total returns compare with those of a relevant market index and a comparative benchmark, which have investment characteristics similar to those of the Fund. Returns for the U.S. Government Money Market Funds Average are derived from data provided by Lipper Inc. Keep in mind that the Fund's past performance does not indicate how the Fund will perform in the future. Updated performance information is available on our website at vanguard.com/performance or by calling Vanguard toll-free at 800-662-7447.</p>"
Risk Narrative,v_Retail_S000004462,,,,,"<p>The Fund is designed for investors with a low tolerance for risk; however, the Fund is subject to the following risks, which could affect the Fund's performance:</p><p>Income risk, which is the chance that the Fund's income will decline because of falling interest rates. Because the Fund's income is based on short-term interest rates-which can fluctuate significantly over short periods-income risk is expected to be high.</p><p>Manager risk, which is the chance that poor security selection will cause the Fund to underperform relevant benchmarks or other funds with a similar investment objective. </p><p>Credit risk, which is the chance that the issuer of a security will fail to pay interest and principal in a timely manner, or that negative perceptions of the issuer's ability to make such payments will cause the price of that security to decline. Credit risk should be very low for the Fund because it invests primarily in securities that are considered to be of high quality.</p><p>An investment in the Fund is not a deposit of a bank and is not insured or guaranteed by the Federal Deposit Insurance Corporation or any other government agency. Although the Fund seeks to preserve the value of your investment at $1 per share, it is possible to lose money by investing in the Fund.</p>"
StrategyNarrative,v_Retail_S000004462,,,,,"<p>The Fund invests primarily in high-quality, short-term money market instruments. At least 80% of the Fund's assets are invested in securities issued by the U.S. government and its agencies and instrumentalities. Although these securities are high-quality, most of the securities held by the Fund are neither guaranteed by the U.S. Treasury nor supported by the full faith and credit of the U.S. government. To be considered high-quality, a security generally must be rated in one of the two highest credit-quality categories for short-term securities by at least two nationally recognized rating services (or by one, if only one rating service has rated the security). The Fund maintains a dollar-weighted average maturity of 60 days or less and a dollar-weighted average life of 120 days or less.</p>"
Not Insured Depository Institution,v_Retail_S000004462,,,,,"<p>An investment in the Fund is not a deposit of a bank and is not insured or guaranteed by the Federal Deposit Insurance Corporation or any other government agency. Although the Fund seeks to preserve the value of your investment at $1 per share, it is possible to lose money by investing in the Fund.</p>"
Money Market Fund,v_Retail_S000004462,,,,,"<p>The Fund is designed for investors with a low tolerance for risk; however, the Fund is subject to the following risks, which could affect the Fund's performance:</p>"
Performance Information Illustrates Variability of Returns,v_Retail_S000004462,,,,,<p>The following bar chart and table are intended to help you understand the risks of investing in the Fund.</p>
Performance Additional Market Index,v_Retail_S000004462,,,,,"<p>, which have investment characteristics similar to those of the Fund.</p>"
Performance Availability Phone,v_Retail_S000004462,,,,,<p>800-662-7447</p>
Performance Availability Website Address,v_Retail_S000004462,,,,,<p>vanguard.com/performance </p>
Past Performance Does Not Indiciate Future Returns,v_Retail_S000004462,,,,,<p>Keep in mind that the Fund's past performance does not indicate how the Fund will perform in the future.</p>
Shareholder Fees (Fees paid directly from your investment) [Table],v_Retail_S000004462,,,,,"<div style=""display:none"">~ http://vanguard/role/S000004462ShareholderFeesRetail column period compact * column rr_ProspectusShareClassAxis compact * row primary compact * row dei_LegalEntityAxis compact vanguard_S000004462Member ~ </div>"
Shareholder Fees (Fees paid directly from your investment) [Table],v_Participant_S000004462,,,,,"<div style=""display:none"">~ http://vanguard/role/S000004462ShareholderFeesParticipant column period compact * column rr_ProspectusShareClassAxis compact * row primary compact * row dei_LegalEntityAxis compact vanguard_S000004462Member ~ </div>"
Performance,v_Retail_S000004462,,,,,"<div style=""display:none"">~ http://vanguard/role/S000004462PerformanceTableDataRetail column primary compact * row dei_LegalEntityAxis compact  vanguard_S000004462Member row rr_ProspectusShareClassAxis compact * row rr_PerformanceMeasureAxis compact * ~ </div>"
Performance,v_Participant_S000004462,,,,,"<div style=""display:none"">~ http://vanguard/role/S000004462PerformanceTableDataParticipant column primary compact * row dei_LegalEntityAxis compact  vanguard_S000004462Member row rr_ProspectusShareClassAxis compact * row rr_PerformanceMeasureAxis compact * ~ </div>"
Annual Fund Operating Expenses [Expenses that you pay each year as a percentage of the value of your investment],v_Retail_S000004462,,,,,"<div style=""display:none"">~ http://vanguard/role/S000004462OperatingExpensesRetail column period compact * column rr_ProspectusShareClassAxis compact * row primary compact * row dei_LegalEntityAxis compact vanguard_S000004462Member ~ </div>"
Annual Fund Operating Expenses [Expenses that you pay each year as a percentage of the value of your investment],v_Participant_S000004462,,,,,"<div style=""display:none"">~ http://vanguard/role/S000004462OperatingExpensesParticipant column period compact * column rr_ProspectusShareClassAxis compact * row primary compact * row dei_LegalEntityAxis compact vanguard_S000004462Member ~ </div>"
"Expense Example, No Redemption",v_Retail_S000004462,,,,,"<div style=""display:none"">~ http://vanguard/role/S000004462ExpenseExampleNoRedemptionRetail column period compact * column rr_ProspectusShareClassAxis compact * row primary compact * row dei_LegalEntityAxis compact vanguard_S000004462Member ~ </div>"
"Expense Example, No Redemption",v_Participant_S000004462,,,,,"<div style=""display:none"">~ http://vanguard/role/S000004462ExpenseExampleNoRedemptionParticipant column period compact * column rr_ProspectusShareClassAxis compact * row primary compact * row dei_LegalEntityAxis compact vanguard_S000004462Member ~ </div>"
Shareholder Fees Caption,v_Retail_S000004463,,,,,Shareholder Fees (Fees paid directly from your investment)
Shareholder Fees Caption,v_Participant_S000004463,,,,,Shareholder Fees (Fees paid directly from your investment)
Shareholder Fees Caption,v_Institutional_S000004463,,,,,Shareholder Fees (Fees paid directly from your investment)
Operating Expenses Caption,v_Retail_S000004463,,,,,Annual Fund Operating Expenses (Expenses that you pay each year as a percentage of the value of your investment)
Operating Expenses Caption,v_Participant_S000004463,,,,,Annual Fund Operating Expenses (Expenses that you pay each year as a percentage of the value of your investment)
Operating Expenses Caption,v_Institutional_S000004463,,,,,Annual Fund Operating Expenses (Expenses that you pay each year as a percentage of the value of your investment)
Bar Chart and Performance Table:,v_Retail_S000004463,,,,,"Average Annual Total Returns for Periods Ended December 31, 2011"
Bar Chart and Performance Table:,v_Participant_S000004463,,,,,"Average Annual Total Returns for Periods Ended December 31, 2011"
Bar Chart and Performance Table:,v_Institutional_S000004463,,,,,"Average Annual Total Returns for Periods Ended December 31, 2011"
Bar Chart and Performance Table,v_Institutional_S000004463,,,,,Annual Total Returns
Expenses Heading,v_Institutional_S000004463,,,,,Fees and Expenses
Investment objective:,v_Institutional_S000004463,,,,,Investment Objective
Risk:,v_Institutional_S000004463,,,,,Primary Risks
Risk/Return,v_Institutional_S000004463,,,,,Risk/Return
Strategy:,v_Institutional_S000004463,,,,,Primary Investment Policies
Prospectus Date,v_Institutional_S000004463,,,,,2012-12-28
"Index No Deduction for Fees, Expenses, Taxes",v_Institutional_S000004463,,,,,(reflects no deduction for fees or expenses)
Bar Chart and Performance Table,v_Participant_S000004463,,,,,Annual Total Returns
Expenses Heading,v_Participant_S000004463,,,,,Fees and Expenses
Investment objective:,v_Participant_S000004463,,,,,Investment Objective
Risk:,v_Participant_S000004463,,,,,Primary Risks
Risk/Return,v_Participant_S000004463,,,,,Risk/Return
Strategy:,v_Participant_S000004463,,,,,Primary Investment Policies
Prospectus Date,v_Participant_S000004463,,,,,2012-12-28
"Index No Deduction for Fees, Expenses, Taxes",v_Participant_S000004463,,,,,(reflects no deduction for fees or expenses)
Bar Chart and Performance Table,v_Retail_S000004463,,,,,Annual Total Returns
Expenses Heading,v_Retail_S000004463,,,,,Fees and Expenses
Investment objective:,v_Retail_S000004463,,,,,Investment Objective
Risk:,v_Retail_S000004463,,,,,Primary Risks
Risk/Return,v_Retail_S000004463,,,,,Risk/Return
Strategy:,v_Retail_S000004463,,,,,Primary Investment Policies
Prospectus Date,v_Retail_S000004463,,,,,2012-12-28
"Index No Deduction for Fees, Expenses, Taxes",v_Retail_S000004463,,,,,(reflects no deduction for fees or expenses)
Bar Chart Narrative,v_Institutional_S000004463,,,,,"<p>The following bar chart and table are intended to help you understand the risks of investing in the Fund. The bar chart shows how the performance of the Fund's Institutional Shares has varied from one calendar year to another over the periods shown. The table shows how the average annual total returns of the Fund's Institutional Shares compare with those of a relevant market index and a comparative benchmark, which have investment characteristics similar to those of the Fund. Returns for the Institutional Money Market Funds Average are derived from data provided by Lipper Inc. Keep in mind that the Fund's past performance does not indicate how the Fund will perform in the future. Updated performance information is available on our website at vanguard.com/performance or by calling Vanguard toll-free at 800-662-7447.</p>"
EXAMPLE,v_Institutional_S000004463,,,,,<p>Example</p>
"Expense Example, Narrative [Text Block]",v_Institutional_S000004463,,,,,"<p>The following example is intended to help you compare the cost of investing in the Fund's Institutional Shares with the cost of investing in other mutual funds. It illustrates the hypothetical expenses that you would incur over various periods if you invest $10,000 in the Fund's shares. This example assumes that the Shares provide a return of 5% a year and that total annual fund operating expenses remain as stated in the preceding table. The results apply whether or not you redeem your investment at the end of the given period. Although your actual costs may be higher or lower, based on these assumptions your costs would be:</p>"
Fees and Expenses of the Fund,v_Institutional_S000004463,,,,,<p>The following table describes the fees and expenses you may pay if you buy and hold Institutional Shares of the Fund.</p>
Investment objective,v_Institutional_S000004463,,,,,<p>The Fund seeks to provide current income while maintaining liquidity and a stable share price of $1.</p>
Risk Narrative,v_Institutional_S000004463,,,,,"<p>The Fund is designed for investors with a low tolerance for risk; however, the Fund is subject to the following risks, which could affect the Fund's performance:</p><p>Income risk, which is the chance that the Fund's income will decline because of falling interest rates. Because the Fund's income is based on short-term interest rates-which can fluctuate significantly over short periods-income risk is expected to be high.</p><p>Manager risk, which is the chance that poor security selection will cause the Fund to underperform relevant benchmarks or other funds with a similar investment objective. </p><p>Credit risk, which is the chance that the issuer of a security will fail to pay interest and principal in a timely manner, or that negative perceptions of the issuer's ability to make such payments will cause the price of that security to decline. Credit risk should be very low for the Fund because it invests primarily in securities that are considered to be of high quality.</p><p>Industry concentration risk, which is the chance that there will be overall problems affecting a particular industry. Because the Fund invests more than 25% of its assets in securities issued by companies in the financial services industry, the Fund's performance depends to a greater extent on the overall condition of that industry.</p><p>An investment in the Fund is not a deposit of a bank and is not insured or guaranteed by the Federal Deposit Insurance Corporation or any other government agency. Although the Fund seeks to preserve the value of your investment at $1 per share, it is possible to lose money by investing in the Fund.</p>"
StrategyNarrative,v_Institutional_S000004463,,,,,"<p>The Fund invests primarily in high-quality, short-term money market instruments, including certificates of deposit, banker's acceptances, commercial paper, and other money market securities. To be considered high-quality, a security generally must be rated in one of the two highest credit-quality categories for short-term securities by at least two nationally recognized rating services (or by one, if only one rating service has rated the security). If unrated, the security must be determined by Vanguard to be of quality equivalent to securities in the two highest credit-quality categories. The Fund invests more than 25% of its assets in securities issued by companies in the financial services industry. The Fund maintains a dollar-weighted average maturity of 60 days or less and a dollar-weighted average life of 120 days or less.</p>"
Not Insured Depository Institution,v_Institutional_S000004463,,,,,"<p>An investment in the Fund is not a deposit of a bank and is not insured or guaranteed by the Federal Deposit Insurance Corporation or any other government agency. Although the Fund seeks to preserve the value of your investment at $1 per share, it is possible to lose money by investing in the Fund.</p>"
Money Market Fund,v_Institutional_S000004463,,,,,"<p>The Fund is designed for investors with a low tolerance for risk; however, the Fund is subject to the following risks, which could affect the Fund's performance:</p>"
Performance Information Illustrates Variability of Returns,v_Institutional_S000004463,,,,,<p>The following bar chart and table are intended to help you understand the risks of investing in the Fund.</p>
Performance Availability Phone,v_Institutional_S000004463,,,,,<p>800-662-7447</p>
Performance Availability Website Address,v_Institutional_S000004463,,,,,<p>vanguard.com/performance </p>
Past Performance Does Not Indiciate Future Returns,v_Institutional_S000004463,,,,,<p>Keep in mind that the Fund's past performance does not indicate how the Fund will perform in the future.</p>
Bar Chart Narrative,v_Participant_S000004463,,,,,"<p>The following bar chart and table are intended to help you understand the risks of investing in the Fund. The bar chart shows how the performance of the Fund's Investor Shares has varied from one calendar year to another over the periods shown. The table shows how the average annual total returns of the Fund's Investor Shares compare with those of a relevant market index and a comparative benchmark, which have investment characteristics similar to those of the Fund. Returns for the Money Market Funds Average are derived from data provided by Lipper Inc. Keep in mind that the Fund's past performance does not indicate how the Fund will perform in the future. Updated performance information is available on our website at vanguard.com/performance or by calling Vanguard toll-free at 800-662-7447.</p>"
EXAMPLE,v_Participant_S000004463,,,,,<p>Example</p>
"Expense Example, Narrative [Text Block]",v_Participant_S000004463,,,,,"<p>The following example is intended to help you compare the cost of investing in the Fund's Investor Shares with the cost of investing in other mutual funds. It illustrates the hypothetical expenses that you would incur over various periods if you invest $10,000 in the Fund's shares. This example assumes that the Shares provide a return of 5% a year and that total annual fund operating expenses remain as stated in the preceding table. The results apply whether or not you redeem your investment at the end of the given period. Although your actual costs may be higher or lower, based on these assumptions your costs would be:</p>"
Fees and Expenses of the Fund,v_Participant_S000004463,,,,,<p>The following table describes the fees and expenses you may pay if you buy and hold Investor Shares of the Fund.</p>
Investment objective,v_Participant_S000004463,,,,,<p>The Fund seeks to provide current income while maintaining liquidity and a stable share price of $1.</p>
May Lose Money,v_Participant_S000004463,,,,,"<p>The Fund is subject to the risks associated with the stock and bond markets, any of which could cause an investor to lose money.</p>"
Risk Narrative,v_Participant_S000004463,,,,,"<p>The Fund is designed for investors with a low tolerance for risk; however, the Fund is subject to the following risks, which could affect the Fund's performance:</p><p>Income risk, which is the chance that the Fund's income will decline because of falling interest rates. Because the Fund's income is based on short-term interest rates-which can fluctuate significantly over short periods-income risk is expected to be high.</p><p>Manager risk, which is the chance that poor security selection will cause the Fund to underperform relevant benchmarks or other funds with a similar investment objective. </p><p>Credit risk, which is the chance that the issuer of a security will fail to pay interest and principal in a timely manner, or that negative perceptions of the issuer's ability to make such payments will cause the price of that security to decline. Credit risk should be very low for the Fund because it invests primarily in securities that are considered to be of high quality.</p><p>Industry concentration risk, which is the chance that there will be overall problems affecting a particular industry. Because the Fund invests more than 25% of its assets in securities issued by companies in the financial services industry, the Fund's performance depends to a greater extent on the overall condition of that industry.</p><p>An investment in the Fund is not a deposit of a bank and is not insured or guaranteed by the Federal Deposit Insurance Corporation or any other government agency. Although the Fund seeks to preserve the value of your investment at $1 per share, it is possible to lose money by investing in the Fund.</p>"
StrategyNarrative,v_Participant_S000004463,,,,,"<p>The Fund invests primarily in high-quality, short-term money market instruments, including certificates of deposit, banker's acceptances, commercial paper, and other money market securities. To be considered high-quality, a security generally must be rated in one of the two highest credit-quality categories for short-term securities by at least two nationally recognized rating services (or by one, if only one rating service has rated the security). If unrated, the security must be determined by Vanguard to be of quality equivalent to securities in the two highest credit-quality categories. The Fund invests more than 25% of its assets in securities issued by companies in the financial services industry. The Fund maintains a dollar-weighted average maturity of 60 days or less and a dollar-weighted average life of 120 days or less.</p>"
Not Insured Depository Institution,v_Participant_S000004463,,,,,"<p>An investment in the Fund is not a deposit of a bank and is not insured or guaranteed by the Federal Deposit Insurance Corporation or any other government agency. Although the Fund seeks to preserve the value of your investment at $1 per share, it is possible to lose money by investing in the Fund.</p>"
Money Market Fund,v_Participant_S000004463,,,,,"<p>The Fund is designed for investors with a low tolerance for risk; however, the Fund is subject to the following risks, which could affect the Fund's performance:</p>"
Performance Information Illustrates Variability of Returns,v_Participant_S000004463,,,,,<p>The following bar chart and table are intended to help you understand the risks of investing in the Fund.</p>
Performance Additional Market Index,v_Participant_S000004463,,,,,"<p>, which have investment characteristics similar to those of the Fund.</p>"
Performance Availability Phone,v_Participant_S000004463,,,,,<p>800-662-7447</p>
Performance Availability Website Address,v_Participant_S000004463,,,,,<p>vanguard.com/performance </p>
Past Performance Does Not Indiciate Future Returns,v_Participant_S000004463,,,,,<p>Keep in mind that the Fund's past performance does not indicate how the Fund will perform in the future.</p>
Bar Chart Narrative,v_Retail_S000004463,,,,,"<p>The following bar chart and table are intended to help you understand the risks of investing in the Fund. The bar chart shows how the performance of the Fund's Investor Shares has varied from one calendar year to another over the periods shown. The table shows how the average annual total returns of the Fund's Investor Shares compare with those of a relevant market index and a comparative benchmark, which have investment characteristics similar to those of the Fund. Returns for the Money Market Funds Average are derived from data provided by Lipper Inc. Keep in mind that the Fund's past performance does not indicate how the Fund will perform in the future. Updated performance information is available on our website at vanguard.com/performance or by calling Vanguard toll-free at 800-662-7447.</p>"
EXAMPLE,v_Retail_S000004463,,,,,<p>Example</p>
"Expense Example, Narrative [Text Block]",v_Retail_S000004463,,,,,"<p>The following example is intended to help you compare the cost of investing in the Fund's Investor Shares with the cost of investing in other mutual funds. It illustrates the hypothetical expenses that you would incur over various periods if you invest $10,000 in the Fund's shares. This example assumes that the Shares provide a return of 5% a year and that total annual fund operating expenses remain as stated in the preceding table. The results apply whether or not you redeem your investment at the end of the given period. Although your actual costs may be higher or lower, based on these assumptions your costs would be:</p>"
Fees and Expenses of the Fund,v_Retail_S000004463,,,,,<p>The following table describes the fees and expenses you may pay if you buy and hold Investor Shares of the Fund.</p>
Investment objective,v_Retail_S000004463,,,,,<p>The Fund seeks to provide current income while maintaining liquidity and a stable share price of $1.</p>
Risk Narrative,v_Retail_S000004463,,,,,"<p>The Fund is designed for investors with a low tolerance for risk; however, the Fund is subject to the following risks, which could affect the Fund's performance:</p><p>Income risk, which is the chance that the Fund's income will decline because of falling interest rates. Because the Fund's income is based on short-term interest rates-which can fluctuate significantly over short periods-income risk is expected to be high.</p><p>Manager risk, which is the chance that poor security selection will cause the Fund to underperform relevant benchmarks or other funds with a similar investment objective. </p><p>Credit risk, which is the chance that the issuer of a security will fail to pay interest and principal in a timely manner, or that negative perceptions of the issuer's ability to make such payments will cause the price of that security to decline. Credit risk should be very low for the Fund because it invests primarily in securities that are considered to be of high quality.</p><p>Industry concentration risk, which is the chance that there will be overall problems affecting a particular industry. Because the Fund invests more than 25% of its assets in securities issued by companies in the financial services industry, the Fund's performance depends to a greater extent on the overall condition of that industry.</p><p>An investment in the Fund is not a deposit of a bank and is not insured or guaranteed by the Federal Deposit Insurance Corporation or any other government agency. Although the Fund seeks to preserve the value of your investment at $1 per share, it is possible to lose money by investing in the Fund.</p>"
StrategyNarrative,v_Retail_S000004463,,,,,"<p>The Fund invests primarily in high-quality, short-term money market instruments, including certificates of deposit, banker's acceptances, commercial paper, and other money market securities. To be considered high-quality, a security generally must be rated in one of the two highest credit-quality categories for short-term securities by at least two nationally recognized rating services (or by one, if only one rating service has rated the security). If unrated, the security must be determined by Vanguard to be of quality equivalent to securities in the two highest credit-quality categories. The Fund invests more than 25% of its assets in securities issued by companies in the financial services industry. The Fund maintains a dollar-weighted average maturity of 60 days or less and a dollar-weighted average life of 120 days or less.</p>"
Not Insured Depository Institution,v_Retail_S000004463,,,,,"<p>An investment in the Fund is not a deposit of a bank and is not insured or guaranteed by the Federal Deposit Insurance Corporation or any other government agency. Although the Fund seeks to preserve the value of your investment at $1 per share, it is possible to lose money by investing in the Fund.</p>"
Money Market Fund,v_Retail_S000004463,,,,,"<p>The Fund is designed for investors with a low tolerance for risk; however, the Fund is subject to the following risks, which could affect the Fund's performance:</p>"
Performance Information Illustrates Variability of Returns,v_Retail_S000004463,,,,,<p>The following bar chart and table are intended to help you understand the risks of investing in the Fund.</p>
Performance Additional Market Index,v_Retail_S000004463,,,,,"<p>, which have investment characteristics similar to those of the Fund.</p>"
Performance Availability Phone,v_Retail_S000004463,,,,,<p>800-662-7447</p>
Performance Availability Website Address,v_Retail_S000004463,,,,,<p>vanguard.com/performance </p>
Past Performance Does Not Indiciate Future Returns,v_Retail_S000004463,,,,,<p>Keep in mind that the Fund's past performance does not indicate how the Fund will perform in the future.</p>
Shareholder Fees (Fees paid directly from your investment) [Table],v_Retail_S000004463,,,,,"<div style=""display:none"">~ http://vanguard/role/S000004463ShareholderFeesRetail column period compact * column rr_ProspectusShareClassAxis compact * row primary compact * row dei_LegalEntityAxis compact vanguard_S000004463Member ~ </div>"
Shareholder Fees (Fees paid directly from your investment) [Table],v_Participant_S000004463,,,,,"<div style=""display:none"">~ http://vanguard/role/S000004463ShareholderFeesParticipant column period compact * column rr_ProspectusShareClassAxis compact * row primary compact * row dei_LegalEntityAxis compact vanguard_S000004463Member ~ </div>"
Shareholder Fees (Fees paid directly from your investment) [Table],v_Institutional_S000004463,,,,,"<div style=""display:none"">~ http://vanguard/role/S000004463ShareholderFeesInstitutional column period compact * column rr_ProspectusShareClassAxis compact * row primary compact * row dei_LegalEntityAxis compact vanguard_S000004463Member ~ </div>"
Performance,v_Retail_S000004463,,,,,"<div style=""display:none"">~ http://vanguard/role/S000004463PerformanceTableDataRetail column primary compact * row dei_LegalEntityAxis compact  vanguard_S000004463Member row rr_ProspectusShareClassAxis compact * row rr_PerformanceMeasureAxis compact * ~ </div>"
Performance,v_Participant_S000004463,,,,,"<div style=""display:none"">~ http://vanguard/role/S000004463PerformanceTableDataParticipant column primary compact * row dei_LegalEntityAxis compact  vanguard_S000004463Member row rr_ProspectusShareClassAxis compact * row rr_PerformanceMeasureAxis compact * ~ </div>"
Performance,v_Institutional_S000004463,,,,,"<div style=""display:none"">~ http://vanguard/role/S000004463PerformanceTableDataInstitutional column primary compact * row dei_LegalEntityAxis compact  vanguard_S000004463Member row rr_ProspectusShareClassAxis compact * row rr_PerformanceMeasureAxis compact * ~ </div>"
Annual Fund Operating Expenses [Expenses that you pay each year as a percentage of the value of your investment],v_Retail_S000004463,,,,,"<div style=""display:none"">~ http://vanguard/role/S000004463OperatingExpensesRetail column period compact * column rr_ProspectusShareClassAxis compact * row primary compact * row dei_LegalEntityAxis compact vanguard_S000004463Member ~ </div>"
