Label,contextRef,unitRef,Dec,Prec,Lang,Value
Risk Narrative [Text Block],Duration_29Jan2012_28Jan2013S000001511_MemberInvestorAndInstitutional_Member,,,,,"Risk is inherent in all investing. The value of your investment in International Opportunities, as well as the amount of return you receive on your investment, may fluctuate significantly from day to day and over time. You may lose part or all of your investment in the Fund or your investment may not perform as well as other similar investments. The following is a summary description of principal risks of investing in the Fund.<ul type=""square""><li><b>Convertible Securities Risk</b> &#8212; The market value of a convertible security performs like that of a regular debt security; that is, if market interest rates rise, the value of a convertible security usually falls. In addition, convertible securities are subject to the risk that the issuer will not be able to pay interest or dividends when due, and their market value may change based on changes in the issuer&#8217;s credit rating or the market&#8217;s perception of the issuer&#8217;s creditworthiness. Since it derives a portion of its value from the common stock into which it may be converted, a convertible security is also subject to the same types of market and issuer risks that apply to the underlying common stock.</li></ul><ul type=""square""><li><b>Derivatives Risk</b> &#8212; The Fund&#8217;s use of derivatives may reduce the Fund&#8217;s returns and/or increase volatility. Volatility is defined as the characteristic of a security, an index or a market to fluctuate significantly in price within a short time period. Derivatives are also subject to counterparty risk, which is the risk that the other party in the transaction will not fulfill its contractual obligation. A risk of the Fund&#8217;s use of derivatives is that the fluctuations in their values may not correlate perfectly with the overall securities markets. The possible lack of a liquid secondary market for derivatives and the resulting inability of the Fund to sell or otherwise close a derivatives position could expose the Fund to losses and could make derivatives more difficult for the Fund to value accurately. Derivatives may give rise to a form of leverage and may expose the Fund to greater risk and increase its costs. Recent legislation calls for new regulation of the derivatives markets. The extent and impact of the regulation is not yet known and may not be known for some time. New regulation may make derivatives more costly, may limit the availability of derivatives, or may otherwise adversely affect the value or performance of derivatives.</li></ul><ul type=""square""><li><b>Emerging Markets Risk</b> &#8212; Emerging markets are riskier than more developed markets because they tend to develop unevenly and may never fully develop. Investments in emerging markets may be considered speculative. Emerging markets are more likely to experience hyperinflation and currency devaluations, which adversely affect returns to U.S. investors. In addition, many emerging securities markets have far lower trading volumes and less liquidity than developed markets.</li></ul><ul type=""square""><li><b>Equity Securities Risk</b> &#8212; Stock markets are volatile. The price of equity securities fluctuates based on changes in a company&#8217;s financial condition and overall market and economic conditions.</li></ul><ul type=""square""><li><b>Foreign Securities Risk</b> &#8212; Foreign investments often involve special risks not present in U.S. investments that can increase the chances that the Fund will lose money. These risks include:<br/><br/>&#8212; The Fund generally holds its foreign securities and cash in foreign banks and securities depositories, which may be recently organized or new to the foreign custody business and may be subject to only limited or no regulatory oversight.<br/><br/>&#8212; Changes in foreign currency exchange rates can affect the value of the Fund&#8217;s portfolio.<br/><br/>&#8212; The economies of certain foreign markets may not compare favorably with the economy of the United States with respect to such issues as growth of gross national product, reinvestment of capital, resources and balance of payments position.<br/><br/>&#8212; The governments of certain countries may prohibit or impose substantial restrictions on foreign investments in their capital markets or in certain industries.<br/><br/>&#8212; Many foreign governments do not supervise and regulate stock exchanges, brokers and the sale of securities to the same extent as does the United States and may not have laws to protect investors that are comparable to U.S. securities laws.<br/><br/>&#8212; Settlement and clearance procedures in certain foreign markets may result in delays in payment for or delivery of securities not typically associated with settlement and clearance of U.S. investments.<br/><br/>&#8212; The European financial markets have recently experienced volatility and adverse trends due to concerns about economic downturns in, or rising government debt levels of several European countries. These events have adversely affected the exchange rate of the Euro and may spread to other countries in Europe, including countries that do not use the Euro. These events may affect the value and liquidity of certain of the Fund&#8217;s investments.</li></ul><ul type=""square""><li><b>Investment Style Risk</b> &#8212; Under certain market conditions, growth investments have performed better during the later stages of economic expansion. Therefore, this investment style may over time go in and out of favor. At times when the investment style used by the Fund is out of favor, the Fund may underperform other equity funds that use different investment styles.</li></ul><ul type=""square""><li><b>Leverage Risk</b> &#8212; Some transactions may give rise to a form of economic leverage. These transactions may include, among others, derivatives, and may expose the Fund to greater risk and increase its costs. The use of leverage may cause the Fund to liquidate portfolio positions when it may not be advantageous to do so to satisfy its obligations or to meet any required asset segregation requirements. Increases and decreases in the value of the Fund&#8217;s portfolio will be magnified when the Fund uses leverage. </li></ul><ul type=""square""><li><b>Market Risk and Selection Risk</b> &#8212; Market risk is the risk that one or more markets in which the Fund invests will go down in value, including the possibility that the markets will go down sharply and unpredictably. Selection risk is the risk that the securities selected by Fund management will underperform the markets, the relevant indices or the securities selected by other funds with similar investment objectives and investment strategies. This means you may lose money.</li></ul><ul type=""square""><li><b>Mid-Cap Securities Risk</b> &#8212; The securities of mid-cap companies generally trade in lower volumes and are generally subject to greater and less predictable price changes than the securities of larger capitalization companies.</li></ul><ul type=""square""><li><b>&#8220;New Issues&#8221; Risk</b> &#8212; &#8220;New Issues&#8221; are initial public offerings of equity securities of U.S. and non-U.S. issuers. Securities issued in IPOs have no trading history, and information about the companies may be available for very limited periods. In addition, the prices of securities sold in IPOs may be highly volatile or may decline shortly after the initial public offering.</li></ul><ul type=""square""><li><b>Small Cap Securities Risk</b> &#8212; Small cap companies may have limited product lines or markets. They may be less financially secure than larger, more established companies. They may depend on a more limited management group than larger capitalized companies.</li></ul>"
Bar Chart and Performance Table [Heading],Duration_29Jan2012_28Jan2013S000001511_MemberInvestorAndInstitutional_Member,,,,,<b>Performance Information</b>
Performance Narrative [Text Block],Duration_29Jan2012_28Jan2013S000001511_MemberInvestorAndInstitutional_Member,,,,,"The information shows you how International Opportunities&#8217; performance has varied year by year and provides some indication of the risks of investing in the Fund. The table compares the average annual total returns of each class of the Fund&#8217;s shares with that of the MSCI All Country World Index Ex-U.S. As with all such investments, past performance (before and after taxes) is not an indication of future results. Sales charges are not reflected in the bar chart. If they were, returns would be less than those shown. However, the table includes all applicable fees and sales charges. If BlackRock and its affiliates had not waived or reimbursed certain Fund expenses during these periods, the Fund&#8217;s returns would have been lower. Updated information on the Fund&#8217;s results can be obtained by visiting http://www.blackrock.com/funds or can be obtained by phone at (800) 882-0052."
Bar Chart [Heading],Duration_29Jan2012_28Jan2013S000001511_MemberInvestorAndInstitutional_Member,,,,,<b>Investor A Shares</b><br/><b>ANNUAL TOTAL RETURNS</b><br/><b>BlackRock International Opportunities Portfolio</b><br/><b>As of 12/31</b>
Bar Chart Closing [Text Block],Duration_29Jan2012_28Jan2013S000001511_MemberInvestorAndInstitutional_Member,,,,,"During the ten-year period shown in the bar chart, the highest return for a quarter was 28.03% (quarter ended June 30, 2009) and the lowest return for a quarter was &#8211;24.50% (quarter ended September 30, 2008)."
Performance Table Heading,Duration_29Jan2012_28Jan2013S000001511_MemberInvestorAndInstitutional_Member,,,,,<b>As of 12/31/12</b><br/> <b>Average Annual Total Returns</b>
Performance Table Narrative,Duration_29Jan2012_28Jan2013S000001511_MemberInvestorAndInstitutional_Member,,,,,"After-tax returns are calculated using the historical highest individual Federal marginal income tax rates and do not reflect the impact of state and local taxes. Actual after-tax returns depend on the investor&#8217;s tax situation and may differ from those shown, and the after-tax returns shown are not relevant to investors who hold their shares through tax-deferred arrangements such as 401(k) plans or individual retirement accounts. After-tax returns are shown for Investor A Shares only, and the after-tax returns for Investor B, Investor C and Institutional Shares will vary."
Maximum Sales Charge Imposed on Purchases (as a percentage of Offering Price),Duration_29Jan2012_28Jan2013S000001511_MemberC000004069_MemberInvestorAndInstitutional_Member,pure,4,,,0.0525
Maximum Sales Charge Imposed on Purchases (as a percentage of Offering Price),Duration_29Jan2012_28Jan2013S000001511_MemberC000004070_MemberInvestorAndInstitutional_Member,pure,4,,,0.0000
Maximum Sales Charge Imposed on Purchases (as a percentage of Offering Price),Duration_29Jan2012_28Jan2013S000001511_MemberC000004071_MemberInvestorAndInstitutional_Member,pure,4,,,0.0000
Maximum Sales Charge Imposed on Purchases (as a percentage of Offering Price),Duration_29Jan2012_28Jan2013S000001511_MemberC000004067_MemberInvestorAndInstitutional_Member,pure,4,,,0.0000
Risk/Return [Heading],Duration_29Jan2012_28Jan2013S000001877_MemberInvestorInstitutionalAndRShares_Member,,,,,Fund Overview<br/><br/><b>Key Facts About BlackRock Health Sciences Opportunities Portfolio</b>
Objective [Heading],Duration_29Jan2012_28Jan2013S000001877_MemberInvestorInstitutionalAndRShares_Member,,,,,<b>Investment Objective</b>
Maximum Deferred Sales Charge (as a percentage of Offering Price),Duration_29Jan2012_28Jan2013S000001511_MemberC000004069_MemberInvestorAndInstitutional_Member,pure,4,,,0.0000
Maximum Deferred Sales Charge (as a percentage of Offering Price),Duration_29Jan2012_28Jan2013S000001511_MemberC000004070_MemberInvestorAndInstitutional_Member,pure,4,,,0.0450
Maximum Deferred Sales Charge (as a percentage of Offering Price),Duration_29Jan2012_28Jan2013S000001511_MemberC000004071_MemberInvestorAndInstitutional_Member,pure,4,,,0.0100
Maximum Deferred Sales Charge (as a percentage of Offering Price),Duration_29Jan2012_28Jan2013S000001511_MemberC000004067_MemberInvestorAndInstitutional_Member,pure,4,,,0.0000
Objective [Heading],Duration_29Jan2012_28Jan2013S000008399_MemberInvestorInstitutionalAndRShares_Member,,,,,<b>Investment Objective</b>
"Objective, Primary [Text Block]",Duration_29Jan2012_28Jan2013S000008399_MemberInvestorInstitutionalAndRShares_Member,,,,,"The investment objective of BlackRock Global Opportunities Portfolio (&#8220;Global Opportunities&#8221; or the &#8220;Fund&#8221;), a series of BlackRock Funds<sup>SM</sup> (the &#8220;Trust&#8221;), is to provide long-term capital appreciation."
Expense [Heading],Duration_29Jan2012_28Jan2013S000008399_MemberInvestorInstitutionalAndRShares_Member,,,,,<b>Fees and Expenses of the Fund</b>
Expense Narrative [Text Block],Duration_29Jan2012_28Jan2013S000008399_MemberInvestorInstitutionalAndRShares_Member,,,,,"This table describes the fees and expenses that you may pay if you buy and hold shares of Global Opportunities. You may qualify for sales charge discounts if you and your family invest, or agree to invest in the future, at least $25,000 in the fund complex advised by BlackRock Advisors, LLC (&#8220;BlackRock&#8221;). More information about these and other discounts is available from your financial professional and in the &#8220;Details About the Share Classes&#8221; section on page 47 of the Fund&#8217;s prospectus and in the &#8220;Purchase of Shares&#8221; section on page II-58 of the Fund&#8217;s statement of additional information."
"Objective, Primary [Text Block]",Duration_29Jan2012_28Jan2013S000001877_MemberInvestorInstitutionalAndRShares_Member,,,,,"The investment objective of BlackRock Health Sciences Opportunities Portfolio (&#8220;Health Sciences Opportunities&#8221; or the &#8220;Fund&#8221;), a series of BlackRock Funds<sup>SM</sup> (the &#8220;Trust&#8221;), is to provide long-term growth of capital."
Shareholder Fees Caption [Text],Duration_29Jan2012_28Jan2013S000008399_MemberInvestorInstitutionalAndRShares_Member,,,,,<b>Shareholder Fees</b><br/><b>(fees paid directly from your investment)</b>
Operating Expenses Caption [Text],Duration_29Jan2012_28Jan2013S000008399_MemberInvestorInstitutionalAndRShares_Member,,,,,<b>Annual Fund Operating Expenses </b><br/><b>(expenses that you pay each year as a</b><br/><b>percentage of the value of your investment)</b>
"Expense Example, with Redemption, 1 Year",Duration_29Jan2012_28Jan2013S000008399_MemberC000023030_MemberInvestorInstitutionalAndRShares_Member,USD,INF,,,653
Expense [Heading],Duration_29Jan2012_28Jan2013S000001877_MemberInvestorInstitutionalAndRShares_Member,,,,,<b>Fees and Expenses of the Fund</b>
"Expense Example, with Redemption, 1 Year",Duration_29Jan2012_28Jan2013S000008399_MemberC000023031_MemberInvestorInstitutionalAndRShares_Member,USD,INF,,,671
"Expense Example, with Redemption, 1 Year",Duration_29Jan2012_28Jan2013S000008399_MemberC000023032_MemberInvestorInstitutionalAndRShares_Member,USD,INF,,,317
"Expense Example, with Redemption, 1 Year",Duration_29Jan2012_28Jan2013S000008399_MemberC000023028_MemberInvestorInstitutionalAndRShares_Member,USD,INF,,,108
"Expense Example, with Redemption, 1 Year",Duration_29Jan2012_28Jan2013S000008399_MemberC000037670_MemberInvestorInstitutionalAndRShares_Member,USD,INF,,,175
Expense Narrative [Text Block],Duration_29Jan2012_28Jan2013S000001877_MemberInvestorInstitutionalAndRShares_Member,,,,,"This table describes the fees and expenses that you may pay if you buy and hold shares of Health Sciences Opportunities. You may qualify for sales charge discounts if you and your family invest, or agree to invest in the future, at least $25,000 in the fund complex advised by BlackRock Advisors, LLC (&#8220;BlackRock&#8221;). More information about these and other discounts is available from your financial professional and in the &#8220;Details About the Share Classes&#8221; section on page 47 of the Fund&#8217;s prospectus and in the &#8220;Purchase of Shares&#8221; section on page II-58 of the Fund&#8217;s statement of additional information."
"Expense Example, with Redemption, 3 Years",Duration_29Jan2012_28Jan2013S000008399_MemberC000023030_MemberInvestorInstitutionalAndRShares_Member,USD,INF,,,944
"Expense Example, with Redemption, 3 Years",Duration_29Jan2012_28Jan2013S000008399_MemberC000023031_MemberInvestorInstitutionalAndRShares_Member,USD,INF,,,"1,035"
"Expense Example, with Redemption, 3 Years",Duration_29Jan2012_28Jan2013S000008399_MemberC000023032_MemberInvestorInstitutionalAndRShares_Member,USD,INF,,,689
"Expense Example, with Redemption, 3 Years",Duration_29Jan2012_28Jan2013S000008399_MemberC000023028_MemberInvestorInstitutionalAndRShares_Member,USD,INF,,,358
"Expense Example, with Redemption, 3 Years",Duration_29Jan2012_28Jan2013S000008399_MemberC000037670_MemberInvestorInstitutionalAndRShares_Member,USD,INF,,,550
"Expense Example, with Redemption, 5 Years",Duration_29Jan2012_28Jan2013S000008399_MemberC000023030_MemberInvestorInstitutionalAndRShares_Member,USD,INF,,,"1,275"
"Expense Example, with Redemption, 5 Years",Duration_29Jan2012_28Jan2013S000008399_MemberC000023031_MemberInvestorInstitutionalAndRShares_Member,USD,INF,,,"1,379"
"Expense Example, with Redemption, 5 Years",Duration_29Jan2012_28Jan2013S000008399_MemberC000023032_MemberInvestorInstitutionalAndRShares_Member,USD,INF,,,"1,207"
"Expense Example, with Redemption, 5 Years",Duration_29Jan2012_28Jan2013S000008399_MemberC000023028_MemberInvestorInstitutionalAndRShares_Member,USD,INF,,,649
"Expense Example, with Redemption, 5 Years",Duration_29Jan2012_28Jan2013S000008399_MemberC000037670_MemberInvestorInstitutionalAndRShares_Member,USD,INF,,,960
"Expense Example, with Redemption, 10 Years",Duration_29Jan2012_28Jan2013S000008399_MemberC000023030_MemberInvestorInstitutionalAndRShares_Member,USD,INF,,,"2,211"
"Expense Example, with Redemption, 10 Years",Duration_29Jan2012_28Jan2013S000008399_MemberC000023031_MemberInvestorInstitutionalAndRShares_Member,USD,INF,,,"2,365"
"Expense Example, with Redemption, 10 Years",Duration_29Jan2012_28Jan2013S000008399_MemberC000023032_MemberInvestorInstitutionalAndRShares_Member,USD,INF,,,"2,627"
"Expense Example, with Redemption, 10 Years",Duration_29Jan2012_28Jan2013S000008399_MemberC000023028_MemberInvestorInstitutionalAndRShares_Member,USD,INF,,,"1,477"
"Expense Example, with Redemption, 10 Years",Duration_29Jan2012_28Jan2013S000008399_MemberC000037670_MemberInvestorInstitutionalAndRShares_Member,USD,INF,,,"2,102"
Shareholder Fees Caption [Text],Duration_29Jan2012_28Jan2013S000001877_MemberInvestorInstitutionalAndRShares_Member,,,,,<b>Shareholder Fees</b><br/><b>(fees paid directly from your investment)</b>
"Expense Example, No Redemption, 1 Year",Duration_29Jan2012_28Jan2013S000008399_MemberC000023031_MemberInvestorInstitutionalAndRShares_Member,USD,INF,,,221
"Expense Example, No Redemption, 1 Year",Duration_29Jan2012_28Jan2013S000008399_MemberC000023032_MemberInvestorInstitutionalAndRShares_Member,USD,INF,,,217
Maximum Sales Charge Imposed on Purchases (as a percentage of Offering Price),Duration_29Jan2012_28Jan2013S000001877_MemberC000037661_MemberInvestorInstitutionalAndRShares_Member,pure,4,,,0.0000
Maximum Sales Charge Imposed on Purchases (as a percentage of Offering Price),Duration_29Jan2012_28Jan2013S000001877_MemberC000004914_MemberInvestorInstitutionalAndRShares_Member,pure,4,,,0.0525
Maximum Sales Charge Imposed on Purchases (as a percentage of Offering Price),Duration_29Jan2012_28Jan2013S000001877_MemberC000004915_MemberInvestorInstitutionalAndRShares_Member,pure,4,,,0.0000
Maximum Sales Charge Imposed on Purchases (as a percentage of Offering Price),Duration_29Jan2012_28Jan2013S000001877_MemberC000004916_MemberInvestorInstitutionalAndRShares_Member,pure,4,,,0.0000
Maximum Sales Charge Imposed on Purchases (as a percentage of Offering Price),Duration_29Jan2012_28Jan2013S000001877_MemberC000004912_MemberInvestorInstitutionalAndRShares_Member,pure,4,,,0.0000
"Expense Example, No Redemption, 3 Years",Duration_29Jan2012_28Jan2013S000008399_MemberC000023031_MemberInvestorInstitutionalAndRShares_Member,USD,INF,,,685
"Expense Example, No Redemption, 3 Years",Duration_29Jan2012_28Jan2013S000008399_MemberC000023032_MemberInvestorInstitutionalAndRShares_Member,USD,INF,,,689
"Expense Example, No Redemption, 5 Years",Duration_29Jan2012_28Jan2013S000008399_MemberC000023031_MemberInvestorInstitutionalAndRShares_Member,USD,INF,,,"1,179"
"Expense Example, No Redemption, 5 Years",Duration_29Jan2012_28Jan2013S000008399_MemberC000023032_MemberInvestorInstitutionalAndRShares_Member,USD,INF,,,"1,207"
"Expense Example, No Redemption, 10 Years",Duration_29Jan2012_28Jan2013S000008399_MemberC000023031_MemberInvestorInstitutionalAndRShares_Member,USD,INF,,,"2,365"
"Expense Example, No Redemption, 10 Years",Duration_29Jan2012_28Jan2013S000008399_MemberC000023032_MemberInvestorInstitutionalAndRShares_Member,USD,INF,,,"2,627"
Maximum Deferred Sales Charge (as a percentage of Offering Price),Duration_29Jan2012_28Jan2013S000001877_MemberC000004915_MemberInvestorInstitutionalAndRShares_Member,pure,4,,,0.0450
Maximum Deferred Sales Charge (as a percentage of Offering Price),Duration_29Jan2012_28Jan2013S000001877_MemberC000004912_MemberInvestorInstitutionalAndRShares_Member,pure,4,,,0.0000
