Label,contextRef,unitRef,Dec,Prec,Lang,Value
"Expense Example, with Redemption, 1 Year",Duration_29Dec2011_28Dec2012S000002344_MemberC000006154_Member,USD,INF,,,124
Bar Chart [Table],Duration_29Dec2011_28Dec2012S000002344_Member,,,,,"<div style=""display:none"">~ http://www.blackrock.com/role/ScheduleAnnualTotalReturnsBLACKROCKFOCUSGROWTHFUND,INC.BarChart column period compact * ~</div>"
"Expense Example, with Redemption, 3 Years",Duration_29Dec2011_28Dec2012S000002344_MemberC000006151_Member,USD,INF,,,"1,058"
"Expense Example, with Redemption, 3 Years",Duration_29Dec2011_28Dec2012S000002344_MemberC000006152_Member,USD,INF,,,"1,131"
"Expense Example, with Redemption, 3 Years",Duration_29Dec2011_28Dec2012S000002344_MemberC000006153_Member,USD,INF,,,790
"Expense Example, with Redemption, 3 Years",Duration_29Dec2011_28Dec2012S000002344_MemberC000006154_Member,USD,INF,,,430
"Expense Example, No Redemption, 1 Year",Duration_29Dec2011_28Dec2012S000002344_MemberC000006152_Member,USD,INF,,,240
"Expense Example, No Redemption, 1 Year",Duration_29Dec2011_28Dec2012S000002344_MemberC000006153_Member,USD,INF,,,243
"Expense Example, with Redemption, 5 Years",Duration_29Dec2011_28Dec2012S000002344_MemberC000006151_Member,USD,INF,,,"1,456"
"Expense Example, with Redemption, 5 Years",Duration_29Dec2011_28Dec2012S000002344_MemberC000006152_Member,USD,INF,,,"1,548"
"Expense Example, with Redemption, 5 Years",Duration_29Dec2011_28Dec2012S000002344_MemberC000006154_Member,USD,INF,,,757
"Expense Example, with Redemption, 5 Years",Duration_29Dec2011_28Dec2012S000002344_MemberC000006153_Member,USD,INF,,,"1,362"
"Expense Example, No Redemption, 3 Years",Duration_29Dec2011_28Dec2012S000002344_MemberC000006152_Member,USD,INF,,,781
"Expense Example, No Redemption, 3 Years",Duration_29Dec2011_28Dec2012S000002344_MemberC000006153_Member,USD,INF,,,790
"Expense Example, No Redemption, 5 Years",Duration_29Dec2011_28Dec2012S000002344_MemberC000006152_Member,USD,INF,,,"1,348"
"Expense Example, No Redemption, 5 Years",Duration_29Dec2011_28Dec2012S000002344_MemberC000006153_Member,USD,INF,,,"1,362"
"Expense Example, with Redemption, 10 Years",Duration_29Dec2011_28Dec2012S000002344_MemberC000006151_Member,USD,INF,,,"2,565"
"Expense Example, with Redemption, 10 Years",Duration_29Dec2011_28Dec2012S000002344_MemberC000006152_Member,USD,INF,,,"2,714"
"Expense Example, with Redemption, 10 Years",Duration_29Dec2011_28Dec2012S000002344_MemberC000006153_Member,USD,INF,,,"2,920"
"Expense Example, with Redemption, 10 Years",Duration_29Dec2011_28Dec2012S000002344_MemberC000006154_Member,USD,INF,,,"1,685"
"Expense Example, No Redemption, 10 Years",Duration_29Dec2011_28Dec2012S000002344_MemberC000006152_Member,USD,INF,,,"2,714"
"Expense Example, No Redemption, 10 Years",Duration_29Dec2011_28Dec2012S000002344_MemberC000006153_Member,USD,INF,,,"2,920"
"Expense Example, No Redemption, By Year, Caption [Text]",Duration_29Dec2011_28Dec2012S000002344_Member,,,,,You would pay the following expenses if you did not redeem your shares:
Risk Narrative [Text Block],Duration_29Dec2011_28Dec2012S000002344_Member,,,,,"Risk is inherent in all investing. The value of your investment in the Fund, as well as the amount of return you receive on your investment, may fluctuate significantly from day to day and over time. You may lose part or all of your investment in the Fund or your investment may not perform as well as other similar investments. The following is a summary description of principal risks of investing in the Fund.     <ul type=""square""><li style=""margin-left:-20px""><p style=""PADDING-LEFT: 15px""><b>Depositary Receipts Risk</b> &#8212; The issuers of unsponsored depositary receipts are not obligated to disclose information that is, in the United States, considered material. Therefore, there may be less information available regarding these issuers and there may not be a correlation between such information and the market value of the depositary receipts. Depositary receipts are generally subject to the same risks as the foreign securities that they evidence or into which they may be converted. </p></li>                        <li style=""margin-left:-20px""><p style=""PADDING-LEFT: 15px""><b>Equity Securities Risk</b>   &#8212; Stock markets are volatile. The price of equity securities fluctuates based on changes in a company&#8217;s financial condition and overall market and economic conditions.</p></li>      <li style=""margin-left:-20px""><p style=""PADDING-LEFT: 15px""><b>Foreign Securities Risk</b> &#8212; Foreign investments often involve special risks not present in U.S. investments that can increase the chances that the Fund will lose money. These risks include:</p></li></ul>      <div><table style=""border-collapse: collapse;"" border=""0"" cellspacing=""0"" cellpadding=""0"" width=""100%""> <tr><td width=""5%""> </td> <td valign=""top"" width=""3.5%"" align=""left"">&#8212;</td> <td valign=""top"" align=""left""> <p style=""margin-top: 0px; margin-bottom: 0px;"">The Fund generally holds its foreign securities and cash in foreign banks and securities depositories, which may be recently organized or new to the foreign custody business and may be subject to only limited or no regulatory oversight. </p>     </td></tr></table></div><br/><div><table style=""border-collapse: collapse;"" border=""0"" cellspacing=""0"" cellpadding=""0"" width=""100%""> <tr><td width=""5%""> </td> <td valign=""top"" width=""3.5%"" align=""left"">&#8212;</td> <td valign=""top"" align=""left"">       <p style=""margin-top: 0px; margin-bottom: 0px;"">Changes in foreign currency exchange rates can affect the value of the Fund&#8217;s portfolio.</p>      </td></tr></table></div><br/><div><table style=""border-collapse: collapse;"" border=""0"" cellspacing=""0"" cellpadding=""0"" width=""100%""> <tr><td width=""5%""> </td> <td valign=""top"" width=""3.5%"" align=""left"">&#8212;</td> <td valign=""top"" align=""left"">      <p style=""margin-top: 0px; margin-bottom: 0px;"">The economies of certain foreign markets may not compare favorably with the economy of the United States with respect to such issues as growth of gross national product, reinvestment of capital, resources and balance of payments position.</p>       </td></tr></table></div><br/><div><table style=""border-collapse: collapse;"" border=""0"" cellspacing=""0"" cellpadding=""0"" width=""100%""> <tr><td width=""5%""> </td> <td valign=""top"" width=""3.5%"" align=""left"">&#8212;</td> <td valign=""top"" align=""left"">    <p style=""margin-top: 0px; margin-bottom: 0px;"">The governments of certain countries may prohibit or impose substantial restrictions on foreign investments in their capital markets or in certain industries.</p>     </td></tr></table></div><br/><div><table style=""border-collapse: collapse;"" border=""0"" cellspacing=""0"" cellpadding=""0"" width=""100%""> <tr><td width=""5%""> </td> <td valign=""top"" width=""3.5%"" align=""left"">&#8212;</td> <td valign=""top"" align=""left"">      <p style=""margin-top: 0px; margin-bottom: 0px;"">Many foreign governments do not supervise and regulate stock exchanges, brokers and the sale of securities to the same extent as does the United States and may not have laws to protect investors that are comparable to U.S. securities laws.</p>    </td></tr></table></div><br/><div><table style=""border-collapse: collapse;"" border=""0"" cellspacing=""0"" cellpadding=""0"" width=""100%""> <tr><td width=""5%""> </td> <td valign=""top"" width=""3.5%"" align=""left"">&#8212;</td> <td valign=""top"" align=""left""> <p style=""margin-top: 0px; margin-bottom: 0px;"">Settlement and clearance procedures in certain foreign markets may result in delays in payment for or delivery of securities not typically associated with settlement and clearance of U.S. investments.</p>  </td></tr></table></div><ul type=""square""><li style=""margin-left:-20px"">      <p style=""PADDING-LEFT: 15px""><b>Investment Style Risk</b> &#8212; Under certain market conditions, growth investments have performed better during the later stages of economic expansion. Therefore, this investment style may over time go in and out of favor. At times when the investment style used by the Fund is out of favor, the Fund may underperform other equity funds that use different investment styles.</p>      </li><li style=""margin-left:-20px"">      <p style=""PADDING-LEFT: 15px""><b>Market Risk and Selection Risk</b> &#8212; Market risk is the risk that one or more markets in which the Fund invests will go down in value, including the possibility that the markets will go down sharply and unpredictably. Selection risk is the risk that the securities selected by Fund management will underperform the markets, the relevant indices or the securities selected by other funds with similar investment objectives and investment strategies. This means you may lose money.</p></li>      <li style=""margin-left:-20px"">    <p style=""PADDING-LEFT: 15px""><b>Mid Cap Securities Risk</b> &#8212; The securities of mid cap companies generally trade in lower volumes and are generally subject to greater and less predictable price changes than the securities of larger capitalization companies.</p></li>      <li style=""margin-left:-20px""><p style=""PADDING-LEFT: 15px""><b>Non-Diversification Risk</b> &#8212; The Fund is a non-diversified fund. Because the Fund may invest in securities of a smaller number of issuers, it may be more exposed to the risks associated with and developments affecting an individual issuer than a fund that invests more widely.</p></li>       <li style=""margin-left:-20px""><p style=""PADDING-LEFT: 15px""><b>Sector Risk</b> &#8212; Sector risk is the risk that the Fund&#8217;s concentration in the securities of companies in a specific market sector or industry will cause the Fund to be more exposed to the price movements of companies in and developments affecting that sector than a more broadly diversified fund. Because the Fund invests primarily in one sector, there is the risk that the Fund will perform poorly during a downturn in that sector.</p></li>       <li style=""margin-left:-20px""><p style=""PADDING-LEFT: 15px""><b>Small Cap Securities Risk</b> &#8212; Small cap companies may have limited product lines or markets. They may be less financially secure than larger, more established companies. They may depend on a more limited management group than larger capitalized companies.</p></li></ul>"
Risk Lose Money [Text],Duration_29Dec2011_28Dec2012S000002344_Member,,,,,You may lose part or all of your investment in the Fund or your investment may not perform as well as other similar investments.
Risk Nondiversified Status [Text],Duration_29Dec2011_28Dec2012S000002344_Member,,,,,"<ul type=""square""><li style=""margin-left:-20px""><p style=""PADDING-LEFT: 15px""><b>Non-Diversification Risk</b> &#8212; The Fund is a non-diversified fund. Because the Fund may invest in securities of a smaller number of issuers, it may be more exposed to the risks associated with and developments affecting an individual issuer than a fund that invests more widely.</p></li></ul>"
Performance Narrative [Text Block],Duration_29Dec2011_28Dec2012S000002344_Member,,,,,"The information shows you how the Fund&#8217;s performance has varied year by year and provides some indication of the risks of investing in the Fund. The table compares the Fund&#8217;s performance to that of the Russell 1000<sup>&#174;</sup> Growth Index. As with all such investments, past performance (before and after taxes) is not an indication of future results. Sales charges are not reflected in the bar chart. If they were, returns would be less than those shown. However, the table includes all applicable fees and sales charges. If the Fund&#8217;s investment manager and its affiliates had not waived or reimbursed certain Fund expenses during these periods, the Fund&#8217;s returns would have been lower. Updated information on the Fund&#8217;s performance can be obtained by visiting http://www.blackrock.com/funds or can be obtained by phone at 800-882-0052."
Performance Information Illustrates Variability of Returns [Text],Duration_29Dec2011_28Dec2012S000002344_Member,,,,,The information shows you how the Fund&#8217;s performance has varied year by year and provides some indication of the risks of investing in the Fund.
Performance Past Does Not Indicate Future [Text],Duration_29Dec2011_28Dec2012S000002344_Member,,,,,"As with all such investments, past performance (before and after taxes) is not an indication of future results."
Performance Availability Website Address [Text],Duration_29Dec2011_28Dec2012S000002344_Member,,,,,http://www.blackrock.com/funds
Performance Availability Phone [Text],Duration_29Dec2011_28Dec2012S000002344_Member,,,,,800-882-0052
Bar Chart Does Not Reflect Sales Loads [Text],Duration_29Dec2011_28Dec2012S000002344_Member,,,,,"Sales charges are not reflected in the bar chart. If they were, returns would be less than those shown."
Bar Chart Closing [Text Block],Duration_29Dec2011_28Dec2012S000002344_Member,,,,,"During the ten-year period shown in the bar chart, the highest return for a quarter was 22.41% (quarter ended June 30, 2003) and the lowest return for a quarter was &#8211;21.38% (quarter ended September 30, 2002). The year-to-date return as of September 30, 2012 was 16.53%."
Performance Table Narrative,Duration_29Dec2011_28Dec2012S000002344_Member,,,,,"After-tax returns are calculated using the historical highest individual Federal marginal income tax rates and do not reflect the impact of state and local taxes. Actual after-tax returns depend on the investor&#8217;s tax situation and may differ from those shown, and the after-tax returns shown are not relevant to investors who hold their shares through tax-deferred arrangements, such as 401(k) plans or individual retirement accounts. After-tax returns are shown for Investor A Shares only, and the after-tax returns for Investor B, Investor C and Institutional Shares will vary."
Performance Table Does Reflect Sales Loads,Duration_29Dec2011_28Dec2012S000002344_Member,,,,,"However, the table includes all applicable fees and sales charges."
Performance Table Uses Highest Federal Rate,Duration_29Dec2011_28Dec2012S000002344_Member,,,,,After-tax returns are calculated using the historical highest individual Federal marginal income tax rates and do not reflect the impact of state and local taxes.
Performance Table Not Relevant to Tax Deferred,Duration_29Dec2011_28Dec2012S000002344_Member,,,,,"Actual after-tax returns depend on the investor&#8217;s tax situation and may differ from those shown, and the after-tax returns shown are not relevant to investors who hold their shares through tax-deferred arrangements, such as 401(k) plans or individual retirement accounts."
Performance Table One Class of after Tax Shown [Text],Duration_29Dec2011_28Dec2012S000002344_Member,,,,,"After-tax returns are shown for Investor A Shares only, and the after-tax returns for Investor B, Investor C and Institutional Shares will vary."
"Year to Date Return, Label",Duration_29Dec2011_28Dec2012S000002344_MemberC000006151_Member,,,,,year-to-date return
"Bar Chart, Year to Date Return, Date",Duration_29Dec2011_28Dec2012S000002344_MemberC000006151_Member,,,,,2012-09-30
"Bar Chart, Year to Date Return",Duration_29Dec2011_28Dec2012S000002344_MemberC000006151_Member,pure,4,,,0.1653
"Highest Quarterly Return, Label",Duration_29Dec2011_28Dec2012S000002344_MemberC000006151_Member,,,,,highest return
"Highest Quarterly Return, Date",Duration_29Dec2011_28Dec2012S000002344_MemberC000006151_Member,,,,,2003-06-30
Highest Quarterly Return,Duration_29Dec2011_28Dec2012S000002344_MemberC000006151_Member,pure,4,,,0.2241
"Lowest Quarterly Return, Label",Duration_29Dec2011_28Dec2012S000002344_MemberC000006151_Member,,,,,lowest return
"Lowest Quarterly Return, Date",Duration_29Dec2011_28Dec2012S000002344_MemberC000006151_Member,,,,,2002-09-30
Lowest Quarterly Return,Duration_29Dec2011_28Dec2012S000002344_MemberC000006151_Member,pure,4,,,-0.2138
Annual Return 2002,Duration_29Dec2011_28Dec2012S000002344_MemberC000006151_Member,pure,4,,,-0.3938
Annual Return 2003,Duration_29Dec2011_28Dec2012S000002344_MemberC000006151_Member,pure,4,,,0.3675
Annual Return 2004,Duration_29Dec2011_28Dec2012S000002344_MemberC000006151_Member,pure,4,,,0.0563
Annual Return 2005,Duration_29Dec2011_28Dec2012S000002344_MemberC000006151_Member,pure,4,,,0.0710
Annual Return 2006,Duration_29Dec2011_28Dec2012S000002344_MemberC000006151_Member,pure,4,,,0.0773
Annual Return 2007,Duration_29Dec2011_28Dec2012S000002344_MemberC000006151_Member,pure,4,,,0.2923
Annual Return 2008,Duration_29Dec2011_28Dec2012S000002344_MemberC000006151_Member,pure,4,,,-0.3492
Annual Return 2009,Duration_29Dec2011_28Dec2012S000002344_MemberC000006151_Member,pure,4,,,0.3354
Annual Return 2010,Duration_29Dec2011_28Dec2012S000002344_MemberC000006151_Member,pure,4,,,0.2192
Annual Return 2011,Duration_29Dec2011_28Dec2012S000002344_MemberC000006151_Member,pure,4,,,-0.0895
1 Year,Duration_29Dec2011_28Dec2012AfterTaxesOnDistributions_MemberS000002344_MemberC000006151_Member,pure,4,,,-0.1379
1 Year,Duration_29Dec2011_28Dec2012AfterTaxesOnDistributionsAndSales_MemberS000002344_MemberC000006151_Member,pure,4,,,-0.0884
1 Year,Duration_29Dec2011_28Dec2012S000002344_MemberC000006152_Member,pure,4,,,-0.1379
1 Year,Duration_29Dec2011_28Dec2012S000002344_MemberC000006153_Member,pure,4,,,-0.1073
1 Year,Duration_29Dec2011_28Dec2012S000002344_MemberC000006154_Member,pure,4,,,-0.0863
1 Year,Duration_29Dec2011_28Dec2012S000002344_MemberRussellThousandGrowthIndex_Member,pure,4,,,0.0264
1 Year,Duration_29Dec2011_28Dec2012S000002344_MemberC000006151_Member,pure,4,,,-0.1373
5 Years,Duration_29Dec2011_28Dec2012S000002344_MemberC000006151_Member,pure,4,,,0.0339
5 Years,Duration_29Dec2011_28Dec2012AfterTaxesOnDistributions_MemberS000002344_MemberC000006151_Member,pure,4,,,0.0337
5 Years,Duration_29Dec2011_28Dec2012AfterTaxesOnDistributionsAndSales_MemberS000002344_MemberC000006151_Member,pure,4,,,0.0291
5 Years,Duration_29Dec2011_28Dec2012S000002344_MemberC000006152_Member,pure,4,,,0.0339
5 Years,Duration_29Dec2011_28Dec2012S000002344_MemberC000006153_Member,pure,4,,,0.0355
5 Years,Duration_29Dec2011_28Dec2012S000002344_MemberRussellThousandGrowthIndex_Member,pure,4,,,0.0250
5 Years,Duration_29Dec2011_28Dec2012S000002344_MemberC000006154_Member,pure,4,,,0.0503
