Label,contextRef,unitRef,Dec,Prec,Lang,Value
"Expense Example by, Year, Caption [Text]",Duration_30Sep2011_29Sep2012S000005331_MemberAtbc_Member,,,,,"<font style=""FONT-FAMILY: Times New Roman"" size=""3"">Sell All Shares</font>"
"Expense Example, No Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005326_MemberC000014546_MemberAtbc_Member,USD,INF,,,"1,435"
"Expense Example, No Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005321_MemberC000014519_MemberAtbc_Member,USD,INF,,,"1,232"
"Expense Example, No Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005321_MemberC000014522_MemberAtbc_Member,USD,INF,,,"1,170"
"Expense Example, No Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005321_MemberC000014520_MemberAtbc_Member,USD,INF,,,"1,093"
"Expense Example, No Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005321_MemberC000014521_MemberAtbc_Member,USD,INF,,,"1,083"
"Expense Example, No Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005327_MemberC000014549_MemberAtbc_Member,USD,INF,,,"1,533"
"Expense Example, No Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005327_MemberC000014552_MemberAtbc_Member,USD,INF,,,"1,503"
"Expense Example, No Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005327_MemberC000014550_MemberAtbc_Member,USD,INF,,,"1,430"
"Expense Example, No Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005327_MemberC000014551_MemberAtbc_Member,USD,INF,,,"1,405"
"Expense Example, No Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005330_MemberC000014564_MemberAtbc_Member,USD,INF,,,"1,182"
"Expense Example, No Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005330_MemberC000014567_MemberAtbc_Member,USD,INF,,,"1,079"
"Expense Example, No Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005330_MemberC000014565_MemberAtbc_Member,USD,INF,,,"1,037"
"Expense Example, No Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005330_MemberC000014566_MemberAtbc_Member,USD,INF,,,"1,037"
"Expense Example, No Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005324_MemberC000014534_MemberAtbc_Member,USD,INF,,,"1,287"
"Expense Example, No Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005324_MemberC000014537_MemberAtbc_Member,USD,INF,,,"1,211"
"Expense Example, No Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005324_MemberC000014535_MemberAtbc_Member,USD,INF,,,"1,144"
"Bar Chart, Year to Date Return, Date",Duration_30Sep2011_29Sep2012S000005326_MemberC000014544_MemberAtbc_Member,,,,,2012-06-30
"Bar Chart, Year to Date Return, Date",Duration_30Sep2011_29Sep2012S000005321_MemberC000014519_MemberAtbc_Member,,,,,2012-06-30
"Bar Chart, Year to Date Return, Date",Duration_30Sep2011_29Sep2012S000005327_MemberC000014549_MemberAtbc_Member,,,,,2012-06-30
"Bar Chart, Year to Date Return, Date",Duration_30Sep2011_29Sep2012S000005330_MemberC000014564_MemberAtbc_Member,,,,,2012-06-30
"Expense Example, No Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005324_MemberC000014536_MemberAtbc_Member,USD,INF,,,"1,124"
"Expense Example, No Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005328_MemberC000014554_MemberAtbc_Member,USD,INF,,,"1,247"
"Expense Example, No Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005328_MemberC000014555_MemberAtbc_Member,USD,INF,,,"1,103"
"Expense Example, No Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005328_MemberC000014556_MemberAtbc_Member,USD,INF,,,"1,103"
"Expense Example, No Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005328_MemberC000014557_MemberAtbc_Member,USD,INF,,,"1,170"
"Bar Chart, Year to Date Return, Date",Duration_30Sep2011_29Sep2012S000005328_MemberC000014554_MemberAtbc_Member,,,,,2012-06-30
"Expense Example, No Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005325_MemberC000014539_MemberAtbc_Member,USD,INF,,,"1,167"
"Expense Example, No Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005325_MemberC000014542_MemberAtbc_Member,USD,INF,,,"1,089"
"Expense Example, No Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005325_MemberC000014540_MemberAtbc_Member,USD,INF,,,"1,047"
"Expense Example, No Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005325_MemberC000014541_MemberAtbc_Member,USD,INF,,,"1,021"
"Expense Example, No Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005329_MemberC000014559_MemberAtbc_Member,USD,INF,,,"1,192"
"Expense Example, No Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005329_MemberC000014562_MemberAtbc_Member,USD,INF,,,"1,104"
"Expense Example, No Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005329_MemberC000014560_MemberAtbc_Member,USD,INF,,,"1,047"
"Expense Example, No Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005329_MemberC000014561_MemberAtbc_Member,USD,INF,,,"1,026"
"Bar Chart, Year to Date Return, Date",Duration_30Sep2011_29Sep2012S000005325_MemberC000014539_MemberAtbc_Member,,,,,2012-06-30
"Bar Chart, Year to Date Return, Date",Duration_30Sep2011_29Sep2012S000005329_MemberC000014559_MemberAtbc_Member,,,,,2012-06-30
"Expense Example, No Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005322_MemberC000014524_MemberAtbc_Member,USD,INF,,,"1,187"
"Expense Example, No Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005322_MemberC000014527_MemberAtbc_Member,USD,INF,,,"1,104"
"Expense Example, No Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005322_MemberC000014525_MemberAtbc_Member,USD,INF,,,"1,042"
"Expense Example, No Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005322_MemberC000014526_MemberAtbc_Member,USD,INF,,,"1,042"
"Expense Example, No Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005323_MemberC000014529_MemberAtbc_Member,USD,INF,,,"1,212"
"Expense Example, No Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005323_MemberC000014532_MemberAtbc_Member,USD,INF,,,"1,135"
"Expense Example, No Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005323_MemberC000014530_MemberAtbc_Member,USD,INF,,,"1,068"
"Expense Example, No Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005323_MemberC000014531_MemberAtbc_Member,USD,INF,,,"1,052"
"Expense Example, No Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005331_MemberC000014569_MemberAtbc_Member,USD,INF,,,"1,192"
"Expense Example, No Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005331_MemberC000014572_MemberAtbc_Member,USD,INF,,,"1,104"
"Expense Example, No Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005331_MemberC000014570_MemberAtbc_Member,USD,INF,,,"1,042"
"Expense Example, No Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005331_MemberC000014571_MemberAtbc_Member,USD,INF,,,"1,042"
"Expense Example, with Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005326_MemberC000014544_MemberAtbc_Member,USD,INF,,,"1,571"
"Expense Example, with Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005326_MemberC000014547_MemberAtbc_Member,USD,INF,,,"1,523"
"Expense Example, with Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005326_MemberC000014545_MemberAtbc_Member,USD,INF,,,"1,635"
"Expense Example, with Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005326_MemberC000014546_MemberAtbc_Member,USD,INF,,,"1,435"
Shareholder Fees [Table],Duration_30Sep2011_29Sep2012S000005326_MemberAtbc_Member,,,,,"<div style=""display:none"">~ http://www.advisor.fidelity.com/role/ScheduleShareholderFeesFidelityAdvisorCommunicationsEquipmentFund column period compact * ~</div>"
"Expense Example, with Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005321_MemberC000014519_MemberAtbc_Member,USD,INF,,,"1,232"
"Expense Example, with Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005321_MemberC000014522_MemberAtbc_Member,USD,INF,,,"1,170"
"Expense Example, with Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005321_MemberC000014520_MemberAtbc_Member,USD,INF,,,"1,293"
"Expense Example, with Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005321_MemberC000014521_MemberAtbc_Member,USD,INF,,,"1,083"
"Expense Example, with Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005327_MemberC000014549_MemberAtbc_Member,USD,INF,,,"1,533"
"Expense Example, with Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005327_MemberC000014552_MemberAtbc_Member,USD,INF,,,"1,503"
"Expense Example, with Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005327_MemberC000014550_MemberAtbc_Member,USD,INF,,,"1,630"
"Expense Example, with Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005327_MemberC000014551_MemberAtbc_Member,USD,INF,,,"1,405"
Shareholder Fees [Table],Duration_30Sep2011_29Sep2012S000005321_MemberAtbc_Member,,,,,"<div style=""display:none"">~ http://www.advisor.fidelity.com/role/ScheduleShareholderFeesFidelityAdvisorBiotechnologyFund column period compact * ~</div>"
Shareholder Fees [Table],Duration_30Sep2011_29Sep2012S000005327_MemberAtbc_Member,,,,,"<div style=""display:none"">~ http://www.advisor.fidelity.com/role/ScheduleShareholderFeesFidelityAdvisorElectronicsFund column period compact * ~</div>"
"Expense Example, with Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005330_MemberC000014564_MemberAtbc_Member,USD,INF,,,"1,182"
"Expense Example, with Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005330_MemberC000014567_MemberAtbc_Member,USD,INF,,,"1,079"
"Expense Example, with Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005330_MemberC000014565_MemberAtbc_Member,USD,INF,,,"1,237"
"Expense Example, with Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005330_MemberC000014566_MemberAtbc_Member,USD,INF,,,"1,037"
Shareholder Fees [Table],Duration_30Sep2011_29Sep2012S000005330_MemberAtbc_Member,,,,,"<div style=""display:none"">~ http://www.advisor.fidelity.com/role/ScheduleShareholderFeesFidelityAdvisorEnergyFund column period compact * ~</div>"
"Expense Example, with Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005324_MemberC000014534_MemberAtbc_Member,USD,INF,,,"1,287"
"Expense Example, with Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005324_MemberC000014537_MemberAtbc_Member,USD,INF,,,"1,211"
"Expense Example, with Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005324_MemberC000014535_MemberAtbc_Member,USD,INF,,,"1,344"
"Expense Example, with Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005324_MemberC000014536_MemberAtbc_Member,USD,INF,,,"1,124"
"Expense Example, with Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005328_MemberC000014557_MemberAtbc_Member,USD,INF,,,"1,170"
"Expense Example, with Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005328_MemberC000014554_MemberAtbc_Member,USD,INF,,,"1,247"
"Expense Example, with Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005328_MemberC000014555_MemberAtbc_Member,USD,INF,,,"1,303"
"Expense Example, with Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005328_MemberC000014556_MemberAtbc_Member,USD,INF,,,"1,103"
"Expense Example, with Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005329_MemberC000014559_MemberAtbc_Member,USD,INF,,,"1,192"
"Expense Example, with Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005329_MemberC000014562_MemberAtbc_Member,USD,INF,,,"1,104"
"Expense Example, with Redemption, 5 Years",Duration_30Sep2011_29Sep2012S000005329_MemberC000014560_MemberAtbc_Member,USD,INF,,,"1,247"
Shareholder Fees [Table],Duration_30Sep2011_29Sep2012S000005325_MemberAtbc_Member,,,,,"<div style=""display:none"">~ http://www.advisor.fidelity.com/role/ScheduleShareholderFeesFidelityAdvisorIndustrialsFund column period compact * ~</div>"
Shareholder Fees [Table],Duration_30Sep2011_29Sep2012S000005329_MemberAtbc_Member,,,,,"<div style=""display:none"">~ http://www.advisor.fidelity.com/role/ScheduleShareholderFeesFidelityAdvisorHealthCareFund column period compact * ~</div>"
"Bar Chart, Year to Date Return, Date",Duration_30Sep2011_29Sep2012S000005322_MemberC000014524_MemberAtbc_Member,,,,,2012-06-30
Shareholder Fees [Table],Duration_30Sep2011_29Sep2012S000005328_MemberAtbc_Member,,,,,"<div style=""display:none"">~ http://www.advisor.fidelity.com/role/ScheduleShareholderFeesFidelityAdvisorFinancialServicesFund column period compact * ~</div>"
Shareholder Fees [Table],Duration_30Sep2011_29Sep2012S000005322_MemberAtbc_Member,,,,,"<div style=""display:none"">~ http://www.advisor.fidelity.com/role/ScheduleShareholderFeesFidelityAdvisorTechnologyFund column period compact * ~</div>"
"Bar Chart, Year to Date Return, Date",Duration_30Sep2011_29Sep2012S000005323_MemberC000014529_MemberAtbc_Member,,,,,2012-06-30
"Bar Chart, Year to Date Return, Date",Duration_30Sep2011_29Sep2012S000005326_MemberC000014548_MemberInst_Member,,,,,2012-06-30
"Bar Chart, Year to Date Return, Date",Duration_30Sep2011_29Sep2012S000005321_MemberC000014523_MemberInst_Member,,,,,2012-06-30
"Bar Chart, Year to Date Return, Date",Duration_30Sep2011_29Sep2012S000005324_MemberC000014538_MemberInst_Member,,,,,2012-06-30
Shareholder Fees [Table],Duration_30Sep2011_29Sep2012S000005321_MemberInst_Member,,,,,"<div style=""display:none"">~ http://www.advisor.fidelity.com/role/ScheduleShareholderFeesFidelityAdvisorBiotechnologyFundInstitutionalClass column period compact * ~</div>"
Shareholder Fees [Table],Duration_30Sep2011_29Sep2012S000005323_MemberAtbc_Member,,,,,"<div style=""display:none"">~ http://www.advisor.fidelity.com/role/ScheduleShareholderFeesFidelityAdvisorUtilitiesFund column period compact * ~</div>"
Shareholder Fees [Table],Duration_30Sep2011_29Sep2012S000005326_MemberInst_Member,,,,,"<div style=""display:none"">~ http://www.advisor.fidelity.com/role/ScheduleShareholderFeesFidelityAdvisorCommunicationsEquipmentFundInstitutionalClass column period compact * ~</div>"
Shareholder Fees [Table],Duration_30Sep2011_29Sep2012S000005324_MemberInst_Member,,,,,"<div style=""display:none"">~ http://www.advisor.fidelity.com/role/ScheduleShareholderFeesFidelityAdvisorConsumerDiscretionaryFundInstitutionalClass column period compact * ~</div>"
Shareholder Fees [Table],Duration_30Sep2011_29Sep2012S000005330_MemberInst_Member,,,,,"<div style=""display:none"">~ http://www.advisor.fidelity.com/role/ScheduleShareholderFeesFidelityAdvisorEnergyFundInstitutionalClass column period compact * ~</div>"
"Bar Chart, Year to Date Return, Date",Duration_30Sep2011_29Sep2012S000005330_MemberC000014568_MemberInst_Member,,,,,2012-06-30
"Bar Chart, Year to Date Return, Date",Duration_30Sep2011_29Sep2012S000005327_MemberC000014553_MemberInst_Member,,,,,2012-06-30
Shareholder Fees [Table],Duration_30Sep2011_29Sep2012S000005327_MemberInst_Member,,,,,"<div style=""display:none"">~ http://www.advisor.fidelity.com/role/ScheduleShareholderFeesFidelityAdvisorElectronicsFundInstitutionalClass column period compact * ~</div>"
Shareholder Fees [Table],Duration_30Sep2011_29Sep2012S000005324_MemberAtbc_Member,,,,,"<div style=""display:none"">~ http://www.advisor.fidelity.com/role/ScheduleShareholderFeesFidelityAdvisorConsumerDiscretionaryFund column period compact * ~</div>"
"Bar Chart, Year to Date Return, Date",Duration_30Sep2011_29Sep2012S000005324_MemberC000014534_MemberAtbc_Member,,,,,2012-06-30
Shareholder Fees [Table],Duration_30Sep2011_29Sep2012S000005329_MemberInst_Member,,,,,"<div style=""display:none"">~ http://www.advisor.fidelity.com/role/ScheduleShareholderFeesFidelityAdvisorHealthCareFundInstitutionalClass column period compact * ~</div>"
Shareholder Fees [Table],Duration_30Sep2011_29Sep2012S000005325_MemberInst_Member,,,,,"<div style=""display:none"">~ http://www.advisor.fidelity.com/role/ScheduleShareholderFeesFidelityAdvisorIndustrialsFundInstitutionalClass column period compact * ~</div>"
"Bar Chart, Year to Date Return, Date",Duration_30Sep2011_29Sep2012S000005328_MemberC000014558_MemberInst_Member,,,,,2012-06-30
Shareholder Fees [Table],Duration_30Sep2011_29Sep2012S000005328_MemberInst_Member,,,,,"<div style=""display:none"">~ http://www.advisor.fidelity.com/role/ScheduleShareholderFeesFidelityAdvisorFinancialServicesFundInstitutionalClass column period compact * ~</div>"
"Bar Chart, Year to Date Return, Date",Duration_30Sep2011_29Sep2012S000005329_MemberC000014563_MemberInst_Member,,,,,2012-06-30
"Bar Chart, Year to Date Return, Date",Duration_30Sep2011_29Sep2012S000005322_MemberC000014528_MemberInst_Member,,,,,2012-06-30
"Bar Chart, Year to Date Return, Date",Duration_30Sep2011_29Sep2012S000005331_MemberC000014573_MemberInst_Member,,,,,2012-06-30
"Bar Chart, Year to Date Return, Date",Duration_30Sep2011_29Sep2012S000005323_MemberC000014533_MemberInst_Member,,,,,2012-06-30
Shareholder Fees [Table],Duration_30Sep2011_29Sep2012S000005322_MemberInst_Member,,,,,"<div style=""display:none"">~ http://www.advisor.fidelity.com/role/ScheduleShareholderFeesFidelityAdvisorTechnologyFundInstitutionalClass column period compact * ~</div>"
"Bar Chart, Year to Date Return, Date",Duration_30Sep2011_29Sep2012S000005325_MemberC000014543_MemberInst_Member,,,,,2012-06-30
"Bar Chart, Year to Date Return, Date",Duration_30Sep2011_29Sep2012S000005331_MemberC000014569_MemberAtbc_Member,,,,,2012-06-30
Shareholder Fees [Table],Duration_30Sep2011_29Sep2012S000005323_MemberInst_Member,,,,,"<div style=""display:none"">~ http://www.advisor.fidelity.com/role/ScheduleShareholderFeesFidelityAdvisorUtilitiesFundInstitutionalClass column period compact * ~</div>"
Shareholder Fees [Table],Duration_30Sep2011_29Sep2012S000005331_MemberInst_Member,,,,,"<div style=""display:none"">~ http://www.advisor.fidelity.com/role/ScheduleShareholderFeesFidelityAdvisorRealEstateFundInstitutionalClass column period compact * ~</div>"
Shareholder Fees [Table],Duration_30Sep2011_29Sep2012S000005331_MemberAtbc_Member,,,,,"<div style=""display:none"">~ http://www.advisor.fidelity.com/role/ScheduleShareholderFeesFidelityAdvisorRealEstateFund column period compact * ~</div>"
Annual Return 2003,Duration_30Sep2011_29Sep2012S000005326_MemberC000014544_MemberAtbc_Member,pure,4,,,0.6870
Risk/Return [Heading],Duration_30Sep2011_29Sep2012S000005321_MemberAtbc_Member,,,,,"<font style=""FONT-FAMILY: Times New Roman"" size=""5""><b>Fund Summary</b></font><br/><br/><font style=""FONT-FAMILY: Times New Roman"" size=""3""><b>Fund</b>/Class:<br/><b>Fidelity Advisor<sup>&#174;</sup> Biotechnology Fund</b>/A, T, B, C</font>"
Portfolio Turnover [Text Block],Duration_30Sep2011_29Sep2012S000005321_MemberAtbc_Member,,,,,"<font style=""FONT-FAMILY: Times New Roman"" size=""3"">The fund pays transaction costs, such as commissions, when it buys and sells securities (or ""turns over"" its portfolio). A higher portfolio turnover rate may indicate higher transaction costs and may result in higher taxes when fund shares are held in a taxable account. These costs, which are not reflected in annual operating expenses or in the example, affect the fund's performance. During the most recent fiscal year, the fund's portfolio turnover rate was 82% of the average value of its portfolio.</font>"
Risk/Return [Heading],Duration_30Sep2011_29Sep2012S000005326_MemberAtbc_Member,,,,,"<font style=""FONT-FAMILY: Times New Roman"" size=""5""><b>Fund Summary</b></font><br/><br/><font style=""FONT-FAMILY: Times New Roman"" size=""3""><b>Fund</b>/Class:<br/><b>Fidelity Advisor<sup>&#174;</sup> Communications Equipment Fund</b>/A, T, B, C</b></font>"
Risk/Return [Heading],Duration_30Sep2011_29Sep2012S000005327_MemberAtbc_Member,,,,,"<font style=""FONT-FAMILY: Times New Roman"" size=""5""><b>Fund Summary</b></font><br/><br/><font style=""FONT-FAMILY: Times New Roman"" size=""3""><b>Fund</b>/Class:<br/><b>Fidelity Advisor<sup>&#174;</sup> Electronics Fund</b>/A, T, B, C</font>"
Portfolio Turnover [Text Block],Duration_30Sep2011_29Sep2012S000005326_MemberAtbc_Member,,,,,"<font style=""FONT-FAMILY: Times New Roman"" size=""3"">The fund pays transaction costs, such as commissions, when it buys and sells securities (or ""turns over"" its portfolio). A higher portfolio turnover rate may indicate higher transaction costs and may result in higher taxes when fund shares are held in a taxable account. These costs, which are not reflected in annual operating expenses or in the example, affect the fund's performance. During the most recent fiscal year, the fund's portfolio turnover rate was 79% of the average value of its portfolio. </font>"
Risk/Return [Heading],Duration_30Sep2011_29Sep2012S000005324_MemberAtbc_Member,,,,,"<font style=""FONT-FAMILY: Times New Roman"" size=""5""><b>Fund Summary</b></font><br/><br/><font style=""FONT-FAMILY: Times New Roman"" size=""3""><b>Fund</b>/Class:<br/><b>Fidelity Advisor<sup>&#174;</sup> Consumer Discretionary Fund</b>/A, T, B, C</b></font>"
Performance Availability Website Address [Text],Duration_30Sep2011_29Sep2012S000005321_MemberAtbc_Member,,,,,"<font style=""FONT-FAMILY: Times New Roman"" size=""3""> www.advisor.fidelity.com</font>"
Portfolio Turnover [Text Block],Duration_30Sep2011_29Sep2012S000005324_MemberAtbc_Member,,,,,"<font style=""FONT-FAMILY: Times New Roman"" size=""3"">The fund pays transaction costs, such as commissions, when it buys and sells securities (or ""turns over"" its portfolio). A higher portfolio turnover rate may indicate higher transaction costs and may result in higher taxes when fund shares are held in a taxable account. These costs, which are not reflected in annual operating expenses or in the example, affect the fund's performance. During the most recent fiscal year, the fund's portfolio turnover rate was 217% of the average value of its portfolio.</font>"
Annual Return 2003,Duration_30Sep2011_29Sep2012S000005321_MemberC000014519_MemberAtbc_Member,pure,4,,,0.3378
Portfolio Turnover [Text Block],Duration_30Sep2011_29Sep2012S000005327_MemberAtbc_Member,,,,,"<font style=""FONT-FAMILY: Times New Roman"" size=""3"">The fund pays transaction costs, such as commissions, when it buys and sells securities (or ""turns over"" its portfolio). A higher portfolio turnover rate may indicate higher transaction costs and may result in higher taxes when fund shares are held in a taxable account. These costs, which are not reflected in annual operating expenses or in the example, affect the fund's performance. During the most recent fiscal year, the fund's portfolio turnover rate was 140% of the average value of its portfolio.</font>"
Performance Availability Website Address [Text],Duration_30Sep2011_29Sep2012S000005327_MemberAtbc_Member,,,,,"<font style=""FONT-FAMILY: Times New Roman"" size=""3"">www.advisor.fidelity.com</font>"
"Bar Chart, Year to Date Return",Duration_30Sep2011_29Sep2012S000005326_MemberC000014544_MemberAtbc_Member,pure,4,,,-0.0635
Annual Return 2003,Duration_30Sep2011_29Sep2012S000005327_MemberC000014549_MemberAtbc_Member,pure,4,,,0.6831
"Bar Chart, Year to Date Return",Duration_30Sep2011_29Sep2012S000005321_MemberC000014519_MemberAtbc_Member,pure,4,,,0.2900
"Bar Chart, Year to Date Return",Duration_30Sep2011_29Sep2012S000005327_MemberC000014549_MemberAtbc_Member,pure,4,,,0.0491
Annual Return 2003,Duration_30Sep2011_29Sep2012S000005330_MemberC000014564_MemberAtbc_Member,pure,4,,,0.2990
Risk/Return [Heading],Duration_30Sep2011_29Sep2012S000005330_MemberAtbc_Member,,,,,"<font style=""FONT-FAMILY: Times New Roman"" size=""5""><b>Fund Summary</b></font><br/><br/><font style=""FONT-FAMILY: Times New Roman"" size=""3""><b>Fund</b>/Class:<br/><b>Fidelity Advisor<sup>&#174;</sup> Energy Fund</b>/A, T, B, C</b></font>"
Portfolio Turnover [Text Block],Duration_30Sep2011_29Sep2012S000005330_MemberAtbc_Member,,,,,"<font style=""FONT-FAMILY: Times New Roman"" size=""3"">The fund pays transaction costs, such as commissions, when it buys and sells securities (or ""turns over"" its portfolio). A higher portfolio turnover rate may indicate higher transaction costs and may result in higher taxes when fund shares are held in a taxable account. These costs, which are not reflected in annual operating expenses or in the example, affect the fund's performance. During the most recent fiscal year, the fund's portfolio turnover rate was 88% of the average value of its portfolio. </font>"
Performance Availability Website Address [Text],Duration_30Sep2011_29Sep2012S000005330_MemberAtbc_Member,,,,,"<font style=""FONT-FAMILY: Times New Roman"" size=""3"">www.advisor.fidelity.com</font>"
"Bar Chart, Year to Date Return",Duration_30Sep2011_29Sep2012S000005330_MemberC000014564_MemberAtbc_Member,pure,4,,,-0.0508
Annual Return 2003,Duration_30Sep2011_29Sep2012S000005324_MemberC000014534_MemberAtbc_Member,pure,4,,,0.2465
Annual Return 2003,Duration_30Sep2011_29Sep2012S000005328_MemberC000014554_MemberAtbc_Member,pure,4,,,0.3045
Risk/Return [Heading],Duration_30Sep2011_29Sep2012S000005329_MemberAtbc_Member,,,,,"<font style=""FONT-FAMILY: Times New Roman"" size=""5""><b>Fund Summary</b></font><br/><br/><font style=""FONT-FAMILY: Times New Roman"" size=""3""><b>Fund</b>/Class:<br/><b>Fidelity Advisor<sup>&#174;</sup> Health Care Fund</b>/A, T, B, C</b></font>"
