Label,contextRef,unitRef,Dec,Prec,Lang,Value
3 YEAR,v_S000002853_C000007826,usd,4,,,6.0000
5 YEAR,v_S000002853_C000007826,usd,4,,,11.0000
10 YEAR,v_S000002853_C000007826,usd,4,,,26.0000
Management Expenses,v_S000002853_C000007826,pure,4,,,0.0002
12b-1 Distribution Fee,v_S000002853_C000007826,pure,4,,,0.0000
Other Expenses,v_S000002853_C000007826,pure,5,,,0.00000
Total Annual Fund Operating Expenses,v_S000002853_C000007826,pure,4,,,0.0002
2012,v_S000002855_C000007828,pure,4,,,0.1647
2011,v_S000002855_C000007828,pure,4,,,0.0109
2010,v_S000002855_C000007828,pure,4,,,0.1728
2009,v_S000002855_C000007828,pure,4,,,0.2884
2008,v_S000002855_C000007828,pure,4,,,-0.3690
2007,v_S000002855_C000007828,pure,4,,,0.0560
2006,v_S000002855_C000007828,pure,4,,,0.1574
2005,v_S000002855_C000007828,pure,4,,,0.0614
2004,v_S000002855_C000007828,pure,4,,,0.1265
2003,v_S000002855_C000007828,pure,4,,,0.3170
Annual Return Inception Date,v_S000002855_C000007828,,,,,2001-08-31
Bar Chart Highest Quarterly Return,v_S000002855_C000007828,pure,4,,,0.1696
Bar Chart Lowest Quarter Return,v_S000002855_C000007828,pure,4,,,-0.2265
Bar Chart Highest Quarterly Return Date,v_S000002855_C000007828,,,,,2009-06-30
Bar Chart Lowest Quarter Return Date,v_S000002855_C000007828,,,,,2008-12-31
Bar Chart:,v_Institutional_S000002855,,,,,"<div style=""display:none"">~ http://xbrl.sec.gov/rr/role/BarChartData column rr_ProspectusShareClassAxis compact vanguard_C000007828Member ~ </div>"
Bar Chart,v_Institutional_S000002855,,,,,Annual Total Returns - Vanguard Institutional Total Stock Market Index Fund Institutional Shares
Bar Chart Closing,v_Institutional_S000002855,,,,,"<p>During the periods shown in the bar chart, the highest return for a calendar quarter was 16.96% (quarter ended June 30, 2009 ), and the lowest return for a quarter was -22.65% (quarter ended December 31, 2008 ).</p>"
Highest Quarterly Return Label,v_Institutional_S000002855,,,,,"(quarter ended June 30, 2009 )"
Lowest Quarterly Return Label,v_Institutional_S000002855,,,,,"(quarter ended December 31, 2008 )"
Inception Date,v_S000002855_C000007828,,,,,2001-08-31
One Year,v_S000002855_C000007828,pure,4,,,0.1647
Five Years,v_S000002855_C000007828,pure,4,,,0.0234
Ten Years,v_S000002855_C000007828,pure,4,,,0.0801
Comparative Benchmark,v_S000002855_C000007828,,,,,Comparative Indexes
One Year,v_S000002855_C000007828_AfterTaxesOnDistributionsMember,pure,4,,,0.1606
Five Years,v_S000002855_C000007828_AfterTaxesOnDistributionsMember,pure,4,,,0.0200
Ten Years,v_S000002855_C000007828_AfterTaxesOnDistributionsMember,pure,4,,,0.0769
One Year,v_S000002855_C000007828_AfterTaxesOnDistributionsAndSalesMember,pure,4,,,0.1116
Five Years,v_S000002855_C000007828_AfterTaxesOnDistributionsAndSalesMember,pure,4,,,0.0192
Ten Years,v_S000002855_C000007828_AfterTaxesOnDistributionsAndSalesMember,pure,4,,,0.0701
Purchase Fee,v_S000002855_C000007828,pure,4,,,0.0000
Redemption Fee,v_S000002855_C000007828,pure,4,,,0.0000
"Account Service Fee (for fund account balances below $10,000)",v_S000002855_C000007828,usd,4,,,20.0000
Sales charge (load) imposed on purchases,v_S000002855_C000007828,pure,4,,,0.0000
Sales charge (load) imposed on reinvested dividends,v_S000002855_C000007828,pure,4,,,0.0000
1 YEAR,v_S000002855_C000007828,usd,4,,,4.0000
3 YEAR,v_S000002855_C000007828,usd,4,,,13.0000
5 YEAR,v_S000002855_C000007828,usd,4,,,23.0000
10 YEAR,v_S000002855_C000007828,usd,4,,,51.0000
Management Expenses,v_S000002855_C000007828,pure,4,,,0.0004
12b-1 Distribution Fee,v_S000002855_C000007828,pure,5,,,0.00000
Other Expenses,v_S000002855_C000007828,pure,5,,,0.00000
Total Annual Fund Operating Expenses,v_S000002855_C000007828,pure,4,,,0.0004
Inception Date,v_S000002855_C000007829,,,,,2001-05-31
One Year,v_S000002855_C000007829,pure,4,,,0.1653
Five Years,v_S000002855_C000007829,pure,4,,,0.0237
Ten Years,v_S000002855_C000007829,pure,4,,,0.0804
Comparative Benchmark,v_S000002855_C000007829,,,,,Comparative Indexes
Purchase Fee,v_S000002855_C000007829,pure,4,,,0.0000
Redemption Fee,v_S000002855_C000007829,pure,4,,,0.0000
"Account Service Fee (for fund account balances below $10,000)",v_S000002855_C000007829,usd,4,,,20.0000
Sales charge (load) imposed on purchases,v_S000002855_C000007829,pure,4,,,0.0000
Sales charge (load) imposed on reinvested dividends,v_S000002855_C000007829,pure,4,,,0.0000
1 YEAR,v_S000002855_C000007829,usd,4,,,2.0000
3 YEAR,v_S000002855_C000007829,usd,4,,,6.0000
5 YEAR,v_S000002855_C000007829,usd,4,,,11.0000
10 YEAR,v_S000002855_C000007829,usd,4,,,26.0000
Management Expenses,v_S000002855_C000007829,pure,4,,,0.0002
12b-1 Distribution Fee,v_S000002855_C000007829,pure,5,,,0.00000
Other Expenses,v_S000002855_C000007829,pure,5,,,0.00000
Total Annual Fund Operating Expenses,v_S000002855_C000007829,pure,4,,,0.0002
One Year,v_S000002853_C000007825_StandardnPoors500IndexMember,pure,4,,,0.1600
Five Years,v_S000002853_C000007825_StandardnPoors500IndexMember,pure,4,,,0.0166
Ten Years,v_S000002853_C000007825_StandardnPoors500IndexMember,pure,4,,,0.0710
One Year,v_S000002853_C000007826_StandardnPoors500IndexMember,pure,4,,,0.1600
Five Years,v_S000002853_C000007826_StandardnPoors500IndexMember,pure,4,,,0.0166
Ten Years,v_S000002853_C000007826_StandardnPoors500IndexMember,pure,4,,,0.0710
One Year,v_S000002855_C000007828_MSCIUSBroadMarketIndexMember,pure,4,,,0.1644
Five Years,v_S000002855_C000007828_MSCIUSBroadMarketIndexMember,pure,4,,,0.0227
Ten Years,v_S000002855_C000007828_MSCIUSBroadMarketIndexMember,pure,4,,,0.0000
One Year,v_S000002855_C000007829_MSCIUSBroadMarketIndexMember,pure,4,,,0.1644
Five Years,v_S000002855_C000007829_MSCIUSBroadMarketIndexMember,pure,4,,,0.0227
Ten Years,v_S000002855_C000007829_MSCIUSBroadMarketIndexMember,pure,4,,,0.0000
One Year,v_S000002855_C000007828_SplicedInstitutionalTotalStockMarketIndexMember,pure,4,,,0.1644
Five Years,v_S000002855_C000007828_SplicedInstitutionalTotalStockMarketIndexMember,pure,4,,,0.0227
Ten Years,v_S000002855_C000007828_SplicedInstitutionalTotalStockMarketIndexMember,pure,4,,,0.0797
One Year,v_S000002855_C000007829_SplicedInstitutionalTotalStockMarketIndexMember,pure,4,,,0.1644
Five Years,v_S000002855_C000007829_SplicedInstitutionalTotalStockMarketIndexMember,pure,4,,,0.0227
Ten Years,v_S000002855_C000007829_SplicedInstitutionalTotalStockMarketIndexMember,pure,4,,,0.0797
One Year,v_S000002855_C000007828_DowJonesUSTotalStockMarketFloatAdjustedIMember,pure,4,,,0.1638
Five Years,v_S000002855_C000007828_DowJonesUSTotalStockMarketFloatAdjustedIMember,pure,4,,,0.0221
Ten Years,v_S000002855_C000007828_DowJonesUSTotalStockMarketFloatAdjustedIMember,pure,4,,,0.0795
One Year,v_S000002855_C000007829_DowJonesUSTotalStockMarketFloatAdjustedIMember,pure,4,,,0.1638
Five Years,v_S000002855_C000007829_DowJonesUSTotalStockMarketFloatAdjustedIMember,pure,4,,,0.0221
Ten Years,v_S000002855_C000007829_DowJonesUSTotalStockMarketFloatAdjustedIMember,pure,4,,,0.0795
Document Creation Date,v,,,,,2013-03-28
Document Effective Date,v,,,,,2013-03-28
Document Period End Date,v,,,,,2012-12-31
Document Type,v,,,,,485BPOS
Registrant Name,v,,,,,Vanguard Institutional Index Funds
Central Index Key,v,,,,,0000862084
Amendment Flag,v,,,,,false
Risk/Return Detail [Table],v,,,,,"<div style=""display: none"">~ http://xbrl.sec.gov/rr/role/RiskReturnDetailData column period compact * row dei_DocumentInformationDocumentAxis compact * row dei_LegalEntityAxis compact * row rr_ProspectusShareClassAxis compact * row rr_PerformanceMeasureAxis compact * row primary compact * ~ </div>"
