Label,contextRef,unitRef,Dec,Prec,Lang,Value
Risk Narrative [Text Block],Duration_27Oct2011_26Oct2012S000002321_Member,,,,,"<font style=""font-family:ARIAL"" size=""2"">Risk is inherent in all investing. The value of your investment in the Fund, as well as the amount of return you receive on your investment, may fluctuate significantly from day to day and over time. You may lose part or all of your investment in the Fund or your investment may not perform as well as other similar investments. The following is a summary description of principal risks of investing in the Fund. </font><ul type=""square""><li style=""margin-left:-25px""><font style=""FONT-FAMILY: ARIAL"" size=""2""><b><i>Equity Securities Risk</i></b> &#151; Stock markets are volatile. The price of equity securities fluctuates based on changes in a company's financial condition and overall market and economic conditions.</font></li></ul><ul type=""square""><li style=""margin-left:-25px""><font style=""FONT-FAMILY: ARIAL"" size=""2""><b><i>Foreign Securities Risk</i></b> &#151; Foreign investments often involve special risks not present in U.S. investments that can increase the chances that the Fund will lose money. These risks include: </font></li></ul><blockquote><ul type=""square""><li style=""margin-left:-25px""><font style=""FONT-FAMILY: ARIAL"" size=""2"">The Fund generally holds its foreign securities and cash in foreign banks and securities depositories, which may be recently organized or new to the foreign custody business and may be subject to only limited or no regulatory oversight.</font></li></ul><ul type=""square""><li style=""margin-left:-25px""><font style=""FONT-FAMILY: ARIAL"" size=""2"">Changes in foreign currency exchange rates can affect the value of the Fund's portfolio.</font></li></ul><ul type=""square""><li style=""margin-left:-25px""><font style=""FONT-FAMILY: ARIAL"" size=""2"">The economies of certain foreign markets may not compare favorably with the economy of the United States with respect to such issues as growth of gross national product, reinvestment of capital, resources and balance of payments position.</font></li></ul><ul type=""square""><li style=""margin-left:-25px""><font style=""FONT-FAMILY: ARIAL"" size=""2"">The governments of certain countries may prohibit or impose substantial restrictions on foreign investments in their capital markets or in certain industries.</font></li></ul><ul type=""square""><li style=""margin-left:-25px""><font style=""FONT-FAMILY: ARIAL"" size=""2"">Many foreign governments do not supervise and regulate stock exchanges, brokers and the sale of securities to the same extent as does the United States and may not have laws to protect investors that are comparable to U.S. securities laws.</font></li></ul><ul type=""square""><li style=""margin-left:-25px""><font style=""FONT-FAMILY: ARIAL"" size=""2"">Settlement and clearance procedures in certain foreign markets may result in delays in payment for or delivery of securities not typically associated with settlement and clearance of U.S. investments.</font></li></ul><ul type=""square""><li style=""margin-left:-25px""><font style=""FONT-FAMILY: ARIAL"" size=""2"">The European financial markets have recently experienced volatility and adverse trends due to concerns about economic downturns in, or rising government debt levels of several European countries. These events have adversely affected the exchange rate of the Euro and may spread to other countries in Europe, including countries that do not use the Euro. These events may affect the value and liquidity of certain of the Fund's investments.</font></li></ul></blockquote><ul type=""square""><li style=""margin-left:-25px""><font style=""FONT-FAMILY: ARIAL"" size=""2""><b><i>Investment Style Risk</i></b> &#151; Because different kinds of stocks go in and out of favor depending on market conditions, the Fund's performance may be better or worse than other funds with different investment styles (e.g., growth vs. value, large cap vs. small cap). </font></li></ul><ul type=""square""><li style=""margin-left:-25px""><font style=""FONT-FAMILY: ARIAL"" size=""2""><b><i>Market Risk and Selection Risk</i></b> &#151; Market risk is the risk that one or more markets in which the Fund invests will go down in value, including the possibility that the markets will go down sharply and unpredictably. Selection risk is the risk that the securities selected by Fund management will underperform the markets, the relevant indices or the securities selected by other funds with similar investment objectives and investment strategies. This means you may lose money. </font></li></ul>"
Risk Lose Money [Text],Duration_27Oct2011_26Oct2012S000002321_Member,,,,,"<font style=""font-family:ARIAL"" size=""2"">You may lose part or all of your investment in the Fund or your investment may not perform as well as other similar investments.</font>"
Bar Chart and Performance Table [Heading],Duration_27Oct2011_26Oct2012S000002321_Member,,,,,"<font style=""font-family:ARIAL"" SIZE=""3""><b><i>Performance Information</i></b></font>"
Performance Past Does Not Indicate Future [Text],Duration_27Oct2011_26Oct2012S000002321_Member,,,,,"<font style=""font-family:ARIAL"" size=""2"">As with all such investments, past performance (before and after taxes) is not an indication of future results.</font>"
Bar Chart [Heading],Duration_27Oct2011_26Oct2012S000002321_Member,,,,,"<font style=""font-family:ARIAL"" size=""2""><center><b>Investor A Shares </b></center></font><font style=""font-family:ARIAL"" SIZE=""2""><center><b>ANNUAL TOTAL RETURNS </b></center></font><font style=""font-family:ARIAL"" size=""2""><center><b>BlackRock Basic Value Fund, Inc.  </b></center></font><font style=""font-family:ARIAL"" SIZE=""2""><center><b>As of 12/31</b><center></font>"
Annual Return 2001,Duration_27Oct2011_26Oct2012S000002321_MemberC000006074_Member,pure,4,,,-0.0073
Annual Return 2005,Duration_27Oct2011_26Oct2012S000002321_MemberC000006074_Member,pure,4,,,0.0360
Annual Return 2008,Duration_27Oct2011_26Oct2012S000002321_MemberC000006074_Member,pure,4,,,-0.3662
Annual Return 2009,Duration_27Oct2011_26Oct2012S000002321_MemberC000006074_Member,pure,4,,,0.3045
Annual Return 2010,Duration_27Oct2011_26Oct2012S000002321_MemberC000006074_Member,pure,4,,,0.1261
"Year to Date Return, Label",Duration_27Oct2011_26Oct2012S000002321_MemberC000006074_Member,,,,,"<font style=""FONT-FAMILY: ARIAL"" size=""2"">year-to-date return </font>"
"Highest Quarterly Return, Date",Duration_27Oct2011_26Oct2012S000002321_MemberC000006074_Member,,,,,2003-06-30
"Lowest Quarterly Return, Label",Duration_27Oct2011_26Oct2012S000002321_MemberC000006074_Member,,,,,"<font style=""FONT-FAMILY: ARIAL"" size=""2"">lowest return</font>"
"Lowest Quarterly Return, Date",Duration_27Oct2011_26Oct2012S000002321_MemberC000006074_Member,,,,,2008-12-31
Performance Table Uses Highest Federal Rate,Duration_27Oct2011_26Oct2012S000002321_Member,,,,,"<font style=""font-family:ARIAL"" size=""2"">After-tax returns are calculated using the historical highest individual Federal marginal income tax rates and do not reflect the impact of state and local taxes.</font>"
Performance Table One Class of after Tax Shown [Text],Duration_27Oct2011_26Oct2012S000002321_Member,,,,,"<font style=""font-family:ARIAL"" size=""2"">After-tax returns are shown for Investor A Shares only, and the after-tax returns for Investor B, Investor C, Institutional and Class R Shares will vary.</font>"
Performance Table Does Reflect Sales Loads,Duration_27Oct2011_26Oct2012S000002321_Member,,,,,"<font style=""font-family:ARIAL"" size=""2"">However, the table includes all applicable fees and sales charges.</font>"
1 Year,Duration_27Oct2011_26Oct2012S000002321_MemberC000006074_Member,pure,4,,,-0.0807
1 Year,Duration_27Oct2011_26Oct2012AfterTaxesOnDistributions_MemberS000002321_MemberC000006074_Member,pure,4,,,-0.0872
1 Year,Duration_27Oct2011_26Oct2012AfterTaxesOnDistributionsAndSales_MemberS000002321_MemberC000006074_Member,pure,4,,,-0.0508
1 Year,Duration_27Oct2011_26Oct2012S000002321_MemberC000006075_Member,pure,4,,,-0.0821
1 Year,Duration_27Oct2011_26Oct2012S000002321_MemberC000006076_Member,pure,4,,,-0.0470
1 Year,Duration_27Oct2011_26Oct2012S000002321_MemberC000006077_Member,pure,4,,,-0.0269
1 Year,Duration_27Oct2011_26Oct2012S000002321_MemberC000007847_Member,pure,4,,,-0.0336
1 Year,Duration_27Oct2011_26Oct2012S000002321_MemberRussellThousandValueIndex_Member,pure,4,,,0.0039
1 Year,Duration_27Oct2011_26Oct2012S000002321_MemberSAndPFiveHundredIndex_Member,pure,4,,,0.0211
10 Years,Duration_27Oct2011_26Oct2012S000002321_MemberC000007847_Member,pure,4,,,0.0315
10 Years,Duration_27Oct2011_26Oct2012S000002321_MemberRussellThousandValueIndex_Member,pure,4,,,0.0389
10 Years,Duration_27Oct2011_26Oct2012S000002321_MemberSAndPFiveHundredIndex_Member,pure,4,,,0.0292
"Expense Example, No Redemption [Table]",Duration_27Oct2011_26Oct2012S000002321_Member,,,,,"<div style=""display:none"">~ http://www.blackrock.com/role/ScheduleExpenseExampleNoRedemptionTransposedBLACKROCKBASICVALUEFUNDINC column period compact * ~</div>"
Performance [Table],Duration_27Oct2011_26Oct2012S000002321_Member,,,,,"<div style=""display:none"">~ http://www.blackrock.com/role/ScheduleAverageAnnualTotalReturnsTransposedBLACKROCKBASICVALUEFUNDINC column period compact * ~</div>"
Expenses Represent Both Master and Feeder [Text],Duration_27Oct2011_26Oct2012S000002321_Member,,,,,"<font style=""font-family:ARIAL"" size=""1"">The fees and expenses shown in the table and the example that follows include both the expenses of the Fund and the Fund&#146;s share of the allocated expenses of Master Basic Value LLC (the &#147;Master LLC&#148;). Management Fees are paid by the Master LLC.</font>"
"Objective, Primary [Text Block]",Duration_27Oct2011_26Oct2012S000002321_Member,,,,,"<font style=""FONT-FAMILY: ARIAL"" size=""2"">The investment objective of the BlackRock Basic Value Fund, Inc. (the ""Fund"") is to seek capital appreciation and, </font>"
"Objective, Secondary [Text Block]",Duration_27Oct2011_26Oct2012S000002321_Member,,,,,"<font style=""FONT-FAMILY: ARIAL"" size=""2"">secondarily, income by investing in securities, primarily equity securities, that management of the Fund believes are undervalued and therefore represent basic investment value. </font>"
Management Fees (as a percentage of Assets),Duration_27Oct2011_26Oct2012S000002321_MemberC000006074_Member,pure,4,,,0.0041
Management Fees (as a percentage of Assets),Duration_27Oct2011_26Oct2012S000002321_MemberC000006075_Member,pure,4,,,0.0041
Management Fees (as a percentage of Assets),Duration_27Oct2011_26Oct2012S000002321_MemberC000006076_Member,pure,4,,,0.0041
Management Fees (as a percentage of Assets),Duration_27Oct2011_26Oct2012S000002321_MemberC000006077_Member,pure,4,,,0.0041
Management Fees (as a percentage of Assets),Duration_27Oct2011_26Oct2012S000002321_MemberC000007847_Member,pure,4,,,0.0041
"Expense Example, with Redemption, 10 Years",Duration_27Oct2011_26Oct2012S000002321_MemberC000006074_Member,USD,INF,,,"1,530"
"Expense Example, with Redemption, 10 Years",Duration_27Oct2011_26Oct2012S000002321_MemberC000006075_Member,USD,INF,,,"1,926"
"Expense Example, with Redemption, 10 Years",Duration_27Oct2011_26Oct2012S000002321_MemberC000006076_Member,USD,INF,,,"1,976"
"Expense Example, with Redemption, 10 Years",Duration_27Oct2011_26Oct2012S000002321_MemberC000006077_Member,USD,INF,,,701
"Expense Example, with Redemption, 10 Years",Duration_27Oct2011_26Oct2012S000002321_MemberC000007847_Member,USD,INF,,,"1,477"
"Portfolio Turnover, Rate",Duration_27Oct2011_26Oct2012S000002321_Member,pure,4,,,0.3800
Risk [Heading],Duration_27Oct2011_26Oct2012S000002321_Member,,,,,"<font style=""font-family:ARIAL"" size=""3""><b><i>Principal Risks of Investing in the Fund</i></b></font>"
Performance Narrative [Text Block],Duration_27Oct2011_26Oct2012S000002321_Member,,,,,"<font style=""font-family:ARIAL"" size=""2"">The information shows you how the Fund's performance has varied year by year and provides some indication of the risks of investing in the Fund. The table compares the Fund's performance to that of the Russell 1000<sup style=""vertical-align:baseline; position:relative; bottom:.8ex"">&reg;</sup> Value Index and the Standard  & Poor's (""S&P"") 500<sup style=""vertical-align:baseline; position:relative; bottom:.8ex"">&reg;</sup> Index, which are relevant to the Fund because they have characteristics similar to the Fund's investment strategies. The returns for Class R Shares prior to January 3, 2003, the commencement of operations for Class R Shares, are based upon performance of the Fund's Institutional Shares. The returns for Class R Shares, however, are adjusted to reflect the distribution and service (12b-1) fees applicable to Class R Shares. As with all such investments, past performance (before and after taxes) is not an indication of future results. Sales charges are not reflected in the bar chart. If they were, returns would be less than those shown. However, the table includes all applicable fees and sales charges. If the Fund's investment manager and its affiliates had not waived or reimbursed certain Fund expenses during these periods, the Fund's returns would have been lower. Updated information on the Fund's performance can be obtained by visiting http://www.blackrock.com/funds or can be obtained by phone at 800-882-0052. </font>"
Annual Return 2004,Duration_27Oct2011_26Oct2012S000002321_MemberC000006074_Member,pure,4,,,0.1017
Annual Return 2006,Duration_27Oct2011_26Oct2012S000002321_MemberC000006074_Member,pure,4,,,0.2236
Annual Return 2007,Duration_27Oct2011_26Oct2012S000002321_MemberC000006074_Member,pure,4,,,0.0097
Bar Chart Does Not Reflect Sales Loads [Text],Duration_27Oct2011_26Oct2012S000002321_Member,,,,,"<font style=""font-family:ARIAL"" size=""2"">Sales charges are not reflected in the bar chart. If they were, returns would be less than those shown.</font>"
"Highest Quarterly Return, Label",Duration_27Oct2011_26Oct2012S000002321_MemberC000006074_Member,,,,,"<font style=""FONT-FAMILY: ARIAL"" size=""2"">highest return</font>"
