Label,contextRef,unitRef,Dec,Prec,Lang,Value
"Expense Example, with Redemption, 1 Year",Duration_27Oct2011_26Oct2012S000002724_MemberC000007431_Member,USD,INF,,,331
"Expense Example, with Redemption, 1 Year",Duration_27Oct2011_26Oct2012S000002724_MemberC000007432_Member,USD,INF,,,115
Maximum Sales Charge Imposed on Purchases (as a percentage of Offering Price),Duration_27Oct2011_26Oct2012S000002724_MemberC000007429_Member,pure,4,,,0.0525
Maximum Sales Charge Imposed on Purchases (as a percentage of Offering Price),Duration_27Oct2011_26Oct2012S000002724_MemberC000007430_Member,pure,4,,,0.0000
Maximum Sales Charge Imposed on Purchases (as a percentage of Offering Price),Duration_27Oct2011_26Oct2012S000002724_MemberC000007433_Member,pure,4,,,0.0000
Maximum Sales Charge Imposed on Purchases (as a percentage of Offering Price),Duration_27Oct2011_26Oct2012S000002724_MemberC000007432_Member,pure,4,,,0.0000
Maximum Sales Charge Imposed on Purchases (as a percentage of Offering Price),Duration_27Oct2011_26Oct2012S000002724_MemberC000007431_Member,pure,4,,,0.0000
Expense Breakpoint Discounts [Text],Duration_27Oct2011_26Oct2012S000002724_Member,,,,,"<font style=""FONT-FAMILY: ARIAL"" size=""2"">You may qualify for sales charge discounts if you and your family invest, or agree to invest in the future, at least $25,000 in the BlackRock-advised fund complex.</font>"
Performance Information Illustrates Variability of Returns [Text],Duration_27Oct2011_26Oct2012S000002724_Member,,,,,"<font style=""FONT-FAMILY: ARIAL"" size=""2"">The information shows you how the Fund&#146;s performance has varied year by year and provides some indication of the risks of investing in the Fund.</font>"
Annual Fund Operating Expenses [Table],Duration_27Oct2011_26Oct2012S000002724_Member,,,,,"<div style=""display:none"">~ http://www.blackrock.com/role/ScheduleAnnualFundOperatingExpensesBLACKROCKGLOBALSMALLCAPFUND,INC. column period compact * ~</div>"
"Expense Breakpoint, Minimum Investment Required [Amount]",Duration_27Oct2011_26Oct2012S000002724_Member,USD,INF,,,"25,000"
Document Type,Duration_27Oct2011_26Oct2012,,,,,485BPOS
Registrant Name,Duration_27Oct2011_26Oct2012,,,,,"BLACKROCK GLOBAL SMALLCAP FUND, INC."
Document Creation Date,Duration_27Oct2011_26Oct2012,,,,,2012-10-26
Document Period End Date,Duration_27Oct2011_26Oct2012,,,,,2012-06-30
Expense Narrative [Text Block],Duration_27Oct2011_26Oct2012S000002724_Member,,,,,"<font style=""FONT-FAMILY: ARIAL"" size=""2"">This table describes the fees and expenses that you may pay if you buy and hold shares of the Fund. You may qualify for sales charge discounts if you and your family invest, or agree to invest in the future, at least $25,000 in the BlackRock-advised fund complex. More information about these and other discounts is available from your financial professional and in the &#147;Details about the Share Classes&#148; section on page 18 of the Fund&#146;s prospectus and in the &#147;Purchase of Shares&#148; section on page II-58 of the Fund&#146;s statement of additional information.</font>"
Expense Example Narrative [Text Block],Duration_27Oct2011_26Oct2012S000002724_Member,,,,,"<font style=""FONT-FAMILY: ARIAL"" size=""2"">This Example is intended to help you compare the cost of investing in the Fund with the cost of investing in other mutual funds. The Example assumes that you invest $10,000 in the Fund for the time periods indicated and then redeem all of your shares at the end of those periods. The Example also assumes that your investment has a 5% return each year and that the Fund&#146;s operating expenses remain the same. Although your actual costs may be higher or lower, based on these assumptions your costs would be:</font>"
"Expense Example, with Redemption, 1 Year",Duration_27Oct2011_26Oct2012S000002724_MemberC000007433_Member,USD,INF,,,187
"Expense Example, with Redemption, 3 Years",Duration_27Oct2011_26Oct2012S000002724_MemberC000007429_Member,USD,INF,,,954
"Expense Example, with Redemption, 3 Years",Duration_27Oct2011_26Oct2012S000002724_MemberC000007430_Member,USD,INF,,,"1,098"
"Expense Example, with Redemption, 3 Years",Duration_27Oct2011_26Oct2012S000002724_MemberC000007431_Member,USD,INF,,,712
"Expense Example, with Redemption, 3 Years",Duration_27Oct2011_26Oct2012S000002724_MemberC000007432_Member,USD,INF,,,359
"Expense Example, with Redemption, 3 Years",Duration_27Oct2011_26Oct2012S000002724_MemberC000007433_Member,USD,INF,,,579
Strategy [Heading],Duration_27Oct2011_26Oct2012S000002724_Member,,,,,"<font style=""FONT-FAMILY: ARIAL"" size=""2""><b><i>Principal Investment Strategies of the Fund</i></b></font>"
Annual Return 2002,Duration_27Oct2011_26Oct2012S000002724_MemberC000007429_Member,pure,4,,,-0.1703
Annual Return 2011,Duration_27Oct2011_26Oct2012S000002724_MemberC000007429_Member,pure,4,,,-0.1068
Bar Chart Closing [Text Block],Duration_27Oct2011_26Oct2012S000002724_Member,,,,,"<font style=""FONT-FAMILY: ARIAL"" size=""2"">During the ten-year period shown in the bar chart, the highest return for a quarter was 23.07% (quarter ended June 30, 2003) and the lowest return for a quarter was &#8211;21.46% (quarter ended December 31, 2008). The year-to-date return as of September 30, 2012 was 12.80%.</font>"
Highest Quarterly Return,Duration_27Oct2011_26Oct2012S000002724_MemberC000007429_Member,pure,4,,,0.2307
Performance Table Heading,Duration_27Oct2011_26Oct2012S000002724_Member,,,,,"<font style=""FONT-FAMILY: ARIAL"" size=""2""><b>As of 12/31/11</b></font><br/><font style=""FONT-FAMILY: ARIAL"" size=""2""><b>Average Annual Total Returns</b></font>"
"Expense Example, No Redemption, 1 Year",Duration_27Oct2011_26Oct2012S000002724_MemberC000007430_Member,USD,INF,,,243
"Expense Example, No Redemption, 1 Year",Duration_27Oct2011_26Oct2012S000002724_MemberC000007431_Member,USD,INF,,,231
"Expense Example, No Redemption, 10 Years",Duration_27Oct2011_26Oct2012S000002724_MemberC000007430_Member,USD,INF,,,"2,495"
"Expense Example, No Redemption, 10 Years",Duration_27Oct2011_26Oct2012S000002724_MemberC000007431_Member,USD,INF,,,"2,615"
10 Years,Duration_27Oct2011_26Oct2012S000002724_MemberC000007429_Member,pure,4,,,0.0614
10 Years,Duration_27Oct2011_26Oct2012AfterTaxesOnDistributions_MemberS000002724_MemberC000007429_Member,pure,4,,,0.0510
10 Years,Duration_27Oct2011_26Oct2012AfterTaxesOnDistributionsAndSales_MemberS000002724_MemberC000007429_Member,pure,4,,,0.0504
Performance Table Narrative,Duration_27Oct2011_26Oct2012S000002724_Member,,,,,"<font style=""FONT-FAMILY: ARIAL"" size=""2"">After-tax returns are calculated using the historical highest individual Federal marginal income tax rates and do not reflect the impact of state and local taxes. Actual after-tax returns depend on the investor's tax situation and may differ from those shown, and the after-tax returns shown are not relevant to investors who hold their shares through tax-deferred arrangements such as 401(k) plans or individual retirement accounts. After-tax returns are shown for Investor A Shares only, and the after-tax returns for Investor B, Investor C, Institutional and Class R Shares will vary.</font>"
Performance Availability Phone [Text],Duration_27Oct2011_26Oct2012S000002724_Member,,,,,"<font style=""FONT-FAMILY: ARIAL"" size=""2""> 800-882-0052</font>"
Performance Table Not Relevant to Tax Deferred,Duration_27Oct2011_26Oct2012S000002724_Member,,,,,"<font style=""FONT-FAMILY: ARIAL"" size=""2""> Actual after-tax returns depend on the investor&#146;s tax situation and may differ from those shown, and the after-tax returns shown are not relevant to investors who hold their shares through tax-deferred arrangements such as 401(k) plans or individual retirement accounts.</font>"
Bar Chart [Table],Duration_27Oct2011_26Oct2012S000002724_Member,,,,,"<div style=""display:none"">~ http://www.blackrock.com/role/ScheduleAnnualTotalReturnsBLACKROCKGLOBALSMALLCAPFUND,INC.BarChart column period compact * ~</div>"
Expenses Not Correlated to Ratio Due to Acquired Fund Fees [Text],Duration_27Oct2011_26Oct2012S000002724_Member,,,,,"<font style=""FONT-FAMILY: ARIAL"" size=""1"">The Total Annual Fund Operating Expenses do not correlate to the ratio of expenses to average net assets given in the Fund&#146;s most recent annual report, which does not include Acquired Fund Fees and Expenses.</font>"
Expenses Deferred Charges [Text Block],Duration_27Oct2011_26Oct2012S000002724_Member,,,,,"<font style=""FONT-FAMILY: ARIAL"" size=""1"">A contingent deferred sales charge (""CDSC"") of 1.00% is assessed on certain redemptions of Investor A Shares made within 18 months after purchase where no initial sales charge was paid at time of purchase as part of an investment of $1,000,000 or more.</font>"
Performance Table Market Index Changed,Duration_27Oct2011_26Oct2012S000002724_Member,,,,,"<font style=""FONT-FAMILY: ARIAL"" size=""2"">Effective October 1, 2012, one of the Fund's benchmarks against which it measures its performance, the MSCI World Small Cap Index, was replaced with the MSCI All Country World Small Cap Index. BlackRock believes the MSCI All Country World Small Cap Index more accurately reflects the investment strategy of the Fund. The MSCI All Country World Small Cap Index is a free float-adjusted market capitalization weighted index that is designed to measure equity market results of smaller capitalization companies in both developed and emerging markets.</font>"
Central Index Key,Duration_27Oct2011_26Oct2012,,,,,0000922457
Document Effective Date,Duration_27Oct2011_26Oct2012,,,,,2012-10-26
Amendment Flag,Duration_27Oct2011_26Oct2012,,,,,false
Objective [Heading],Duration_27Oct2011_26Oct2012S000002724_Member,,,,,"<font style=""FONT-FAMILY: ARIAL"" size=""2""><i><b>Investment Objective</i></b></font>"
Expense [Heading],Duration_27Oct2011_26Oct2012S000002724_Member,,,,,"<font style=""FONT-FAMILY: ARIAL"" size=""2""><i><b>Fees and Expenses of the Fund </i></b></font>"
Maximum Deferred Sales Charge (as a percentage of Offering Price),Duration_27Oct2011_26Oct2012S000002724_MemberC000007429_Member,pure,4,,,0.0000
Maximum Deferred Sales Charge (as a percentage of Offering Price),Duration_27Oct2011_26Oct2012S000002724_MemberC000007430_Member,pure,4,,,0.0450
Maximum Deferred Sales Charge (as a percentage of Offering Price),Duration_27Oct2011_26Oct2012S000002724_MemberC000007431_Member,pure,4,,,0.0100
Portfolio Turnover [Heading],Duration_27Oct2011_26Oct2012S000002724_Member,,,,,"<font style=""FONT-FAMILY: ARIAL"" size=""2""><b>Portfolio Turnover </b></font>"
Strategy Narrative [Text Block],Duration_27Oct2011_26Oct2012S000002724_Member,,,,,"<font style=""FONT-FAMILY: ARIAL"" size=""2"">The Fund invests in a diversified portfolio primarily consisting of equity securities of small cap issuers in various foreign countries and in the United States. Equity securities consist primarily of common and preferred stocks and depositary receipts, and include securities convertible into common stock, and securities or other instruments whose price is linked to the value of common stock. Depositary receipts include American Depositary Receipts (&#147;ADRs&#148;), European Depositary Receipts (&#147;EDRs&#148;), Global Depositary Receipts (&#147;GDRs&#148;) and unsponsored Depositary Receipts. ADRs are receipts typically issued by an American bank or trust company that evidence underlying securities issued by a foreign corporation. EDRs (issued in Europe) and GDRs (issued throughout the world) each evidence a similar ownership arrangement. In addition, the Fund may invest in derivative securities or instruments, such as options and futures, the value of which is based on a common stock or a group of common stocks. The Fund may use derivatives to hedge its investment portfolio against market, interest rate and currency risks or to seek to enhance its return. The derivatives that the Fund may use include indexed and inverse securities, options, futures, swaps and forward foreign exchange transactions.</font><br/><br/> <font style=""FONT-FAMILY: ARIAL"" size=""2"">Under normal circumstances, the Fund invests at least 80% of its assets in equity securities of small cap issuers. Small cap issuers are those whose market capitalization is similar to the market capitalization of companies in the Morgan Stanley Capital International (&#147;MSCI&#148;) All Country World Small Cap Index</font><font style=""font-family:ARIAL"" size=""1""><sup>SM</sup></font><font style=""font-family:ARIAL"" size=""2""> at the time of the Fund&#146;s investment. As of September 28, 2012, the MSCI All Country World Small Cap Index</font><font style=""font-family:ARIAL"" size=""1""><sup>SM</sup></font><font style=""font-family:ARIAL"" size=""2""> included companies with free float market capitalizations between $16.7 million and $5.984 billion. The market capitalizations of companies in the index change with market conditions and the composition of the MSCI All Country World Small Cap Index.</font><font style=""font-family:ARIAL"" size=""1""><sup>SM</sup></font><br/><br/> <font style=""FONT-FAMILY: ARIAL"" size=""2"">The Fund will invest in securities of issuers from a variety of countries, including those in emerging markets. The Fund may also invest in equity securities issued by emerging growth companies, which are companies of any market capitalization without a long or consistent history of earnings but that Fund management believes have the potential for earnings growth over an extended period of time.</font><br/><br/> <font style=""FONT-FAMILY: ARIAL"" size=""2"">Under normal circumstances, the Fund anticipates it will allocate a substantial amount (approximately 40% or more &#151; unless market conditions are not deemed favorable by Fund management, in which case the Fund would invest at least 30%) &#151; of its total assets in foreign securities, which may include securities (i) of foreign government issuers, (ii) of issuers organized or located outside the U.S., (iii) of issuers which primarily trade in a market located outside the U.S., or (iv) of issuers doing a substantial amount of business outside the U.S., which the Fund considers to be companies that derive at least 50% of their revenue or profits from business outside the U.S. or have at least 50% of their sales or assets outside the U.S. The Fund will allocate its assets among various regions and countries, including the United States (but in no less than three different countries). The Fund may invest in securities denominated in any currency. For temporary defensive purposes the Fund may deviate substantially from the allocation described above. </font>"
Risk Narrative [Text Block],Duration_27Oct2011_26Oct2012S000002724_Member,,,,,"<font style=""FONT-FAMILY: ARIAL"" size=""2"">Risk is inherent in all investing. The value of your investment in the Fund, as well as the amount of return you receive on your investment, may fluctuate significantly from day to day and over time. You may lose part or all of your investment in the Fund or your investment may not perform as well as other similar investments. The following is a summary description of principal risks of investing in the Fund.  </font>  <ul type=""square""><li><font style=""FONT-FAMILY: ARIAL"" size=""2""><b><i>Depositary Receipts Risk</i></b> &#8212; The issuers of unsponsored depositary receipts are not obligated to disclose information that is, in the United States, considered material. Therefore, there may be less information available regarding these issuers and there may not be a correlation between such information and the market value of the depositary receipts. Depositary receipts are generally subject to the same risks as the foreign securities that they evidence or into which they may be converted. </font></li></ul>  <ul type=""square""><li><font style=""FONT-FAMILY: ARIAL"" size=""2""><b><i>Derivatives Risk</i></b> &#8212; The Fund&#146;s use of derivatives may reduce the Fund&#146;s returns and/or increase volatility. Volatility is defined as the characteristic of a security, an index or a market to fluctuate significantly in price within a short time period. Derivatives are also subject to counterparty risk, which is the risk that the other party in the transaction will not fulfill its contractual obligation. A risk of the Fund&#146;s use of derivatives is that the fluctuations in their values may not correlate perfectly with the overall securities markets. The possible lack of a liquid secondary market for derivatives and the resulting inability of the Fund to sell or otherwise close a derivatives position could expose the Fund to losses and could make derivatives more difficult for the Fund to value accurately. Derivatives may give rise to a form of leverage and may expose the Fund to greater risk and increase its costs. Recent legislation calls for new regulation of the derivatives markets. The extent and impact of the regulation is not yet known and may not be known for some time. New regulation may make derivatives more costly, may limit the availability of derivatives, or may otherwise adversely affect the value or performance of derivatives. </font></li></ul> <ul type=""square""><li><font style=""FONT-FAMILY: ARIAL"" size=""2""><b><i>Emerging Markets Risk</i></b> &#8212; Emerging markets are riskier than more developed markets because they tend to develop unevenly and may never fully develop. Investments in emerging markets may be considered speculative. Emerging markets are more likely to experience hyperinflation and currency devaluations, which adversely affect returns to U.S. investors. In addition, many emerging securities markets have far lower trading volumes and less liquidity than developed markets.  </font></li></ul> <ul type=""square""><li><font style=""FONT-FAMILY: ARIAL"" size=""2""><b><i>Equity Securities Risk </i></b> &#8212; Stock markets are volatile. The price of equity securities fluctuates based on changes in a company&#146;s financial condition and overall market and economic conditions. </font></li></ul>    <ul type=""square""><li><font style=""FONT-FAMILY: ARIAL"" size=""2""><b><i>Foreign Securities Risk</i></b> &#8212; Foreign investments often involve special risks not present in U.S. investments that can increase the chances that the Fund will lose money. These risks include: </font></li></ul> <table style=""BORDER-COLLAPSE: collapse"" border=""0"" cellspacing=""0"" cellpadding=""0"" width=""100%""> <tr> <td width=""4%""><font size=""1""></font></td> <td valign=""top"" width=""3%"" align=""left""><font style=""FONT-FAMILY: ARIAL"" size=""2"">&#8212;</font></td> <td valign=""top"" align=""left""><font style=""FONT-FAMILY: ARIAL"" size=""2"">The Fund generally holds its foreign securities and cash in foreign banks and securities depositories, which may be recently organized or new to the foreign custody business and may be subject to only limited or no regulatory oversight. </font></td></tr></table> <p style=""MARGIN-TOP: 0px; MARGIN-BOTTOM: 6px""><font size=""1""></font></p> <table style=""BORDER-COLLAPSE: collapse"" border=""0"" cellspacing=""0"" cellpadding=""0"" width=""100%""> <tr> <td width=""4%""><font size=""1""></font></td> <td valign=""top"" width=""3%"" align=""left""><font style=""FONT-FAMILY: ARIAL"" size=""2"">&#8212;</font></td> <td valign=""top"" align=""left""><font style=""FONT-FAMILY: ARIAL"" size=""2"">Changes in foreign currency exchange rates can affect the value of the Fund&#146;s portfolio. </font></td></tr></table> <p style=""MARGIN-TOP: 0px; MARGIN-BOTTOM: 6px""><font size=""1""></font></p> <table style=""BORDER-COLLAPSE: collapse"" border=""0"" cellspacing=""0"" cellpadding=""0"" width=""100%""> <tr> <td width=""4%""><font size=""1""></font></td> <td valign=""top"" width=""3%"" align=""left""><font style=""FONT-FAMILY: ARIAL"" size=""2"">&#8212;</font></td> <td valign=""top"" align=""left""><font style=""FONT-FAMILY: ARIAL"" size=""2"">The economies of certain foreign markets may not compare favorably with the economy of the United States with respect to such issues as growth of gross national product, reinvestment of capital, resources and balance of payments position. </font></td></tr></table> <p style=""MARGIN-TOP: 0px; MARGIN-BOTTOM: 6px""><font size=""1""></font></p> <table style=""BORDER-COLLAPSE: collapse"" border=""0"" cellspacing=""0"" cellpadding=""0"" width=""100%""> <tr> <td width=""4%""><font size=""1""></font></td> <td valign=""top"" width=""3%"" align=""left""><font style=""FONT-FAMILY: ARIAL"" size=""2"">&#8212;</font></td> <td valign=""top"" align=""left""><font style=""FONT-FAMILY: ARIAL"" size=""2"">The governments of certain countries may prohibit or impose substantial restrictions on foreign investments in their capital markets or in certain industries. </font></td></tr></table> <p style=""MARGIN-TOP: 0px; MARGIN-BOTTOM: 6px""><font size=""1""></font></p> <table style=""BORDER-COLLAPSE: collapse"" border=""0"" cellspacing=""0"" cellpadding=""0"" width=""100%""> <tr> <td width=""4%""><font size=""1""></font></td> <td valign=""top"" width=""3%"" align=""left""><font style=""FONT-FAMILY: ARIAL"" size=""2"">&#8212;</font></td> <td valign=""top"" align=""left""><font style=""FONT-FAMILY: ARIAL"" size=""2"">Many foreign governments do not supervise and regulate stock exchanges, brokers and the sale of securities to the same extent as does the United States and may not have laws to protect investors that are comparable to U.S. securities laws. </font></td></tr></table> <p style=""MARGIN-TOP: 0px; MARGIN-BOTTOM: 6px""><font size=""1""></font></p> <table style=""BORDER-COLLAPSE: collapse"" border=""0"" cellspacing=""0"" cellpadding=""0"" width=""100%""> <tr> <td width=""4%""><font size=""1""></font></td> <td valign=""top"" width=""3%"" align=""left""><font style=""FONT-FAMILY: ARIAL"" size=""2"">&#8212;</font></td> <td valign=""top"" align=""left""><font style=""FONT-FAMILY: ARIAL"" size=""2"">Settlement and clearance procedures in certain foreign markets may result in delays in payment for or delivery of securities not typically associated with settlement and clearance of U.S. investments.  </font></td></tr></table> <p style=""MARGIN-TOP: 0px; MARGIN-BOTTOM: 6px""><font size=""1""></font></p> <table style=""BORDER-COLLAPSE: collapse"" border=""0"" cellspacing=""0"" cellpadding=""0"" width=""100%""> <tr> <td width=""4%""><font size=""1""></font></td> <td valign=""top"" width=""3%"" align=""left""><font style=""FONT-FAMILY: ARIAL"" size=""2"">&#8212;</font></td> <td valign=""top"" align=""left""><font style=""FONT-FAMILY: ARIAL"" size=""2"">The European financial markets have recently experienced volatility and adverse trends due to concerns about economic downturns in, or rising government debt levels of several European countries. These events have adversely affected the exchange rate of the Euro and may spread to other countries in Europe, including countries that do not use the Euro. These events may affect the value and liquidity of certain of the Fund&#146;s investments.  </font></td></tr></table><ul type=""square""><li><font style=""FONT-FAMILY: ARIAL"" size=""2""><b><i>Market Risk and Selection Risk </i></b> &#8212; Market risk is the risk that one or more markets in which the Fund invests will go down in value, including the possibility that the markets will go down sharply and unpredictably. Selection risk is the risk that the securities selected by Fund management will underperform the markets, the relevant indices or the securities selected by other funds with similar investment objectives and investment strategies. This means you may lose money. </font></li></ul> <ul type=""square""><li><font style=""FONT-FAMILY: ARIAL"" size=""2""><b><i>Small Cap and Emerging Growth Securities Risk </i></b> &#8212; Small cap or emerging growth companies may have limited product lines or markets. They may be less financially secure than larger, more established companies. They may depend on a more limited management group than larger capitalized companies. </font></li></ul>"
Bar Chart [Heading],Duration_27Oct2011_26Oct2012S000002724_Member,,,,,"<font style=""FONT-FAMILY: ARIAL"" size=""2""><b><center>Investor A Shares <br/>ANNUAL TOTAL RETURNS<br />BlackRock Global SmallCap Fund<br />As of 12/31</b></center></font>"
Annual Return 2005,Duration_27Oct2011_26Oct2012S000002724_MemberC000007429_Member,pure,4,,,0.1259
Annual Return 2008,Duration_27Oct2011_26Oct2012S000002724_MemberC000007429_Member,pure,4,,,-0.3775
Annual Return 2009,Duration_27Oct2011_26Oct2012S000002724_MemberC000007429_Member,pure,4,,,0.3472
Annual Return 2010,Duration_27Oct2011_26Oct2012S000002724_MemberC000007429_Member,pure,4,,,0.1831
"Year to Date Return, Label",Duration_27Oct2011_26Oct2012S000002724_MemberC000007429_Member,,,,,"<font style=""FONT-FAMILY: ARIAL"" size=""2"">year-to-date return</font>"
"Highest Quarterly Return, Date",Duration_27Oct2011_26Oct2012S000002724_MemberC000007429_Member,,,,,2003-06-30
"Lowest Quarterly Return, Label",Duration_27Oct2011_26Oct2012S000002724_MemberC000007429_Member,,,,,"<font style=""FONT-FAMILY: ARIAL"" size=""2"">lowest return</font>"
"Lowest Quarterly Return, Date",Duration_27Oct2011_26Oct2012S000002724_MemberC000007429_Member,,,,,2008-12-31
Maximum Deferred Sales Charge (as a percentage of Offering Price),Duration_27Oct2011_26Oct2012S000002724_MemberC000007432_Member,pure,4,,,0.0000
Maximum Deferred Sales Charge (as a percentage of Offering Price),Duration_27Oct2011_26Oct2012S000002724_MemberC000007433_Member,pure,4,,,0.0000
Distribution and Service (12b-1) Fees,Duration_27Oct2011_26Oct2012S000002724_MemberC000007429_Member,pure,4,,,0.0025
Distribution and Service (12b-1) Fees,Duration_27Oct2011_26Oct2012S000002724_MemberC000007430_Member,pure,4,,,0.0100
Distribution and Service (12b-1) Fees,Duration_27Oct2011_26Oct2012S000002724_MemberC000007431_Member,pure,4,,,0.0100
Distribution and Service (12b-1) Fees,Duration_27Oct2011_26Oct2012S000002724_MemberC000007432_Member,pure,4,,,0.0000
Distribution and Service (12b-1) Fees,Duration_27Oct2011_26Oct2012S000002724_MemberC000007433_Member,pure,4,,,0.0050
Other Expenses (as a percentage of Assets):,Duration_27Oct2011_26Oct2012S000002724_MemberC000007429_Member,pure,4,,,0.0032
Other Expenses (as a percentage of Assets):,Duration_27Oct2011_26Oct2012S000002724_MemberC000007430_Member,pure,4,,,0.0054
Other Expenses (as a percentage of Assets):,Duration_27Oct2011_26Oct2012S000002724_MemberC000007431_Member,pure,4,,,0.0042
Other Expenses (as a percentage of Assets):,Duration_27Oct2011_26Oct2012S000002724_MemberC000007432_Member,pure,4,,,0.0027
Other Expenses (as a percentage of Assets):,Duration_27Oct2011_26Oct2012S000002724_MemberC000007433_Member,pure,4,,,0.0048
Expenses (as a percentage of Assets),Duration_27Oct2011_26Oct2012S000002724_MemberC000007429_Member,pure,4,,,0.0143
Expenses (as a percentage of Assets),Duration_27Oct2011_26Oct2012S000002724_MemberC000007430_Member,pure,4,,,0.0240
Expenses (as a percentage of Assets),Duration_27Oct2011_26Oct2012S000002724_MemberC000007431_Member,pure,4,,,0.0228
Expenses (as a percentage of Assets),Duration_27Oct2011_26Oct2012S000002724_MemberC000007432_Member,pure,4,,,0.0113
"Expense Example, No Redemption, 3 Years",Duration_27Oct2011_26Oct2012S000002724_MemberC000007430_Member,USD,INF,,,748
"Expense Example, No Redemption, 3 Years",Duration_27Oct2011_26Oct2012S000002724_MemberC000007431_Member,USD,INF,,,712
1 Year,Duration_27Oct2011_26Oct2012S000002724_MemberC000007433_Member,pure,4,,,-0.1110
1 Year,Duration_27Oct2011_26Oct2012S000002724_MemberC000007432_Member,pure,4,,,-0.1048
1 Year,Duration_27Oct2011_26Oct2012S000002724_MemberC000007431_Member,pure,4,,,-0.1237
1 Year,Duration_27Oct2011_26Oct2012S000002724_MemberC000007430_Member,pure,4,,,-0.1554
1 Year,Duration_27Oct2011_26Oct2012AfterTaxesOnDistributionsAndSales_MemberS000002724_MemberC000007429_Member,pure,4,,,-0.0999
1 Year,Duration_27Oct2011_26Oct2012AfterTaxesOnDistributions_MemberS000002724_MemberC000007429_Member,pure,4,,,-0.1572
10 Years,Duration_27Oct2011_26Oct2012S000002724_MemberC000007430_Member,pure,4,,,0.0602
10 Years,Duration_27Oct2011_26Oct2012S000002724_MemberC000007431_Member,pure,4,,,0.0585
10 Years,Duration_27Oct2011_26Oct2012S000002724_MemberC000007432_Member,pure,4,,,0.0700
10 Years,Duration_27Oct2011_26Oct2012S000002724_MemberC000007433_Member,pure,4,,,0.0641
