Label,contextRef,unitRef,Dec,Prec,Lang,Value
"Expense Example, No Redemption, 1 Year",Duration_29Feb2012_28Feb2013S000002250_MemberC000005815_Member,USD,INF,,,270
"Expense Example, No Redemption, 1 Year",Duration_29Feb2012_28Feb2013S000002250_MemberC000005816_Member,USD,INF,,,260
"Expense Example, No Redemption, 3 Years",Duration_29Feb2012_28Feb2013S000002250_MemberC000005815_Member,USD,INF,,,829
"Expense Example, No Redemption, 3 Years",Duration_29Feb2012_28Feb2013S000002250_MemberC000005816_Member,USD,INF,,,799
"Expense Example, No Redemption, 5 Years",Duration_29Feb2012_28Feb2013S000002250_MemberC000005815_Member,USD,INF,,,"1,415"
"Expense Example, No Redemption, 5 Years",Duration_29Feb2012_28Feb2013S000002250_MemberC000005816_Member,USD,INF,,,"1,365"
"Expense Example, No Redemption, 10 Years",Duration_29Feb2012_28Feb2013S000002250_MemberC000005815_Member,USD,INF,,,"2,763"
"Expense Example, No Redemption, 10 Years",Duration_29Feb2012_28Feb2013S000002250_MemberC000005816_Member,USD,INF,,,"2,905"
1 Year,Duration_29Feb2012_28Feb2013S000002250_MemberC000005814_Member,pure,4,,,0.1474
1 Year,Duration_29Feb2012_28Feb2013AfterTaxesOnDistributions_MemberS000002250_MemberC000005814_Member,pure,4,,,0.1430
1 Year,Duration_29Feb2012_28Feb2013AfterTaxesOnDistributionsAndSales_MemberS000002250_MemberC000005814_Member,pure,4,,,0.0958
1 Year,Duration_29Feb2012_28Feb2013S000002250_MemberC000005815_Member,pure,4,,,0.1531
1 Year,Duration_29Feb2012_28Feb2013S000002250_MemberC000005816_Member,pure,4,,,0.1896
1 Year,Duration_29Feb2012_28Feb2013S000002250_MemberC000005817_Member,pure,4,,,0.2146
1 Year,Duration_29Feb2012_28Feb2013S000002250_MemberMsciEmergingMarketsIndex_Member,pure,4,,,0.1822
5 Years,Duration_29Feb2012_28Feb2013S000002250_MemberC000005814_Member,pure,4,,,-0.0218
5 Years,Duration_29Feb2012_28Feb2013AfterTaxesOnDistributions_MemberS000002250_MemberC000005814_Member,pure,4,,,-0.0285
5 Years,Duration_29Feb2012_28Feb2013AfterTaxesOnDistributionsAndSales_MemberS000002250_MemberC000005814_Member,pure,4,,,-0.0215
5 Years,Duration_29Feb2012_28Feb2013S000002250_MemberC000005815_Member,pure,4,,,-0.0233
5 Years,Duration_29Feb2012_28Feb2013S000002250_MemberC000005816_Member,pure,4,,,-0.0194
5 Years,Duration_29Feb2012_28Feb2013S000002250_MemberC000005817_Member,pure,4,,,-0.0080
5 Years,Duration_29Feb2012_28Feb2013S000002250_MemberMsciEmergingMarketsIndex_Member,pure,4,,,-0.0092
10 Years,Duration_29Feb2012_28Feb2013S000002250_MemberC000005814_Member,pure,4,,,0.1463
10 Years,Duration_29Feb2012_28Feb2013AfterTaxesOnDistributions_MemberS000002250_MemberC000005814_Member,pure,4,,,0.1321
10 Years,Duration_29Feb2012_28Feb2013AfterTaxesOnDistributionsAndSales_MemberS000002250_MemberC000005814_Member,pure,4,,,0.1268
10 Years,Duration_29Feb2012_28Feb2013S000002250_MemberC000005815_Member,pure,4,,,0.1451
10 Years,Duration_29Feb2012_28Feb2013S000002250_MemberC000005816_Member,pure,4,,,0.1432
10 Years,Duration_29Feb2012_28Feb2013S000002250_MemberC000005817_Member,pure,4,,,0.1558
10 Years,Duration_29Feb2012_28Feb2013S000002250_MemberMsciEmergingMarketsIndex_Member,pure,4,,,0.1652
Maximum Sales Charge Imposed on Purchases (as a percentage of Offering Price),Duration_29Feb2012_28Feb2013S000002250_MemberC000005814_Member,pure,4,,,0.0525
Maximum Sales Charge Imposed on Purchases (as a percentage of Offering Price),Duration_29Feb2012_28Feb2013S000002250_MemberC000005815_Member,pure,4,,,0.0000
Maximum Sales Charge Imposed on Purchases (as a percentage of Offering Price),Duration_29Feb2012_28Feb2013S000002250_MemberC000005816_Member,pure,4,,,0.0000
Maximum Sales Charge Imposed on Purchases (as a percentage of Offering Price),Duration_29Feb2012_28Feb2013S000002250_MemberC000005817_Member,pure,4,,,0.0000
Annual Return 2003,Duration_29Feb2012_28Feb2013S000002250_MemberC000005814_Member,pure,4,,,0.5133
Annual Return 2004,Duration_29Feb2012_28Feb2013S000002250_MemberC000005814_Member,pure,4,,,0.2215
Annual Return 2005,Duration_29Feb2012_28Feb2013S000002250_MemberC000005814_Member,pure,4,,,0.3479
Annual Return 2006,Duration_29Feb2012_28Feb2013S000002250_MemberC000005814_Member,pure,4,,,0.2745
Annual Return 2007,Duration_29Feb2012_28Feb2013S000002250_MemberC000005814_Member,pure,4,,,0.3769
Annual Return 2008,Duration_29Feb2012_28Feb2013S000002250_MemberC000005814_Member,pure,4,,,-0.5358
Annual Return 2009,Duration_29Feb2012_28Feb2013S000002250_MemberC000005814_Member,pure,4,,,0.7508
Annual Return 2010,Duration_29Feb2012_28Feb2013S000002250_MemberC000005814_Member,pure,4,,,0.1668
Annual Return 2011,Duration_29Feb2012_28Feb2013S000002250_MemberC000005814_Member,pure,4,,,-0.1770
Annual Return 2012,Duration_29Feb2012_28Feb2013S000002250_MemberC000005814_Member,pure,4,,,0.2110
Shareholder Fees [Table],Duration_29Feb2012_28Feb2013S000002250_Member,,,,,"<div style=""display:none"">~ http://www.blackrock.com/role/ScheduleShareholderFeesBLACKROCKEMERGINGMARKETSFUND,INC. column period compact * ~</div>"
Annual Fund Operating Expenses [Table],Duration_29Feb2012_28Feb2013S000002250_Member,,,,,"<div style=""display:none"">~ http://www.blackrock.com/role/ScheduleAnnualFundOperatingExpensesBLACKROCKEMERGINGMARKETSFUND,INC. column period compact * ~</div>"
"Expense Example, With Redemption [Table]",Duration_29Feb2012_28Feb2013S000002250_Member,,,,,"<div style=""display:none"">~ http://www.blackrock.com/role/ScheduleExpenseExampleTransposedBLACKROCKEMERGINGMARKETSFUND,INC. column period compact * ~</div>"
"Expense Example, No Redemption [Table]",Duration_29Feb2012_28Feb2013S000002250_Member,,,,,"<div style=""display:none"">~ http://www.blackrock.com/role/ScheduleExpenseExampleNoRedemptionTransposedBLACKROCKEMERGINGMARKETSFUND,INC. column period compact * ~</div>"
Bar Chart [Table],Duration_29Feb2012_28Feb2013S000002250_Member,,,,,"<div style=""display:none"">~ http://www.blackrock.com/role/ScheduleAnnualTotalReturnsBLACKROCKEMERGINGMARKETSFUND,INC.BarChart column period compact * ~</div>"
Performance [Table],Duration_29Feb2012_28Feb2013S000002250_Member,,,,,"<div style=""display:none"">~ http://www.blackrock.com/role/ScheduleAverageAnnualTotalReturnsTransposedBLACKROCKEMERGINGMARKETSFUND,INC. column period compact * ~</div>"
"Portfolio Turnover, Rate",Duration_29Feb2012_28Feb2013S000002250_Member,pure,4,,,1.5500
Expense Breakpoint Discounts [Text],Duration_29Feb2012_28Feb2013S000002250_Member,,,,,"You may qualify for sales charge discounts if you and your family invest, or agree to invest in the future, at least $25,000 in the fund complex advised by BlackRock Advisors, LLC (&#8220;BlackRock&#8221;)."
"Expense Breakpoint, Minimum Investment Required [Amount]",Duration_29Feb2012_28Feb2013S000002250_Member,USD,INF,,,"25,000"
Expenses Not Correlated to Ratio Due to Acquired Fund Fees [Text],Duration_29Feb2012_28Feb2013S000002250_Member,,,,,"Total Annual Fund Operating Expenses do not correlate to the ratio of expenses to average net assets given in the Fund&#8217;s most recent annual report, which does not include Acquired Fund Fees and Expenses."
Risk Lose Money [Text],Duration_29Feb2012_28Feb2013S000002250_Member,,,,,You may lose part or all of your investment in the Fund or your investment may not perform as well as other similar investments.
Risk Nondiversified Status [Text],Duration_29Feb2012_28Feb2013S000002250_Member,,,,,"<b> Non-Diversification Risk &#8212;</b> The Fund is a non-diversified fund. Because the Fund may invest in securities of a smaller number of issuers, it may be more exposed to the risks associated with and developments affecting an individual issuer than a fund that invests more widely."
Performance Information Illustrates Variability of Returns [Text],Duration_29Feb2012_28Feb2013S000002250_Member,,,,,The information shows you how Emerging Markets Fund&#8217;s performance has varied year by year and provides some indication of the risks of investing in the Fund.
Performance Availability Phone [Text],Duration_29Feb2012_28Feb2013S000002250_Member,,,,,(800) 882-0052
Performance Availability Website Address [Text],Duration_29Feb2012_28Feb2013S000002250_Member,,,,,http://www.blackrock.com/funds
Performance Past Does Not Indicate Future [Text],Duration_29Feb2012_28Feb2013S000002250_Member,,,,,"As with all such investments, past performance (before and after taxes) is not an indication of future results."
Bar Chart Does Not Reflect Sales Loads [Text],Duration_29Feb2012_28Feb2013S000002250_Member,,,,,"Sales charges are not reflected in the bar chart. If they were, returns would be less than those shown."
Performance Table Uses Highest Federal Rate,Duration_29Feb2012_28Feb2013S000002250_Member,,,,,After-tax returns are calculated using the historical highest individual Federal marginal income tax rates and do not reflect the impact of state and local taxes.
Performance Table Not Relevant to Tax Deferred,Duration_29Feb2012_28Feb2013S000002250_Member,,,,,"Actual after-tax returns depend on the investor&#8217;s tax situation and may differ from those shown, and the after-tax returns shown are not relevant to investors who hold their shares through tax-deferred arrangements such as 401(k) plans or individual retirement accounts."
Performance Table One Class of after Tax Shown [Text],Duration_29Feb2012_28Feb2013S000002250_Member,,,,,"After-tax returns are shown for Investor A Shares only, and the after-tax returns for Investor B, Investor C and Institutional Shares will vary."
"Highest Quarterly Return, Label",Duration_29Feb2012_28Feb2013S000002250_MemberC000005814_Member,,,,,highest return
Highest Quarterly Return,Duration_29Feb2012_28Feb2013S000002250_MemberC000005814_Member,pure,4,,,0.3973
"Highest Quarterly Return, Date",Duration_29Feb2012_28Feb2013S000002250_MemberC000005814_Member,,,,,2009-06-30
"Lowest Quarterly Return, Label",Duration_29Feb2012_28Feb2013S000002250_MemberC000005814_Member,,,,,lowest return
Lowest Quarterly Return,Duration_29Feb2012_28Feb2013S000002250_MemberC000005814_Member,pure,4,,,-0.2814
"Lowest Quarterly Return, Date",Duration_29Feb2012_28Feb2013S000002250_MemberC000005814_Member,,,,,2008-09-30
Performance Table Does Reflect Sales Loads,Duration_29Feb2012_28Feb2013S000002250_Member,,,,,"However, the table includes all applicable fees and sales charges."
Expenses Deferred Charges [Text Block],Duration_29Feb2012_28Feb2013S000002250_Member,,,,,"A contingent deferred sales charge (&#8220;CDSC&#8221;) of 1.00% is assessed on certain redemptions of Investor A Shares made within 18 months after purchase where no initial sales charge was paid at time of purchase as part of an investment of $1,000,000 or more."
