Label,contextRef,unitRef,Dec,Prec,Lang,Value
Portfolio Turnover [Heading],c_S000029000_AAAA,,,,,"<p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;""><b>
                  Portfolio Turnover
               </b></p>"
Portfolio Turnover [Text Block],c_S000029000_AAAA,,,,,"<p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;"">The Fund pays transaction costs when it buys and sells securities (or ""turns over"" its portfolio). A higher portfolio turnover rate may indicate higher transaction costs and may result in higher taxes when Fund shares are held in a taxable account. These costs, which are not reflected in the Annual Fund Operating Expenses or in the Example tables, affect the Fund's performance. During the most recent fiscal year, the Fund's portfolio turnover rate was 71% of the average value of its portfolio.</p>"
Strategy [Heading],c_S000029000_AAAA,,,,,"<p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;""><b>
                  Principal Investment Strategies
               </b></p>"
Strategy Narrative [Text Block],c_S000029000_AAAA,,,,,"<p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;"">The Fund seeks to achieve its investment objective by investing under normal circumstances at least 80% of its assets in taxable municipal debt securities publicly issued under the Build America Bond program. The Build America Bond program was created as part of the American Recovery and Reinvestment Act of 2009 (the ""Act"") and provided for the issuance of taxable municipal securities on which the issuer receives U.S. Government subsidies for the interest paid (""Build America Bonds""). Because the U.S. Congress has not extended the Build America Bond program, issuance of Build America Bonds ceased on December 31, 2010. The Build America Bonds outstanding as of December 31, 2010 will continue to be eligible for U.S. Government subsidies for the interest paid for the life of the Build America Bonds. There can be no assurance when or if the Build America Bond program will be reinstated in any form.</p>
            <p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;"">The Fund invests in U.S. dollar-denominated Fixed Income Instruments that are primarily investment grade, but may invest up to 20% of its total assets in high yield securities (""junk bonds"") rated B or higher by Moody's Investors Service, Inc. (""Moody's""), or equivalently rated by Standard & Poor's Ratings Services (""S&P"") or Fitch, Inc. (""Fitch""), or, if unrated, determined by Pacific Investment Management Company LLC (""PIMCO"") to be of comparable quality. ""Fixed Income Instruments"" include bonds, debt securities and other similar instruments issued by various U.S. and non-U.S. public- or private-sector entities. The average portfolio duration of the Fund normally varies within two years (plus or minus) of the portfolio duration of the securities comprising the Barclays Build America Bond Index, as calculated by PIMCO, which as of September 30, 2012, was 12.58 years. Duration is a measure used to determine the sensitivity of a security's price to changes in interest rates. The longer a security's duration, the more sensitive it will be to changes in interest rates.</p>
            <p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;"">Municipal bonds generally are issued by or on behalf of states and local governments and their agencies, authorities and other instru- mentalities. Unlike most municipal bonds, interest received on Build America Bonds is subject to federal and state income tax. The Fund may invest 25% or more of its total assets in bonds that finance similar projects, such as those relating to education, health care, housing, transportation, and utilities. The portfolio manager focuses on bonds with the potential to offer attractive current income, typically looking for bonds that can provide consistently attractive current yields or that are trading at competitive market prices. The Fund may purchase and sell securities on a when-issued, delayed delivery or forward commitment basis. The Fund may, without limitation, seek to obtain market exposure to the securities in which it primarily invests by entering into a series of purchase and sale con- tracts or by using other investment techniques (such as buy backs).</p>"
Risk [Heading],c_S000029000_AAAA,,,,,"<p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;""><b>
                  Principal Risks

               </b></p>"
Risk Narrative [Text Block],c_S000029000_AAAA,,,,,"<p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;"">It is possible to lose money on an investment in the Fund. The principal risks of investing in the Fund, which could adversely affect its net asset value, yield and total return are:</p>


            <p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;"">
               <b>Market Trading Risk:</b> the risk that an active secondary trading market for Fund shares does not continue once developed, that the Fund may not continue to meet a listing exchange's trading or listing requirements, or that Fund shares trade at prices other than the Fund's net asset value</p>


            <p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;"">
               <b>Limited Issuance Risk:</b> the risk that Build America Bonds will not be actively traded, that the Fund may experience difficulty in locating suitable Build America Bonds for purchase, that the non-extension of the program will negatively affect the value of existing Build America Bonds and that Build America Bonds may experience greater illiquidity as compared to other municipal obligations</p>


            <p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;"">
               <b>Interest Rate Risk:</b> the risk that fixed income securities will decline in value because of an increase in interest rates; a fund with a longer average portfolio duration will be more sensitive to changes in interest rates than a fund with a shorter average portfolio duration</p>


            <p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;"">
               <b>Credit Risk:</b> the risk that the Fund could lose money if the issuer or guarantor of a fixed income security, or the counterparty to a forward commitment transaction, is unable or unwilling to meet its financial obligations</p>


            <p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;"">
               <b>High Yield Risk:</b> the risk that high yield securities and unrated securities of similar credit quality (commonly known as ""junk bonds"") are subject to greater levels of credit and liquidity risks. High yield securities are considered primarily speculative with respect to the issuer's continuing ability to make principal and interest payments</p>


            <p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;"">
               <b>Market Risk:</b> the risk that the value of securities owned by the Fund may go up or down, sometimes rapidly or unpredictably, due to factors affecting securities markets generally or particular sectors</p>


            <p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;"">
               <b>Issuer Risk:</b> the risk that the value of a security may decline for reasons directly related to the issuer, such as management performance, financial leverage and reduced demand for the issuer's goods or services</p>


            <p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;"">
               <b>Liquidity Risk:</b> the risk that a particular investment may be difficult to purchase or sell and that the Fund may be unable to sell illiquid securities at an advantageous time or price or achieve its desired level of exposure to a certain sector</p>


            <p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;"">
               <b>Issuer Non-Diversification Risk:</b> the risks of focusing investments in a small number of issuers, including being more susceptible to risks associated with a single economic, political or regulatory occurrence than a more diversified portfolio might be. Funds that are ""non-diversified"" may invest a greater percentage of their assets in the securities of a single issuer (such as bonds issued by a particular foreign government) than funds that are ""diversified""</p>


            <p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;"">
               <b>Leveraging Risk:</b> the risk that certain transactions of the Fund, such as reverse repurchase agreements, loans of portfolio securities, and the use of when-issued, delayed delivery or forward commitment transactions, may give rise to leverage, causing the Fund to be more volatile than if it had not been leveraged</p>


            <p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;"">
               <b>Management Risk:</b> the risk that the investment techniques and risk analyses applied by PIMCO and each portfolio manager will not produce the desired results, and that legislative, regulatory, or tax restrictions, policies or developments may affect the investment techniques available to PIMCO and each portfolio manager in connection with managing the Fund. There is no guarantee that the investment objective of the Fund will be achieved</p>


            <p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;"">
               <b>Municipal Project-Specific Risk:</b> the risk that the Fund may be more sensitive to adverse economic, business or political developments if it invests a substantial portion of its assets in the bonds of similar projects (such as those relating to education, health care, housing, transportation, and utilities), industrial development bonds, or in bonds from issuers in a single state</p>


            <p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;"">Please see ""Description of Principal Risks"" in the Fund's prospectus for a more detailed description of the risks of investing in the Fund. An investment in the Fund is not a deposit of a bank and is not insured or guaranteed by the Federal Deposit Insurance Corporation or any other government agency.</p>"
Bar Chart and Performance Table [Heading],c_S000029000_AAAA,,,,,"<p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;""><b>
                  Performance Information

               </b></p>"
Performance Narrative [Text Block],c_S000029000_AAAA,,,,,"<p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;"">The performance information shows summary performance information for the Fund in a bar chart and an Average Annual Total Returns table. The information provides some indication of the risks of investing in the Fund by showing changes in its performance from year to year and by showing how the Fund's average annual returns compare with the returns of a broad-based securities market index. Absent any applicable fee waivers and/or expense limitations, if any, performance would have been lower. <i>The Fund's past performance, before and after taxes, is not necessarily an indication of how the Fund will perform in the future.</i>
            </p>
            <p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;"">The Barclays Build America Bond Index is a subset of the Barclays Taxable Municipal Bond Index. The sub-Index consists of all direct pay Build America Bonds that satisfy the rules of the Barclays Taxable Municipal Bond Index. The Barclays Taxable Municipal Bond Index represents securities that are SEC-registered, taxable, dollar denominated, and have at least one year to final maturity, at least $250 million par amount outstanding and are determined to be investment-grade by Barclays.</p>
            <p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;"">Performance is updated daily and quarterly and may be obtained at <u>www.pimcoetfs.com/fundinfo</u>. </p>"
Bar Chart [Heading],c_S000029000_AAAA,,,,,"<p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;""><b>
                  Calendar Year Total Returns*
               </b></p>"
Performance Table Heading,c_S000029000_AAAA,,,,,"<p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;""><b>
                  <b>
                     Average Annual Total Returns (for periods ended 12/31/11)
                  </b>
               </b></p>"
Annual Fund Operating Expenses [Table],c_S000029000_AAAA,,,,,"<div style=""display:none"">~ http://pimco/role/OperatingExpensesDataAAAA column period compact * column rr_ProspectusShareClassAxis compact * row primary compact * row dei_LegalEntityAxis compact pimco_S000029000Member ~</div>"
Management Fees,c_S000029000_C000089023_AAAA,Ratio,INF,,,0.0045
Distribution and/or Service (12b-1) Fees,c_S000029000_C000089023_AAAA,Ratio,,,,(nil)
Total Annual Fund Operating Expenses,c_S000029000_C000089023_AAAA,Ratio,INF,,,0.0045
"Expense Example, No Redemption [Table]",c_S000029000_AAAA,,,,,"<div style=""display:none"">~ http://pimco/role/ExpenseExampleNoRedemptionAAAA column period compact * column rr_ProspectusShareClassAxis compact * row primary compact * row dei_LegalEntityAxis compact pimco_S000029000Member ~</div>"
"Expense Example, No Redemption, 1 Year",c_S000029000_C000089023_AAAA,USD,0,,,46
"Expense Example, No Redemption, 3 Years",c_S000029000_C000089023_AAAA,USD,0,,,144
"Expense Example, No Redemption, 5 Years",c_S000029000_C000089023_AAAA,USD,0,,,252
"Expense Example, No Redemption, 10 Years",c_S000029000_C000089023_AAAA,USD,0,,,567
Bar Chart [Table],c_S000029000_AAAA,,,,,"<div style=""display:none"">~ http://pimco/role/BarChartDataAAAA column period compact * column rr_ProspectusShareClassAxis compact * row primary compact * row dei_LegalEntityAxis compact pimco_S000029000Member ~</div>"
Annual Return 2011,c_S000029000_C000089023_AAAA,Ratio,INF,,,0.2365
Performance [Table],c_S000029000_AAAA,,,,,"<div style=""display:none"">~ http://pimco/role/PerformanceTableDataAAAA column period compact * column rr_ProspectusShareClassAxis compact * row primary compact * row dei_LegalEntityAxis compact pimco_S000029000Member ~</div>"
1 Year,c_S000029000_C000089023_AAAA,Ratio,INF,,,0.2365
1 Year,c_S000029000_C000089023_AfterTaxesOnDistributions_AAAA,Ratio,INF,,,0.2023
1 Year,c_S000029000_C000089023_AfterTaxesOnDistributionsAndSales_AAAA,Ratio,INF,,,0.152
1 Year,c_S000029000_bench2012102604_AAAA,Ratio,INF,,,0.2653
Since Inception,c_S000029000_C000089023_AAAA,Ratio,INF,,,0.1335
Since Inception,c_S000029000_C000089023_AfterTaxesOnDistributions_AAAA,Ratio,INF,,,0.1055
Since Inception,c_S000029000_C000089023_AfterTaxesOnDistributionsAndSales_AAAA,Ratio,INF,,,0.0966
Since Inception,c_S000029000_bench2012102604_AAAA,Ratio,INF,,,0.1555
Objective [Heading],c_S000026751_AAAA,,,,,"<p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;""><b>
                  Investment Objective
               </b></p>"
"Objective, Primary [Text Block]",c_S000026751_AAAA,,,,,"<p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;"">The Fund seeks maximum current income, consistent with preservation of capital and daily liquidity.</p>"
Expense [Heading],c_S000026751_AAAA,,,,,"<p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;""><b>
                  Fees and Expenses of the Fund


               </b></p>"
Expense Narrative [Text Block],c_S000026751_AAAA,,,,,"<p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;"">This table describes the fees and expenses that you may pay if you buy and hold shares of the Fund:</p>"
Shareholder Fees Caption [Text],c_S000026751_AAAA,,,,,"<p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;""><b>

                     <b>Shareholder Fees (fees paid directly from your investment):</b> None
               </b></p>"
Operating Expenses Caption [Text],c_S000026751_AAAA,,,,,"<p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;""><b>
                  <b>
                     Annual Fund Operating Expenses (expenses that you pay each year as a percentage of the value of your investment):
                  </b>
               </b></p>"
Expense Example Narrative [Text Block],c_S000026751_AAAA,,,,,"<p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;"">
               <b>Example.</b> The Example is intended to help you compare the cost of investing in the Fund with the costs of investing in other exchange-traded funds. The Example assumes that you invest $10,000 in the Fund for the time periods indicated and then redeem all of your shares at the end of those periods. The Example also assumes that your investment has a 5% return each year and that the Fund's operating expenses remain the same. Investors may pay brokerage commissions on their purchases and sales of Fund shares, which are not reflected in the Example. Although your actual costs may be higher or lower, based on these assumptions your costs would be:</p>"
Portfolio Turnover [Heading],c_S000026751_AAAA,,,,,"<p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;""><b>
                  Portfolio Turnover
               </b></p>"
Portfolio Turnover [Text Block],c_S000026751_AAAA,,,,,"<p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;"">The Fund pays transaction costs when it buys and sells securities (or ""turns over"" its portfolio). A higher portfolio turnover rate may indicate higher transaction costs and may result in higher taxes when Fund shares are held in a taxable account. These costs, which are not reflected in the Annual Fund Operating Expenses or in the Example tables, affect the Fund's performance. During the most recent fiscal year, the Fund's portfolio turnover rate was 229% of the average value of its portfolio.</p>"
Strategy [Heading],c_S000026751_AAAA,,,,,"<p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;""><b>
                  Principal Investment Strategies
               </b></p>"
Strategy Narrative [Text Block],c_S000026751_AAAA,,,,,"<p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;"">The Fund seeks to achieve its investment objective by investing under normal circumstances at least 65% of its total assets in a diversified portfolio of Fixed Income Instruments of varying maturities, which may be represented by forwards. ""Fixed Income Instruments"" include bonds, debt securities and other similar instruments issued by various U.S. and non-U.S. public- or private-sector entities. The average portfolio duration of this Fund will vary based on Pacific Investment Management Company LLC's (""PIMCO"") forecast for interest rates and will normally not exceed one year. Duration is a measure used to determine the sensitivity of a security's price to changes in interest rates. The longer a security's duration, the more sensitive it will be to changes in interest rates. The dollar-weighted average portfolio maturity of the Fund is normally not expected to exceed three years.</p>
            <p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;"">The Fund primarily invests in U.S. dollar-denominated investment grade debt securities, rated Baa or higher by Moody's Investors Service, Inc. (""Moody's""), or equivalently rated by Standard & Poor's Ratings Services (""S&P"") or Fitch, Inc. (""Fitch""), or, if unrated, determined by PIMCO to be of comparable quality. The Fund may invest, without limitation, in U.S. dollar-denominated securities and instruments of foreign issuers.</p>
            <p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;"">The Fund may invest, without limitation, in mortgage or asset-backed securities, including to-be-announced transactions. The Fund may purchase and sell securities on a when-issued, delayed delivery or forward commitment basis. The Fund may, without limitation, seek to obtain market exposure to the securities in which it primarily invests by entering into a series of purchase and sale contracts or by using other investment techniques (such as buy backs or dollar rolls).</p>"
Risk [Heading],c_S000026751_AAAA,,,,,"<p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;""><b>
                  Principal Risks

               </b></p>"
Risk Narrative [Text Block],c_S000026751_AAAA,,,,,"<p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;"">It is possible to lose money on an investment in the Fund. The principal risks of investing in the Fund, which could adversely affect its net asset value, yield and total return are:</p>


            <p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;"">
               <b>Market Trading Risk:</b> the risk that an active secondary trading market for Fund shares does not continue once developed, that the Fund may not continue to meet a listing exchange's trading or listing requirements, or that Fund shares trade at prices other than the Fund's net asset value</p>


            <p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;"">
               <b>Interest Rate Risk:</b> the risk that fixed income securities will decline in value because of an increase in interest rates; a fund with a longer average portfolio duration will be more sensitive to changes in interest rates than a fund with a shorter average portfolio duration</p>


            <p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;"">
               <b>Credit Risk:</b> the risk that the Fund could lose money if the issuer or guarantor of a fixed income security, or the counterparty to a forward commitment transaction, is unable or unwilling to meet its financial obligations</p>


            <p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;"">
               <b>Market Risk:</b> the risk that the value of securities owned by the Fund may go up or down, sometimes rapidly or unpredictably, due to factors affecting securities markets generally or particular sectors</p>


            <p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;"">
               <b>Issuer Risk:</b> the risk that the value of a security may decline for reasons directly related to the issuer, such as management performance, financial leverage and reduced demand for the issuer's goods or services</p>


            <p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;"">
               <b>Liquidity Risk:</b> the risk that a particular investment may be difficult to purchase or sell and that the Fund may be unable to sell illiquid securities at an advantageous time or price or achieve its desired level of exposure to a certain sector</p>


            <p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;"">
               <b>Mortgage-Related and Other Asset-Backed Risk:</b> the risk of investing in mortgage-related and other asset-backed securities, including interest rate risk, extension risk and prepayment risk</p>


            <p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;"">
               <b>Foreign (Non-U.S.) Investment Risk:</b> the risk that investing in foreign (non-U.S.) securities may result in the Fund experiencing more rapid and extreme changes in value than a fund that invests exclusively in securities of U.S. companies, due to smaller markets, differing reporting, accounting and auditing standards, increased risk of delayed settlements of portfolio transactions or loss of certificates of portfolio securities, and the risk of unfavorable foreign government actions, including nationalization, expropriation or confiscatory taxation, currency blockage, or political changes or diplomatic developments. Foreign securities may also be less liquid and more difficult to value than securities of U.S. issuers</p>


            <p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;"">
               <b>Leveraging Risk:</b> the risk that certain transactions of the Fund, such as reverse repurchase agreements, loans of portfolio securities, and the use of when-issued, delayed delivery or forward commitment transactions, may give rise to leverage, causing the Fund to be more volatile than if it had not been leveraged</p>


            <p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;"">
               <b>Management Risk:</b> the risk that the investment techniques and risk analyses applied by PIMCO and each portfolio manager will not produce the desired results, and that legislative, regulatory, or tax restrictions, policies or developments may affect the investment techniques available to PIMCO and each portfolio manager in connection with managing the Fund. There is no guarantee that the investment objective of the Fund will be achieved</p>


            <p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;"">Please see ""Description of Principal Risks"" in the Fund's prospectus for a more detailed description of the risks of investing in the Fund. An investment in the Fund is not a deposit of a bank and is not insured or guaranteed by the Federal Deposit Insurance Corporation or any other government agency.</p>"
Bar Chart and Performance Table [Heading],c_S000026751_AAAA,,,,,"<p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;""><b>
                  Performance Information

               </b></p>"
Performance Narrative [Text Block],c_S000026751_AAAA,,,,,"<p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;"">The performance information shows summary performance information for the Fund in a bar chart and an Average Annual Total Returns table. The information provides some indication of the risks of investing in the Fund by showing changes in its performance from year to year and by showing how the Fund's average annual returns compare with the returns of a broad-based securities market index. Absent any applicable fee waivers and/or expense limitations, if any, performance would have been lower. <i>The Fund's past performance, before and after taxes, is not necessarily an indication of how the Fund will perform in the future</i>.</p>
            <p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;"">The Citigroup 3-Month Treasury Bill Index is an unmanaged index representing monthly return equivalents of yield averages of the last 3 month Treasury Bill issues. The Fund began operations on 11/16/09. Index comparisons began on 11/30/09.</p>
            <p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;"">Performance is updated daily and quarterly and may be obtained at <u>www.pimcoetfs.com/fundinfo</u>.</p>"
Bar Chart [Heading],c_S000026751_AAAA,,,,,"<p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;""><b>
                  Calendar Year Total Returns*
               </b></p>"
Performance Table Heading,c_S000026751_AAAA,,,,,"<p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;""><b>
                  <b>
                     Average Annual Total Returns (for periods ended 12/31/11)
                  </b>
               </b></p>"
Annual Fund Operating Expenses [Table],c_S000026751_AAAA,,,,,"<div style=""display:none"">~ http://pimco/role/OperatingExpensesDataAAAA column period compact * column rr_ProspectusShareClassAxis compact * row primary compact * row dei_LegalEntityAxis compact pimco_S000026751Member ~</div>"
Management Fees,c_S000026751_C000080241_AAAA,Ratio,INF,,,0.0035
Distribution and/or Service (12b-1) Fees,c_S000026751_C000080241_AAAA,Ratio,,,,(nil)
Total Annual Fund Operating Expenses,c_S000026751_C000080241_AAAA,Ratio,INF,,,0.0035
"Expense Example, No Redemption [Table]",c_S000026751_AAAA,,,,,"<div style=""display:none"">~ http://pimco/role/ExpenseExampleNoRedemptionAAAA column period compact * column rr_ProspectusShareClassAxis compact * row primary compact * row dei_LegalEntityAxis compact pimco_S000026751Member ~</div>"
"Expense Example, No Redemption, 1 Year",c_S000026751_C000080241_AAAA,USD,0,,,36
"Expense Example, No Redemption, 3 Years",c_S000026751_C000080241_AAAA,USD,0,,,113
"Expense Example, No Redemption, 5 Years",c_S000026751_C000080241_AAAA,USD,0,,,197
"Expense Example, No Redemption, 10 Years",c_S000026751_C000080241_AAAA,USD,0,,,443
Bar Chart [Table],c_S000026751_AAAA,,,,,"<div style=""display:none"">~ http://pimco/role/BarChartDataAAAA column period compact * column rr_ProspectusShareClassAxis compact * row primary compact * row dei_LegalEntityAxis compact pimco_S000026751Member ~</div>"
Annual Return 2010,c_S000026751_C000080241_AAAA,Ratio,INF,,,0.0172
Annual Return 2011,c_S000026751_C000080241_AAAA,Ratio,INF,,,0.0042
Performance [Table],c_S000026751_AAAA,,,,,"<div style=""display:none"">~ http://pimco/role/PerformanceTableDataAAAA column period compact * column rr_ProspectusShareClassAxis compact * row primary compact * row dei_LegalEntityAxis compact pimco_S000026751Member ~</div>"
1 Year,c_S000026751_C000080241_AAAA,Ratio,INF,,,0.0042
1 Year,c_S000026751_C000080241_AfterTaxesOnDistributions_AAAA,Ratio,INF,,,0.0006
1 Year,c_S000026751_C000080241_AfterTaxesOnDistributionsAndSales_AAAA,Ratio,INF,,,0.0027
1 Year,c_S000026751_benchmark014_AAAA,Ratio,INF,,,0.0008
Since Inception,c_S000026751_C000080241_AAAA,Ratio,INF,,,0.0101
Since Inception,c_S000026751_C000080241_AfterTaxesOnDistributions_AAAA,Ratio,INF,,,0.0066
Since Inception,c_S000026751_C000080241_AfterTaxesOnDistributionsAndSales_AAAA,Ratio,INF,,,0.0066
Since Inception,c_S000026751_benchmark014_AAAA,Ratio,INF,,,0.001
Objective [Heading],c_S000033631_AAAA,,,,,"<p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;""><b>
                  Investment Objective
               </b></p>"
"Objective, Primary [Text Block]",c_S000033631_AAAA,,,,,"<p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;"">The Fund seeks maximum total return, consistent with prudent investment management.</p>"
Expense [Heading],c_S000033631_AAAA,,,,,"<p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;""><b>
                  Fees and Expenses of the Fund


               </b></p>"
Expense Narrative [Text Block],c_S000033631_AAAA,,,,,"<p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;"">This table describes the fees and expenses that you may pay if you buy and hold shares of the Fund:</p>"
Shareholder Fees Caption [Text],c_S000033631_AAAA,,,,,"<p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;""><b>

                     <b>Shareholder Fees (fees paid directly from your investment):</b> None
               </b></p>"
Operating Expenses Caption [Text],c_S000033631_AAAA,,,,,"<p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;""><b>
                  <b>
                     Annual Fund Operating Expenses (expenses that you pay each year as a percentage of the value of your investment):
                  </b>
               </b></p>"
Expense Example Narrative [Text Block],c_S000033631_AAAA,,,,,"<p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;"">
               <b>Example.</b> The Example is intended to help you compare the cost of investing in the Fund with the costs of investing in other exchange-traded funds. The Example assumes that you invest $10,000 in the Fund for the time periods indicated and then redeem all of your shares at the end of those periods. The Example also assumes that your investment has a 5% return each year and that the Fund's operating expenses remain the same. Investors may pay brokerage commissions on their purchases and sales of Fund shares, which are not reflected in the Example. Although your actual costs may be higher or lower, based on these assumptions your costs would be:</p>"
Portfolio Turnover [Heading],c_S000033631_AAAA,,,,,"<p style=""font-size:12;padding-top:2;padding-bottom:0;padding-left:0;""><b>
                  Portfolio Turnover
               </b></p>"
