Label,contextRef,unitRef,Dec,Prec,Lang,Value
Bar Chart [Heading],Duration_29Jan2012_28Jan2013S000002520_MemberBlackrock_Member,,,,,<b>BlackRock Shares</b><br/><b>ANNUAL TOTAL RETURNS</b><br/><b>BlackRock Capital Appreciation Fund</b><b><br/>As of 12/31</b>
Bar Chart Closing [Text Block],Duration_29Jan2012_28Jan2013S000002520_MemberBlackrock_Member,,,,,"During the ten-year period shown in the bar chart, the highest return for a quarter was 16.64% (quarter ended September 30, 2009) and the lowest return for a quarter was &#8211;22.85% (quarter ended December 31, 2008)."
Performance Table Heading,Duration_29Jan2012_28Jan2013S000002520_MemberBlackrock_Member,,,,,<b>As of 12/31/12<b><br/><b>Average Annual Total Returns </b>
Portfolio Turnover [Text Block],Duration_29Jan2012_28Jan2013S000002520_MemberBlackrock_Member,,,,,"The Fund pays transaction costs, such as commissions, when it buys and sells securities (or &#8220;turns over&#8221; its portfolio). A higher portfolio turnover may indicate higher transaction costs and may result in higher taxes when shares are held in a taxable account. These costs, which are not reflected in annual fund operating expenses or in the example, affect the Fund&#8217;s performance. During the most recent fiscal year, the Fund&#8217;s portfolio turnover rate was 77% of the average value of its portfolio."
Strategy Narrative [Text Block],Duration_29Jan2012_28Jan2013S000002520_MemberBlackrock_Member,,,,,"The Fund will seek to achieve its investment objective by investing primarily in a diversified portfolio consisting primarily of common stock of U.S. companies that Fund management believes have exhibited above-average growth rates in earnings over the long term. In other words, Fund management tries to choose investments that will increase in value over the long term.<br/><br/>The Fund will generally invest at least 65% of its total assets in the following equity securities:<ul type=""square""><li style=""margin-left: -20px"">Common stock;</li></ul><ul type=""square""><li style=""margin-left: -20px"">Convertible preferred stock;</li></ul><ul type=""square""><li style=""margin-left: -20px"">Securities convertible into common stock; and</li></ul><ul type=""square""><li style=""margin-left: -20px"">Rights to subscribe to common stock.</li></ul>Of these securities the Fund generally seeks to invest primarily in common stock.<br/><br/>The Fund may invest in companies of any size but emphasizes investments in companies that have medium to large stock market capitalizations (currently, approximately $2 billion or more).<br/><br/>Convertible securities generally are debt securities or preferred stock that may be converted into common stock. Convertible securities typically pay current income as either interest (debt security convertibles) or dividends (preferred stock). A convertible&#8217;s value usually reflects both the stream of current income payments and the market value of the underlying common stock. The Fund may purchase securities pursuant to the exercise of subscription rights, which allow an issuer&#8217;s existing shareholders to purchase additional common stock at a price substantially below the market price of the shares."
Risk Narrative [Text Block],Duration_29Jan2012_28Jan2013S000002520_MemberBlackrock_Member,,,,,"Risk is inherent in all investing. The value of your investment in the Fund, as well as the amount of return you receive on your investment, may fluctuate significantly from day to day and over time. You may lose part or all of your investment in the Fund or your investment may not perform as well as other similar investments. The following is a summary description of principal risks of investing in the Fund.<ul type=""square""><li style=""margin-left: -20px""><b>Convertible Securities Risk &#8212;</b> The market value of a convertible security performs like that of a regular debt security; that is, if market interest rates rise, the value of a convertible security usually falls. In addition, convertible securities are subject to the risk that the issuer will not be able to pay interest or dividends when due, and their market value may change based on changes in the issuer&#8217;s credit rating or the market&#8217;s perception of the issuer&#8217;s creditworthiness. Since it derives a portion of its value from the common stock into which it may be converted, a convertible security is also subject to the same types of market and issuer risks that apply to the underlying common stock.</li></ul><ul type=""square""><li style=""margin-left: -20px""><b>Equity Securities Risk &#8212;</b> Stock markets are volatile. The price of equity securities fluctuates based on changes in a company&#8217;s financial condition and overall market and economic conditions.</li></ul><ul type=""square""><li style=""margin-left: -20px""><b>Investment Style Risk &#8212; </b>  Under certain market conditions, growth investments have performed better during the later stages of economic expansion. Therefore, this investment style may over time go in and out of favor. At times when the investment style used by the Fund is out of favor, the Fund may underperform other equity funds that use different investment styles.</li></ul><ul type=""square""><li style=""margin-left: -20px""><b>Market Risk and Selection Risk &#8212; </b>  Market risk is the risk that one or more markets in which the Fund invests will go down in value, including the possibility that the markets will go down sharply and unpredictably. Selection risk is the risk that the securities selected by Fund management will underperform the markets, the relevant indices or the securities selected by other funds with similar investment objectives and investment strategies. This means you may lose money.</li></ul><ul type=""square""><li style=""margin-left: -20px""><b>Mid Cap Securities Risk </b> &#8212; The securities of mid cap companies generally trade in lower volumes and are generally subject to greater and less predictable price changes than the securities of larger capitalization companies.</li></ul>"
Performance Narrative [Text Block],Duration_29Jan2012_28Jan2013S000002520_MemberBlackrock_Member,,,,,"The information shows you how the Fund&#8217;s performance has varied year by year and provides some indication of the risks of investing in the Fund. Effective June 28, 2010, the Fund reorganized with the BlackRock Capital Appreciation Portfolio (the &#8220;Predecessor Fund&#8221;), a series of BlackRock Funds<sup>SM</sup> (the &#8220;Reorganization&#8221;), and the Predecessor Fund&#8217;s performance and financial history has been adopted by the Fund from the date of the Reorganization. The performance of BlackRock Shares of the Fund is based off of the performance of Institutional Shares of the Predecessor Fund, with no adjustments. On January 31, 2005, the Predecessor Fund reorganized with the State Street Research Legacy Fund (the &#8220;SSR Fund&#8221;), which had investment goals and strategies substantially similar to the Fund. For periods prior to January 31, 2005, the chart and table show performance information for the SSR Fund. The table compares the Fund&#8217;s performance to that of the Russell 1000<sup>&#174;</sup> Growth Index and the S&P 500<sup>&#174;</sup> Index, which are relevant to the Fund because they have characteristics similar to the Fund&#8217;s investment strategy. As with all such investments, past performance (before and after taxes) is not an indication of future results. If the Fund&#8217;s investment manager and its affiliates had not waived or reimbursed certain Fund expenses during these periods, the Fund&#8217;s returns would have been lower. Updated information on the Fund&#8217;s performance can be obtained by visiting http://www.blackrock.com/funds or can be obtained by phone at (800) 882-0052."
Performance Table Narrative,Duration_29Jan2012_28Jan2013S000002520_MemberBlackrock_Member,,,,,"After-tax returns are calculated using the historical highest individual Federal marginal income tax rates and do not reflect the impact of state and local taxes. Actual after-tax returns depend on the investor&#8217;s tax situation and may differ from those shown, and the after-tax returns shown are not relevant to investors who hold their shares through tax-deferred arrangements such as 401(k) plans or individual retirement accounts."
"Fee Waiver or Reimbursement over Assets, Date of Termination",Duration_29Jan2012_28Jan2013S000002520_MemberBlackrock_Member,,,,,"February 1, 2023"
"Portfolio Turnover, Rate",Duration_29Jan2012_28Jan2013S000002520_MemberBlackrock_Member,pure,4,,,0.7700
Risk Lose Money [Text],Duration_29Jan2012_28Jan2013S000002520_MemberBlackrock_Member,,,,,You may lose part or all of your investment in the Fund or your investment may not perform as well as other similar investments.
Performance Information Illustrates Variability of Returns [Text],Duration_29Jan2012_28Jan2013S000002520_MemberBlackrock_Member,,,,,The information shows you how the Fund's performance has varied year by year and provides some indication of the risks of investing in the Fund.
Performance Availability Phone [Text],Duration_29Jan2012_28Jan2013S000002520_MemberBlackrock_Member,,,,,(800) 882-0052
Performance Availability Website Address [Text],Duration_29Jan2012_28Jan2013S000002520_MemberBlackrock_Member,,,,,http://www.blackrock.com/funds
Performance Past Does Not Indicate Future [Text],Duration_29Jan2012_28Jan2013S000002520_MemberBlackrock_Member,,,,,"As with all such investments, past performance (before and after taxes) is not an indication of future results."
Performance Table Uses Highest Federal Rate,Duration_29Jan2012_28Jan2013S000002520_MemberBlackrock_Member,,,,,After-tax returns are calculated using the historical highest individual Federal marginal income tax rates and do not reflect the impact of state and local taxes.
Performance Table Not Relevant to Tax Deferred,Duration_29Jan2012_28Jan2013S000002520_MemberBlackrock_Member,,,,,"Actual after-tax returns depend on the investor&#8217;s tax situation and may differ from those shown, and the after-tax returns shown are not relevant to investors who hold their shares through tax-deferred arrangements such as 401(k) plans or individual retirement accounts."
Portfolio Turnover [Heading],Duration_29Jan2012_28Jan2013S000002520_MemberInvestorInstitutionalAndClassRShares_Member,,,,,<b>Portfolio Turnover:</b>
Portfolio Turnover [Text Block],Duration_29Jan2012_28Jan2013S000002520_MemberInvestorInstitutionalAndClassRShares_Member,,,,,"The Fund pays transaction costs, such as commissions, when it buys and sells securities (or &#8220;turns over&#8221; its portfolio). A higher portfolio turnover may indicate higher transaction costs and may result in higher taxes when shares are held in a taxable account. These costs, which are not reflected in annual fund operating expenses or in the example, affect the Fund&#8217;s performance. During the most recent fiscal year, the Fund&#8217;s portfolio turnover rate was 77% of the average value of its portfolio."
Strategy [Heading],Duration_29Jan2012_28Jan2013S000002520_MemberInvestorInstitutionalAndClassRShares_Member,,,,,"<b><a name=""e48735_1toc3""></a>Principal Investment Strategies of the Fund </b>"
"Expense Example, with Redemption, 1 Year",Duration_29Jan2012_28Jan2013S000002520_MemberC000088417_MemberBlackrock_Member,USD,INF,,,74
"Expense Example, with Redemption, 3 Years",Duration_29Jan2012_28Jan2013S000002520_MemberC000088417_MemberBlackrock_Member,USD,INF,,,230
"Expense Example, with Redemption, 5 Years",Duration_29Jan2012_28Jan2013S000002520_MemberC000088417_MemberBlackrock_Member,USD,INF,,,401
"Expense Example, with Redemption, 10 Years",Duration_29Jan2012_28Jan2013S000002520_MemberC000088417_MemberBlackrock_Member,USD,INF,,,894
Annual Return 2003,Duration_29Jan2012_28Jan2013S000002520_MemberC000088417_MemberBlackrock_Member,pure,4,,,0.2926
Maximum Sales Charge Imposed on Purchases (as a percentage of Offering Price),Duration_29Jan2012_28Jan2013S000002520_MemberC000006953_MemberInvestorInstitutionalAndClassRShares_Member,pure,4,,,0.0000
Maximum Sales Charge Imposed on Purchases (as a percentage of Offering Price),Duration_29Jan2012_28Jan2013S000002520_MemberC000006954_MemberInvestorInstitutionalAndClassRShares_Member,pure,4,,,0.0000
Maximum Sales Charge Imposed on Purchases (as a percentage of Offering Price),Duration_29Jan2012_28Jan2013S000002520_MemberC000006955_MemberInvestorInstitutionalAndClassRShares_Member,pure,4,,,0.0000
Maximum Sales Charge Imposed on Purchases (as a percentage of Offering Price),Duration_29Jan2012_28Jan2013S000002520_MemberC000006952_MemberInvestorInstitutionalAndClassRShares_Member,pure,4,,,0.0525
Maximum Sales Charge Imposed on Purchases (as a percentage of Offering Price),Duration_29Jan2012_28Jan2013S000002520_MemberC000006956_MemberInvestorInstitutionalAndClassRShares_Member,pure,4,,,0.0000
Annual Return 2004,Duration_29Jan2012_28Jan2013S000002520_MemberC000088417_MemberBlackrock_Member,pure,4,,,0.1002
Annual Return 2005,Duration_29Jan2012_28Jan2013S000002520_MemberC000088417_MemberBlackrock_Member,pure,4,,,0.0674
Annual Return 2006,Duration_29Jan2012_28Jan2013S000002520_MemberC000088417_MemberBlackrock_Member,pure,4,,,0.0410
Annual Return 2007,Duration_29Jan2012_28Jan2013S000002520_MemberC000088417_MemberBlackrock_Member,pure,4,,,0.1884
Annual Return 2008,Duration_29Jan2012_28Jan2013S000002520_MemberC000088417_MemberBlackrock_Member,pure,4,,,-0.3621
Annual Return 2009,Duration_29Jan2012_28Jan2013S000002520_MemberC000088417_MemberBlackrock_Member,pure,4,,,0.3687
Maximum Deferred Sales Charge (as a percentage of Offering Price),Duration_29Jan2012_28Jan2013S000002520_MemberC000006952_MemberInvestorInstitutionalAndClassRShares_Member,pure,4,,,0.0000
Maximum Deferred Sales Charge (as a percentage of Offering Price),Duration_29Jan2012_28Jan2013S000002520_MemberC000006953_MemberInvestorInstitutionalAndClassRShares_Member,pure,4,,,0.0450
Maximum Deferred Sales Charge (as a percentage of Offering Price),Duration_29Jan2012_28Jan2013S000002520_MemberC000006954_MemberInvestorInstitutionalAndClassRShares_Member,pure,4,,,0.0100
Maximum Deferred Sales Charge (as a percentage of Offering Price),Duration_29Jan2012_28Jan2013S000002520_MemberC000006955_MemberInvestorInstitutionalAndClassRShares_Member,pure,4,,,0.0000
Maximum Deferred Sales Charge (as a percentage of Offering Price),Duration_29Jan2012_28Jan2013S000002520_MemberC000006956_MemberInvestorInstitutionalAndClassRShares_Member,pure,4,,,0.0000
"Expense Example, With Redemption [Table]",Duration_29Jan2012_28Jan2013S000002520_MemberBlackrock_Member,,,,,"<div style=""display:none"">~ http://www.blackrock.com/role/ScheduleExpenseExampleTransposedBLACKROCKCAPITALAPPRECIATIONFUND,INC.BlackRockShares column period compact * ~</div>"
Management Fees (as a percentage of Assets),Duration_29Jan2012_28Jan2013S000002520_MemberC000006952_MemberInvestorInstitutionalAndClassRShares_Member,pure,4,,,0.0061
Management Fees (as a percentage of Assets),Duration_29Jan2012_28Jan2013S000002520_MemberC000006953_MemberInvestorInstitutionalAndClassRShares_Member,pure,4,,,0.0061
Management Fees (as a percentage of Assets),Duration_29Jan2012_28Jan2013S000002520_MemberC000006954_MemberInvestorInstitutionalAndClassRShares_Member,pure,4,,,0.0061
Management Fees (as a percentage of Assets),Duration_29Jan2012_28Jan2013S000002520_MemberC000006955_MemberInvestorInstitutionalAndClassRShares_Member,pure,4,,,0.0061
Management Fees (as a percentage of Assets),Duration_29Jan2012_28Jan2013S000002520_MemberC000006956_MemberInvestorInstitutionalAndClassRShares_Member,pure,4,,,0.0061
Distribution and Service (12b-1) Fees,Duration_29Jan2012_28Jan2013S000002520_MemberC000006952_MemberInvestorInstitutionalAndClassRShares_Member,pure,4,,,0.0025
Distribution and Service (12b-1) Fees,Duration_29Jan2012_28Jan2013S000002520_MemberC000006953_MemberInvestorInstitutionalAndClassRShares_Member,pure,4,,,0.0100
Distribution and Service (12b-1) Fees,Duration_29Jan2012_28Jan2013S000002520_MemberC000006954_MemberInvestorInstitutionalAndClassRShares_Member,pure,4,,,0.0100
Distribution and Service (12b-1) Fees,Duration_29Jan2012_28Jan2013S000002520_MemberC000006955_MemberInvestorInstitutionalAndClassRShares_Member,pure,4,,,0.0000
Distribution and Service (12b-1) Fees,Duration_29Jan2012_28Jan2013S000002520_MemberC000006956_MemberInvestorInstitutionalAndClassRShares_Member,pure,4,,,0.0050
Other Expenses (as a percentage of Assets):,Duration_29Jan2012_28Jan2013S000002520_MemberC000006952_MemberInvestorInstitutionalAndClassRShares_Member,pure,4,,,0.0023
Other Expenses (as a percentage of Assets):,Duration_29Jan2012_28Jan2013S000002520_MemberC000006953_MemberInvestorInstitutionalAndClassRShares_Member,pure,4,,,0.0043
Other Expenses (as a percentage of Assets):,Duration_29Jan2012_28Jan2013S000002520_MemberC000006954_MemberInvestorInstitutionalAndClassRShares_Member,pure,4,,,0.0031
Other Expenses (as a percentage of Assets):,Duration_29Jan2012_28Jan2013S000002520_MemberC000006955_MemberInvestorInstitutionalAndClassRShares_Member,pure,4,,,0.0023
Other Expenses (as a percentage of Assets):,Duration_29Jan2012_28Jan2013S000002520_MemberC000006956_MemberInvestorInstitutionalAndClassRShares_Member,pure,4,,,0.0028
Total Annual Fund Operating Expenses,Duration_29Jan2012_28Jan2013S000002520_MemberC000006952_MemberInvestorInstitutionalAndClassRShares_Member,pure,4,,,0.0109
Total Annual Fund Operating Expenses,Duration_29Jan2012_28Jan2013S000002520_MemberC000006953_MemberInvestorInstitutionalAndClassRShares_Member,pure,4,,,0.0204
Total Annual Fund Operating Expenses,Duration_29Jan2012_28Jan2013S000002520_MemberC000006954_MemberInvestorInstitutionalAndClassRShares_Member,pure,4,,,0.0192
Total Annual Fund Operating Expenses,Duration_29Jan2012_28Jan2013S000002520_MemberC000006955_MemberInvestorInstitutionalAndClassRShares_Member,pure,4,,,0.0084
Total Annual Fund Operating Expenses,Duration_29Jan2012_28Jan2013S000002520_MemberC000006956_MemberInvestorInstitutionalAndClassRShares_Member,pure,4,,,0.0139
Fee Waiver or Reimbursement,Duration_29Jan2012_28Jan2013S000002520_MemberC000006952_MemberInvestorInstitutionalAndClassRShares_Member,pure,,,,(nil)
Fee Waiver or Reimbursement,Duration_29Jan2012_28Jan2013S000002520_MemberC000006953_MemberInvestorInstitutionalAndClassRShares_Member,pure,,,,(nil)
Fee Waiver or Reimbursement,Duration_29Jan2012_28Jan2013S000002520_MemberC000006954_MemberInvestorInstitutionalAndClassRShares_Member,pure,,,,(nil)
Fee Waiver or Reimbursement,Duration_29Jan2012_28Jan2013S000002520_MemberC000006955_MemberInvestorInstitutionalAndClassRShares_Member,pure,,,,(nil)
Fee Waiver or Reimbursement,Duration_29Jan2012_28Jan2013S000002520_MemberC000006956_MemberInvestorInstitutionalAndClassRShares_Member,pure,,,,(nil)
Net Expenses (as a percentage of Assets),Duration_29Jan2012_28Jan2013S000002520_MemberC000006952_MemberInvestorInstitutionalAndClassRShares_Member,pure,4,,,0.0109
Net Expenses (as a percentage of Assets),Duration_29Jan2012_28Jan2013S000002520_MemberC000006953_MemberInvestorInstitutionalAndClassRShares_Member,pure,4,,,0.0204
Net Expenses (as a percentage of Assets),Duration_29Jan2012_28Jan2013S000002520_MemberC000006954_MemberInvestorInstitutionalAndClassRShares_Member,pure,4,,,0.0192
Net Expenses (as a percentage of Assets),Duration_29Jan2012_28Jan2013S000002520_MemberC000006955_MemberInvestorInstitutionalAndClassRShares_Member,pure,4,,,0.0084
Net Expenses (as a percentage of Assets),Duration_29Jan2012_28Jan2013S000002520_MemberC000006956_MemberInvestorInstitutionalAndClassRShares_Member,pure,4,,,0.0139
Annual Return 2011,Duration_29Jan2012_28Jan2013S000002520_MemberC000088417_MemberBlackrock_Member,pure,4,,,-0.0878
Annual Return 2012,Duration_29Jan2012_28Jan2013S000002520_MemberC000088417_MemberBlackrock_Member,pure,4,,,0.1429
Bar Chart [Table],Duration_29Jan2012_28Jan2013S000002520_MemberBlackrock_Member,,,,,"<div style=""display:none"">~ http://www.blackrock.com/role/ScheduleAnnualTotalReturnsBLACKROCKCAPITALAPPRECIATIONFUND,INC.BlackRockSharesBarChart column period compact * ~</div>"
"Highest Quarterly Return, Label",Duration_29Jan2012_28Jan2013S000002520_MemberC000088417_MemberBlackrock_Member,,,,,highest return
"Highest Quarterly Return, Date",Duration_29Jan2012_28Jan2013S000002520_MemberC000088417_MemberBlackrock_Member,,,,,2009-09-30
Highest Quarterly Return,Duration_29Jan2012_28Jan2013S000002520_MemberC000088417_MemberBlackrock_Member,pure,4,,,0.1664
"Lowest Quarterly Return, Label",Duration_29Jan2012_28Jan2013S000002520_MemberC000088417_MemberBlackrock_Member,,,,,lowest return
"Lowest Quarterly Return, Date",Duration_29Jan2012_28Jan2013S000002520_MemberC000088417_MemberBlackrock_Member,,,,,2008-12-31
Lowest Quarterly Return,Duration_29Jan2012_28Jan2013S000002520_MemberC000088417_MemberBlackrock_Member,pure,4,,,-0.2285
"Expense Example, with Redemption, 1 Year",Duration_29Jan2012_28Jan2013S000002520_MemberC000006952_MemberInvestorInstitutionalAndClassRShares_Member,USD,INF,,,630
"Expense Example, with Redemption, 1 Year",Duration_29Jan2012_28Jan2013S000002520_MemberC000006953_MemberInvestorInstitutionalAndClassRShares_Member,USD,INF,,,657
"Expense Example, with Redemption, 1 Year",Duration_29Jan2012_28Jan2013S000002520_MemberC000006954_MemberInvestorInstitutionalAndClassRShares_Member,USD,INF,,,295
"Expense Example, with Redemption, 1 Year",Duration_29Jan2012_28Jan2013S000002520_MemberC000006955_MemberInvestorInstitutionalAndClassRShares_Member,USD,INF,,,86
"Expense Example, with Redemption, 1 Year",Duration_29Jan2012_28Jan2013S000002520_MemberC000006956_MemberInvestorInstitutionalAndClassRShares_Member,USD,INF,,,142
Performance [Table],Duration_29Jan2012_28Jan2013S000002520_MemberBlackrock_Member,,,,,"<div style=""display:none"">~ http://www.blackrock.com/role/ScheduleAverageAnnualTotalReturnsTransposedBLACKROCKCAPITALAPPRECIATIONFUND,INC.BlackRockShares column period compact * ~</div>"
1 Year,Duration_29Jan2012_28Jan2013S000002520_MemberC000088417_MemberBlackrock_Member,pure,4,,,0.1429
1 Year,Duration_29Jan2012_28Jan2013AfterTaxesOnDistributions_MemberS000002520_MemberC000088417_MemberBlackrock_Member,pure,4,,,0.1417
1 Year,Duration_29Jan2012_28Jan2013AfterTaxesOnDistributionsAndSales_MemberS000002520_MemberC000088417_MemberBlackrock_Member,pure,4,,,0.0946
"Expense Example, with Redemption, 3 Years",Duration_29Jan2012_28Jan2013S000002520_MemberC000006952_MemberInvestorInstitutionalAndClassRShares_Member,USD,INF,,,853
1 Year,Duration_29Jan2012_28Jan2013S000002520_MemberBlackrock_MemberRussellOneThousandGrowthIndex_Member,pure,4,,,0.1526
"Expense Example, with Redemption, 3 Years",Duration_29Jan2012_28Jan2013S000002520_MemberC000006953_MemberInvestorInstitutionalAndClassRShares_Member,USD,INF,,,990
1 Year,Duration_29Jan2012_28Jan2013S000002520_MemberBlackrock_MemberStandardAndPoorsFiveHundredIndex_Member,pure,4,,,0.1600
"Expense Example, with Redemption, 3 Years",Duration_29Jan2012_28Jan2013S000002520_MemberC000006954_MemberInvestorInstitutionalAndClassRShares_Member,USD,INF,,,603
"Expense Example, with Redemption, 3 Years",Duration_29Jan2012_28Jan2013S000002520_MemberC000006955_MemberInvestorInstitutionalAndClassRShares_Member,USD,INF,,,268
"Expense Example, with Redemption, 3 Years",Duration_29Jan2012_28Jan2013S000002520_MemberC000006956_MemberInvestorInstitutionalAndClassRShares_Member,USD,INF,,,440
5 Years,Duration_29Jan2012_28Jan2013S000002520_MemberC000088417_MemberBlackrock_Member,pure,4,,,0.0172
5 Years,Duration_29Jan2012_28Jan2013AfterTaxesOnDistributions_MemberS000002520_MemberC000088417_MemberBlackrock_Member,pure,4,,,0.0169
5 Years,Duration_29Jan2012_28Jan2013AfterTaxesOnDistributionsAndSales_MemberS000002520_MemberC000088417_MemberBlackrock_Member,pure,4,,,0.0147
5 Years,Duration_29Jan2012_28Jan2013S000002520_MemberBlackrock_MemberRussellOneThousandGrowthIndex_Member,pure,4,,,0.0312
5 Years,Duration_29Jan2012_28Jan2013S000002520_MemberBlackrock_MemberStandardAndPoorsFiveHundredIndex_Member,pure,4,,,0.0166
10 Years,Duration_29Jan2012_28Jan2013S000002520_MemberC000088417_MemberBlackrock_Member,pure,4,,,0.0742
10 Years,Duration_29Jan2012_28Jan2013AfterTaxesOnDistributions_MemberS000002520_MemberC000088417_MemberBlackrock_Member,pure,4,,,0.0740
10 Years,Duration_29Jan2012_28Jan2013AfterTaxesOnDistributionsAndSales_MemberS000002520_MemberC000088417_MemberBlackrock_Member,pure,4,,,0.0656
10 Years,Duration_29Jan2012_28Jan2013S000002520_MemberBlackrock_MemberRussellOneThousandGrowthIndex_Member,pure,4,,,0.0752
10 Years,Duration_29Jan2012_28Jan2013S000002520_MemberBlackrock_MemberStandardAndPoorsFiveHundredIndex_Member,pure,4,,,0.0710
Annual Return 2010,Duration_29Jan2012_28Jan2013S000002520_MemberC000088417_MemberBlackrock_Member,pure,4,,,0.1967
"Expense Example, with Redemption, 5 Years",Duration_29Jan2012_28Jan2013S000002520_MemberC000006952_MemberInvestorInstitutionalAndClassRShares_Member,USD,INF,,,"1,094"
"Expense Example, with Redemption, 5 Years",Duration_29Jan2012_28Jan2013S000002520_MemberC000006953_MemberInvestorInstitutionalAndClassRShares_Member,USD,INF,,,"1,298"
"Expense Example, with Redemption, 5 Years",Duration_29Jan2012_28Jan2013S000002520_MemberC000006954_MemberInvestorInstitutionalAndClassRShares_Member,USD,INF,,,"1,037"
"Expense Example, with Redemption, 5 Years",Duration_29Jan2012_28Jan2013S000002520_MemberC000006955_MemberInvestorInstitutionalAndClassRShares_Member,USD,INF,,,466
"Expense Example, with Redemption, 5 Years",Duration_29Jan2012_28Jan2013S000002520_MemberC000006956_MemberInvestorInstitutionalAndClassRShares_Member,USD,INF,,,761
"Expense Example, with Redemption, 10 Years",Duration_29Jan2012_28Jan2013S000002520_MemberC000006952_MemberInvestorInstitutionalAndClassRShares_Member,USD,INF,,,"1,784"
"Expense Example, with Redemption, 10 Years",Duration_29Jan2012_28Jan2013S000002520_MemberC000006953_MemberInvestorInstitutionalAndClassRShares_Member,USD,INF,,,"2,124"
"Expense Example, with Redemption, 10 Years",Duration_29Jan2012_28Jan2013S000002520_MemberC000006954_MemberInvestorInstitutionalAndClassRShares_Member,USD,INF,,,"2,243"
"Expense Example, with Redemption, 10 Years",Duration_29Jan2012_28Jan2013S000002520_MemberC000006955_MemberInvestorInstitutionalAndClassRShares_Member,USD,INF,,,"1,037"
"Expense Example, with Redemption, 10 Years",Duration_29Jan2012_28Jan2013S000002520_MemberC000006956_MemberInvestorInstitutionalAndClassRShares_Member,USD,INF,,,"1,669"
"Expense Example, No Redemption, 1 Year",Duration_29Jan2012_28Jan2013S000002520_MemberC000006953_MemberInvestorInstitutionalAndClassRShares_Member,USD,INF,,,207
"Expense Example, No Redemption, 1 Year",Duration_29Jan2012_28Jan2013S000002520_MemberC000006954_MemberInvestorInstitutionalAndClassRShares_Member,USD,INF,,,195
"Expense Example, No Redemption, 3 Years",Duration_29Jan2012_28Jan2013S000002520_MemberC000006953_MemberInvestorInstitutionalAndClassRShares_Member,USD,INF,,,640
"Expense Example, No Redemption, 3 Years",Duration_29Jan2012_28Jan2013S000002520_MemberC000006954_MemberInvestorInstitutionalAndClassRShares_Member,USD,INF,,,603
