Label,contextRef,unitRef,Dec,Prec,Lang,Value
Bar Chart Narrative,v_Participant_S000002233,,,,,"<p>The following bar chart and table are intended to help you understand the risks of investing in the Fund. The bar chart shows how the performance of the Fund has varied from one calendar year to another over the periods shown. The table shows how the average annual total returns compare with those of comparative benchmarks, which have investment characteristics similar to those of the Fund. Returns for the iMoneyNet Money Fund Report's 100% Treasury Funds Average are derived from data provided by iMoneyNet, Inc.; returns for the U.S. Treasury Money Market Funds Average are derived from data provided by Lipper Inc. Keep in mind that the Fund's past performance does not indicate how the Fund will perform in the future. Updated performance information is available online at vanguard.com/performance or by calling Vanguard toll-free at 800-662-7447.</p>"
EXAMPLE,v_Participant_S000002233,,,,,<p>Example</p>
"Expense Example, Narrative [Text Block]",v_Participant_S000002233,,,,,"<p>The following example is intended to help you compare the cost of investing in the Fund with the cost of investing in other mutual funds. It illustrates the hypothetical expenses that you would incur over various periods if you invest $10,000 in the Fund's shares. This example assumes that the Fund provides a return of 5% a year and that total annual fund operating expenses remain as stated in the preceding table. The results apply whether or not you redeem your investment at the end of the given period. Although your actual costs may be higher or lower, based on these assumptions your costs would be:</p>"
Fees and Expenses of the Fund,v_Participant_S000002233,,,,,<p>The following table describes the fees and expenses you may pay if you buy and hold shares of the Fund.</p>
Investment objective,v_Participant_S000002233,,,,,<p>The Fund seeks to provide current income while maintaining liquidity and a stable share price of $1.</p>
Risk Narrative,v_Participant_S000002233,,,,,"<p>The Fund is designed for investors with a low tolerance for risk; however, the Fund is subject to the following risks, which could affect the Fund's performance:</p><p>Income risk, which is the chance that the Fund's income will decline because of falling interest rates. Because the Fund's income is based on short-term interest rates-which can fluctuate significantly over short periods-income risk is expected to be high.</p><p>Manager risk, which is the chance that poor security selection will cause the Fund to underperform relevant benchmarks or other funds with a similar investment objective. </p><p>An investment in the Fund is not a deposit of a bank and is not insured or guaranteed by the Federal Deposit Insurance Corporation or any other government agency. Although the Fund seeks to preserve the value of your investment at $1 per share, it is possible to lose money by investing in the Fund.</p>"
StrategyNarrative,v_Participant_S000002233,,,,,"<p>The Fund invests solely in high-quality, short-term money market securities whose interest and principal payments are backed by the full faith and credit of the U.S. government. At least 80% of the Fund's assets will be invested in U.S. Treasury securities; the remainder of the assets may be invested in securities issued by U.S. governmental agencies. The Fund maintains a dollar-weighted average maturity of 60 days or less and a dollar-weighted average life of 120 days or less.</p>"
Not Insured Depository Institution,v_Participant_S000002233,,,,,"<p>An investment in the Fund is not a deposit of a bank and is not insured or guaranteed by the Federal Deposit Insurance Corporation or any other government agency. Although the Fund seeks to preserve the value of your investment at $1 per share, it is possible to lose money by investing in the Fund.</p>"
Money Market Fund,v_Participant_S000002233,,,,,"<p>The Fund is designed for investors with a low tolerance for risk; however, the Fund is subject to the following risks, which could affect the Fund's performance:</p>"
Performance Information Illustrates Variability of Returns,v_Participant_S000002233,,,,,<p>The following bar chart and table are intended to help you understand the risks of investing in the Fund.</p>
Performance Availability Phone,v_Participant_S000002233,,,,,<p>800-662-7447</p>
Performance Availability Website Address,v_Participant_S000002233,,,,,<p>vanguard.com/performance </p>
Past Performance Does Not Indiciate Future Returns,v_Participant_S000002233,,,,,<p>Keep in mind that the Fund's past performance does not indicate how the Fund will perform in the future.</p>
Bar Chart Narrative,v_Retail_S000002233,,,,,"<p>The following bar chart and table are intended to help you understand the risks of investing in the Fund. The bar chart shows how the performance of the Fund has varied from one calendar year to another over the periods shown. The table shows how the average annual total returns compare with those of comparative benchmarks, which have investment characteristics similar to those of the Fund. Returns for the iMoneyNet Money Fund Report's 100% Treasury Funds Average are derived from data provided by iMoneyNet, Inc.; returns for the U.S. Treasury Money Market Funds Average are derived from data provided by Lipper Inc. Keep in mind that the Fund's past performance does not indicate how the Fund will perform in the future. Updated performance information is available online at vanguard.com/performance or by calling Vanguard toll-free at 800-662-7447.</p>"
EXAMPLE,v_Retail_S000002233,,,,,<p>Example</p>
"Expense Example, Narrative [Text Block]",v_Retail_S000002233,,,,,"<p>The following example is intended to help you compare the cost of investing in the Fund with the cost of investing in other mutual funds. It illustrates the hypothetical expenses that you would incur over various periods if you invest $10,000 in the Fund's shares. This example assumes that the Fund provides a return of 5% a year and that total annual fund operating expenses remain as stated in the preceding table. The results apply whether or not you redeem your investment at the end of the given period. Although your actual costs may be higher or lower, based on these assumptions your costs would be:</p>"
Fees and Expenses of the Fund,v_Retail_S000002233,,,,,<p>The following table describes the fees and expenses you may pay if you buy and hold shares of the Fund.</p>
Investment objective,v_Retail_S000002233,,,,,<p>The Fund seeks to provide current income while maintaining liquidity and a stable share price of $1.</p>
Risk Narrative,v_Retail_S000002233,,,,,"<p>The Fund is designed for investors with a low tolerance for risk; however, the Fund is subject to the following risks, which could affect the Fund's performance:</p><p>Income risk, which is the chance that the Fund's income will decline because of falling interest rates. Because the Fund's income is based on short-term interest rates-which can fluctuate significantly over short periods-income risk is expected to be high.</p><p>Manager risk, which is the chance that poor security selection will cause the Fund to underperform relevant benchmarks or other funds with a similar investment objective. </p><p>An investment in the Fund is not a deposit of a bank and is not insured or guaranteed by the Federal Deposit Insurance Corporation or any other government agency. Although the Fund seeks to preserve the value of your investment at $1 per share, it is possible to lose money by investing in the Fund.</p>"
StrategyNarrative,v_Retail_S000002233,,,,,"<p>The Fund invests solely in high-quality, short-term money market securities whose interest and principal payments are backed by the full faith and credit of the U.S. government. At least 80% of the Fund's assets will be invested in U.S. Treasury securities; the remainder of the assets may be invested in securities issued by U.S. governmental agencies. The Fund maintains a dollar-weighted average maturity of 60 days or less and a dollar-weighted average life of 120 days or less.</p>"
Not Insured Depository Institution,v_Retail_S000002233,,,,,"<p>An investment in the Fund is not a deposit of a bank and is not insured or guaranteed by the Federal Deposit Insurance Corporation or any other government agency. Although the Fund seeks to preserve the value of your investment at $1 per share, it is possible to lose money by investing in the Fund.</p>"
Money Market Fund,v_Retail_S000002233,,,,,"<p>The Fund is designed for investors with a low tolerance for risk; however, the Fund is subject to the following risks, which could affect the Fund's performance:</p>"
Performance Information Illustrates Variability of Returns,v_Retail_S000002233,,,,,<p>The following bar chart and table are intended to help you understand the risks of investing in the Fund.</p>
Performance Additional Market Index,v_Retail_S000002233,,,,,"<p>, which have investment characteristics similar to those of the Fund.</p>"
Performance Availability Phone,v_Retail_S000002233,,,,,<p>800-662-7447</p>
Performance Availability Website Address,v_Retail_S000002233,,,,,<p>vanguard.com/performance </p>
Past Performance Does Not Indiciate Future Returns,v_Retail_S000002233,,,,,<p>Keep in mind that the Fund's past performance does not indicate how the Fund will perform in the future.</p>
Shareholder Fees (Fees paid directly from your investment) [Table],v_Participant_S000002233,,,,,"<div style=""display:none"">~ http://vanguard/role/S000002233ShareholderFeesParticipant column period compact * column rr_ProspectusShareClassAxis compact * row primary compact * row dei_LegalEntityAxis compact vanguard_S000002233Member ~ </div>"
Shareholder Fees (Fees paid directly from your investment) [Table],v_Retail_S000002233,,,,,"<div style=""display:none"">~ http://vanguard/role/S000002233ShareholderFeesRetail column period compact * column rr_ProspectusShareClassAxis compact * row primary compact * row dei_LegalEntityAxis compact vanguard_S000002233Member ~ </div>"
Performance,v_Participant_S000002233,,,,,"<div style=""display:none"">~ http://vanguard/role/S000002233PerformanceTableDataParticipant column primary compact * row dei_LegalEntityAxis compact  vanguard_S000002233Member row rr_ProspectusShareClassAxis compact * row rr_PerformanceMeasureAxis compact * ~ </div>"
Performance,v_Retail_S000002233,,,,,"<div style=""display:none"">~ http://vanguard/role/S000002233PerformanceTableDataRetail column primary compact * row dei_LegalEntityAxis compact  vanguard_S000002233Member row rr_ProspectusShareClassAxis compact * row rr_PerformanceMeasureAxis compact * ~ </div>"
Annual Fund Operating Expenses [Expenses that you pay each year as a percentage of the value of your investment],v_Retail_S000002233,,,,,"<div style=""display:none"">~ http://vanguard/role/S000002233OperatingExpensesRetail column period compact * column rr_ProspectusShareClassAxis compact * row primary compact * row dei_LegalEntityAxis compact vanguard_S000002233Member ~ </div>"
Annual Fund Operating Expenses [Expenses that you pay each year as a percentage of the value of your investment],v_Participant_S000002233,,,,,"<div style=""display:none"">~ http://vanguard/role/S000002233OperatingExpensesParticipant column period compact * column rr_ProspectusShareClassAxis compact * row primary compact * row dei_LegalEntityAxis compact vanguard_S000002233Member ~ </div>"
"Expense Example, No Redemption",v_Retail_S000002233,,,,,"<div style=""display:none"">~ http://vanguard/role/S000002233ExpenseExampleNoRedemptionRetail column period compact * column rr_ProspectusShareClassAxis compact * row primary compact * row dei_LegalEntityAxis compact vanguard_S000002233Member ~ </div>"
"Expense Example, No Redemption",v_Participant_S000002233,,,,,"<div style=""display:none"">~ http://vanguard/role/S000002233ExpenseExampleNoRedemptionParticipant column period compact * column rr_ProspectusShareClassAxis compact * row primary compact * row dei_LegalEntityAxis compact vanguard_S000002233Member ~ </div>"
Shareholder Fees Caption,v_Institutional_S000030012,,,,,Shareholder Fees (Fees paid directly from your investment)
Shareholder Fees Caption,v_ETF_S000030012,,,,,Shareholder Fees (Fees paid directly from your investment)
Operating Expenses Caption,v_Institutional_S000030012,,,,,Annual Fund Operating Expenses (Expenses that you pay each year as a percentage of the value of your investment)
Operating Expenses Caption,v_ETF_S000030012,,,,,Annual Fund Operating Expenses (Expenses that you pay each year as a percentage of the value of your investment)
Bar Chart and Performance Table:,v_Institutional_S000030012,,,,,"Average Annual Total Returns for Periods Ended December 31, 2011"
Bar Chart and Performance Table:,v_ETF_S000030012,,,,,"Average Annual Total Returns for Periods Ended December 31, 2011"
Bar Chart and Performance Table,v_ETF_S000030012,,,,,Annual Total Returns
Expenses Heading,v_ETF_S000030012,,,,,Fees and Expenses
Investment objective:,v_ETF_S000030012,,,,,Investment Objective
Risk:,v_ETF_S000030012,,,,,Primary Risks
Risk/Return,v_ETF_S000030012,,,,,Risk/Return
Strategy:,v_ETF_S000030012,,,,,Primary Investment Strategies
"PortfolioTurnover, Rate",v_ETF_S000030012,pure,2,,,0.22
Prospectus Date,v_ETF_S000030012,,,,,2012-12-28
"Index No Deduction for Fees, Expenses, Taxes",v_ETF_S000030012,,,,,"(reflects no deduction for fees, expenses, or taxes)"
Bar Chart and Performance Table,v_Institutional_S000030012,,,,,Annual Total Returns
Expenses Heading,v_Institutional_S000030012,,,,,Fees and Expenses
Investment objective:,v_Institutional_S000030012,,,,,Investment Objective
Risk:,v_Institutional_S000030012,,,,,Primary Risks
Risk/Return,v_Institutional_S000030012,,,,,Risk/Return
Strategy:,v_Institutional_S000030012,,,,,Primary Investment Strategies
"PortfolioTurnover, Rate",v_Institutional_S000030012,pure,2,,,0.22
Prospectus Date,v_Institutional_S000030012,,,,,2012-12-28
"Index No Deduction for Fees, Expenses, Taxes",v_Institutional_S000030012,,,,,"(reflects no deduction for fees, expenses, or taxes)"
Bar Chart Narrative,v_ETF_S000030012,,,,,"<p>The following bar chart and table are intended to help you understand the risks of investing in the Fund. The bar chart shows the performance of the Fund's ETF Shares (based on NAV) in their first full calendar year. The table shows how the average annual total returns of the ETF Shares compare with those of those of the Fund's target Index, which has investment characteristics similar to those of the Fund.   Keep in mind that the Fund's past performance (before and after taxes) does not indicate how the Fund will perform in the future. Updated performance information is available on our website at vanguard.com/performance or by calling Vanguard toll-free at 800-662-7447.</p>"
Expense Example Closing,v_ETF_S000030012,,,,,"<p>This example does not include the brokerage commissions that you may pay to buy and sell ETF Shares of the Fund.
</p>"
EXAMPLE,v_ETF_S000030012,,,,,<p>Example</p>
"Expense Example, Narrative [Text Block]",v_ETF_S000030012,,,,,"<p>The following example is intended to help you compare the cost of investing in S&#38;P 500 Growth ETF with the cost of investing in other funds. It illustrates the hypothetical expenses that you would incur over various periods if you invest $10,000 in S&#38;P 500 Growth ETF. This example assumes that S&#38;P 500 Growth ETF provides a return of 5% a year and that total annual fund operating expenses remain as stated in the preceding table. The results apply whether or not you redeem your investment at the end of the given period. Although your actual costs may be higher or lower, based on these assumptions your costs would be:</p>"
Fees and Expenses of the Fund,v_ETF_S000030012,,,,,<p>The following table describes the fees and expenses you may pay if you buy and hold ETF Shares of the Fund.</p>
Investment objective,v_ETF_S000030012,,,,,<p>The Fund seeks to track the performance of a benchmark index that measures the investment return of large-capitalization growth stocks in the United States.</p>
Performance Table Closing,v_ETF_S000030012,,,,,"<p>Actual after-tax returns depend on your tax situation and may differ from those shown in the preceding table. When after-tax returns are calculated, it is assumed that the shareholder was in the highest individual federal marginal income tax bracket at the time of each distribution of income or capital gains or upon redemption. State and local income taxes are not reflected in the calculations. Please note that after-tax returns are not relevant for a shareholder who holds fund shares in a tax-deferred account, such as an individual retirement account or a 401(k) plan. Also, figures captioned Return After Taxes on Distributions and Sale of Fund Shares will be higher than other figures for the same period if a capital loss occurs upon redemption and results in an assumed tax deduction for the shareholder.</p>"
Portfolio Turnover Heading,v_ETF_S000030012,,,,,<p>Portfolio Turnover</p>
Portfolio Turnover,v_ETF_S000030012,,,,,"<p>The Fund pays transaction costs, such as commissions, when it buys and sells securities (or 'turns over' its portfolio). A higher portfolio turnover rate may indicate higher transaction costs and may result in more taxes when Fund shares are held in a taxable account. These costs, which are not reflected in annual fund operating expenses or in the previous expense example, reduce the Fund's performance. During the most recent fiscal year, the Fund's portfolio turnover rate was 22%.
</p>"
May Lose Money,v_ETF_S000030012,,,,,<p>An investment in the Fund could lose money over short or even long periods. </p>
Risk Narrative,v_ETF_S000030012,,,,,"<p>An investment in the Fund could lose money over short or even long periods. You should expect the Fund's share price and total return to fluctuate within a wide range, like the fluctuations of the overall stock market. The Fund is subject to the following risks, which could affect the Fund's performance:</p><p>Stock market risk, which is the chance that stock prices overall will decline. Stock markets tend to move in cycles, with periods of rising prices and periods of falling prices. The Fund's target index may, at times, become focused in stocks of a particular sector, category, or group of companies, which could cause the Fund to underperform the overall stock market.</p><p>Investment style risk, which is the chance that returns from large-capitalization growth stocks will trail returns from the overall stock market. Large-cap growth stocks tend to go through cycles of doing better-or worse-than other segments of the stock market or the stock market in general. These periods have, in the past, lasted for as long as several years.</p><p>Because ETF Shares are traded on an exchange, they are subject to additional risks:</p><p>S&#38;P 500 Growth ETF Shares are listed for trading on NYSE Arca and are bought and sold on the secondary market at market prices. Although it is expected that the market price of an S&#38;P 500 Growth ETF Share typically will approximate its net asset value (NAV), there may be times when the market price and the NAV differ significantly. Thus, you may pay more or less than NAV when you buy S&#38;P 500 Growth ETF Shares on the secondary market, and you may receive more or less than NAV when you sell those shares.</p><p>Although S&#38;P 500 Growth ETF Shares are listed for trading on NYSE Arca, it is possible that an active trading market may not be maintained.</p><p>Trading of S&#38;P 500 Growth ETF Shares on NYSE Arca may be halted by the activation of individual or marketwide 'circuit breakers' (which halt trading for a specific period of time when the price of a particular security or overall market prices decline by a specified percentage). Trading of S&#38;P 500 Growth ETF Shares may also be halted if (1) the shares are delisted from NYSE Arca without first being listed on another exchange or (2) NYSE Arca officials determine that such action is appropriate in the interest of a fair and orderly market or to protect investors.</p><p>An investment in the Fund is not a deposit of a bank and is not insured or guaranteed by the Federal Deposit Insurance Corporation or any other government agency.</p>"
StrategyNarrative,v_ETF_S000030012,,,,,"<p>The Fund employs an indexing investment approach designed to track the performance of the S&#38;P 500(r) Growth Index, which represents the growth companies of the S&#38;P 500 Index. The Index measures the performance of large-capitalization growth stocks. The Fund attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the Index, holding each stock in approximately the same proportion as its weighting in the Index.</p>"
Not Insured Depository Institution,v_ETF_S000030012,,,,,<p>An investment in the Fund is not a deposit of a bank and is not insured or guaranteed by the Federal Deposit Insurance Corporation or any other government agency.</p>
Performance Information Illustrates Variability of Returns,v_ETF_S000030012,,,,,<p>The following bar chart and table are intended to help you understand the risks of investing in the Fund.</p>
Performance One Year or Less,v_ETF_S000030012,,,,,"<p>The bar chart shows the performance of the Fund's ETF Shares in their first full
 calendar year.</p>"
Performance Availability Phone,v_ETF_S000030012,,,,,<p>800-662-7447</p>
Performance Availability Website Address,v_ETF_S000030012,,,,,<p>vanguard.com/performance </p>
Performance Table Uses Highest Federal Rate,v_ETF_S000030012,,,,,"<p>When after-tax returns are calculated, it is assumed that the shareholder was in the highest individual federal marginal income tax bracket at the time of each distribution of income or capital gains or upon redemption.</p>"
Performance Table Not Relevant to Tax Deferred,v_ETF_S000030012,,,,,"<p>Please note that after-tax returns are not relevant for a shareholder who holds fund shares in a tax-deferred account, such as an individual retirement account or a 401(k) plan.</p>"
Performance Table Explains why after Tax Higher,v_ETF_S000030012,,,,,"<p>Also, figures captioned Return After Taxes on Distributions and Sale of Fund Shares will be higher than other figures for the same period if a capital loss occurs upon redemption and results in an assumed tax deduction for the shareholder.</p>"
Bar Chart Narrative,v_Institutional_S000030012,,,,,"<p>The following bar chart and table are intended to help you understand the risks of investing in the Fund. Because there is no calendar-year performance information for the Fund's Institutional Shares, the information presented in the bar chart and table reflects the performance of the ETF Shares of Vanguard S&#38;P 500 Growth Index Fund. (ETF Shares are offered through a separate prospectus.) Performance based on net asset value for the Institutional Shares would be substantially similar because both share classes constitute an investment in the same portfolio of securities; their returns generally should differ only to the extent that the expenses of the two classes differ. The bar chart shows the performance of the Fund's ETF Shares (based on NAV) in their first full calendar year. The table shows how the average annual total returns of the ETF Shares compare with those of the Fund's target index. Keep in mind that the Fund's past performance (before and after taxes) does not indicate how the Fund will perform in the future. Updated performance information is available on our website at vanguard.com/performance or by calling Vanguard toll-free at 800-662-7447.</p>"
EXAMPLE,v_Institutional_S000030012,,,,,<p>Example</p>
"Expense Example, Narrative [Text Block]",v_Institutional_S000030012,,,,,"<p>The following example is intended to help you compare the cost of investing in the Fund's Institutional Shares with the cost of investing in other mutual funds. It illustrates the hypothetical expenses that you would incur over various periods if you invest $10,000 in the Fund's shares. This example assumes that the Shares provide a return of 5% a year and that total annual fund operating expenses remain as stated in the preceding table. The results apply whether or not you redeem your investment at the end of the given period. Although your actual costs may be higher or lower, based on these assumptions your costs would be:</p>"
Fees and Expenses of the Fund,v_Institutional_S000030012,,,,,<p>The following table describes the fees and expenses you may pay if you buy and hold Institutional Shares of the Fund.</p>
Investment objective,v_Institutional_S000030012,,,,,<p>The Fund seeks to track the performance of a benchmark index that measures the investment return of large-capitalization growth stocks in the United States.</p>
Performance Table Closing,v_Institutional_S000030012,,,,,"<p>Actual after-tax returns depend on your tax situation and may differ from those shown in the preceding table. When after-tax returns are calculated, it is assumed that the shareholder was in the highest individual federal marginal income tax bracket at the time of each distribution of income or capital gains or upon redemption. State and local income taxes are not reflected in the calculations. Please note that after-tax returns are not relevant for a shareholder who holds fund shares in a tax-deferred account, such as an individual retirement account or a 401(k) plan. Also, figures captioned Return After Taxes on Distributions and Sale of Fund Shares will be higher than other figures for the same period if a capital loss occurs upon redemption and results in an assumed tax deduction for the shareholder.</p>"
Portfolio Turnover Heading,v_Institutional_S000030012,,,,,<p>Portfolio Turnover</p>
Portfolio Turnover,v_Institutional_S000030012,,,,,"<p>The Fund pays transaction costs, such as commissions, when it buys and sells securities (or 'turns over' its portfolio). A higher portfolio turnover rate may indicate higher transaction costs and may result in more taxes when Fund shares are held in a taxable account. These costs, which are not reflected in annual fund operating expenses or in the previous expense example, reduce the Fund's performance. During the most recent fiscal year, the Fund's portfolio turnover rate was 22%.
</p>"
May Lose Money,v_Institutional_S000030012,,,,,<p>An investment in the Fund could lose money over short or even long periods. </p>
Risk Narrative,v_Institutional_S000030012,,,,,"<p>An investment in the Fund could lose money over short or even long periods. You should expect the Fund's share price and total return to fluctuate within a wide range, like the fluctuations of the overall stock market. The Fund is subject to the following risks, which could affect the Fund's performance:</p><p>Stock market risk, which is the chance that stock prices overall will decline. Stock markets tend to move in cycles, with periods of rising prices and periods of falling prices. The Fund's target index may, at times, become focused in stocks of a particular sector, category, or group of companies, which could cause the Fund to underperform the overall stock market.</p><p>Investment style risk, which is the chance that returns from large-capitalization growth stocks will trail returns from the overall stock market. Large-cap growth stocks tend to go through cycles of doing better-or worse-than other segments of the stock market or the stock market in general. These periods have, in the past, lasted for as long as several years.</p><p>An investment in the Fund is not a deposit of a bank and is not insured or guaranteed by the Federal Deposit Insurance Corporation or any other government agency.</p>"
StrategyNarrative,v_Institutional_S000030012,,,,,"<p>The Fund employs an indexing investment approach designed to track the performance of the S&#38;P 500(r) Growth Index, which represents the growth companies of the S&#38;P 500 Index. The Index measures the performance of large-capitalization growth stocks. The Fund attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the Index, holding each stock in approximately the same proportion as its weighting in the Index.</p>"
Not Insured Depository Institution,v_Institutional_S000030012,,,,,<p>An investment in the Fund is not a deposit of a bank and is not insured or guaranteed by the Federal Deposit Insurance Corporation or any other government agency.</p>
Performance Availability Phone,v_Institutional_S000030012,,,,,<p>800-662-7447</p>
Performance Availability Website Address,v_Institutional_S000030012,,,,,<p>vanguard.com/performance </p>
Bar Chart Returns for Class Not Offered in Prospectus,v_Institutional_S000030012,,,,,<p>The bar chart shows how the performance of the Fund's ETF Shares has varied from one calendar year to another over the periods shown. The Fund's Institutional Shares were not available during the time periods shown.</p>
Performance Table Uses Highest Federal Rate,v_Institutional_S000030012,,,,,"<p>When after-tax returns are calculated, it is assumed that the shareholder was in the highest individual federal marginal income tax bracket at the time of each distribution of income or capital gains or upon redemption.</p>"
Performance Table Not Relevant to Tax Deferred,v_Institutional_S000030012,,,,,"<p>Please note that after-tax returns are not relevant for a shareholder who holds fund shares in a tax-deferred account, such as an individual retirement account or a 401(k) plan.</p>"
Performance Table Explains why after Tax Higher,v_Institutional_S000030012,,,,,"<p>Also, figures captioned Return After Taxes on Distributions and Sale of Fund Shares will be higher than other figures for the same period if a capital loss occurs upon redemption and results in an assumed tax deduction for the shareholder.</p>"
Shareholder Fees (Fees paid directly from your investment) [Table],v_Institutional_S000030012,,,,,"<div style=""display:none"">~ http://vanguard/role/S000030012ShareholderFeesInstitutional column period compact * column rr_ProspectusShareClassAxis compact * row primary compact * row dei_LegalEntityAxis compact vanguard_S000030012Member ~ </div>"
Shareholder Fees (Fees paid directly from your investment) [Table],v_ETF_S000030012,,,,,"<div style=""display:none"">~ http://vanguard/role/S000030012ShareholderFeesETF column period compact * column rr_ProspectusShareClassAxis compact * row primary compact * row dei_LegalEntityAxis compact vanguard_S000030012Member ~ </div>"
Performance,v_ETF_S000030012,,,,,"<div style=""display:none"">~ http://vanguard/role/S000030012PerformanceTableDataETF column primary compact * row dei_LegalEntityAxis compact  vanguard_S000030012Member row rr_ProspectusShareClassAxis compact * row rr_PerformanceMeasureAxis compact * ~ </div>"
Performance,v_Institutional_S000030012,,,,,"<div style=""display:none"">~ http://vanguard/role/S000030012PerformanceTableDataInstitutional column primary compact * row dei_LegalEntityAxis compact  vanguard_S000030012Member row rr_ProspectusShareClassAxis compact * row rr_PerformanceMeasureAxis compact * ~ </div>"
Annual Fund Operating Expenses [Expenses that you pay each year as a percentage of the value of your investment],v_Institutional_S000030012,,,,,"<div style=""display:none"">~ http://vanguard/role/S000030012OperatingExpensesInstitutional column period compact * column rr_ProspectusShareClassAxis compact * row primary compact * row dei_LegalEntityAxis compact vanguard_S000030012Member ~ </div>"
Annual Fund Operating Expenses [Expenses that you pay each year as a percentage of the value of your investment],v_ETF_S000030012,,,,,"<div style=""display:none"">~ http://vanguard/role/S000030012OperatingExpensesETF column period compact * column rr_ProspectusShareClassAxis compact * row primary compact * row dei_LegalEntityAxis compact vanguard_S000030012Member ~ </div>"
"Expense Example, No Redemption",v_Institutional_S000030012,,,,,"<div style=""display:none"">~ http://vanguard/role/S000030012ExpenseExampleNoRedemptionInstitutional column period compact * column rr_ProspectusShareClassAxis compact * row primary compact * row dei_LegalEntityAxis compact vanguard_S000030012Member ~ </div>"
"Expense Example, No Redemption",v_ETF_S000030012,,,,,"<div style=""display:none"">~ http://vanguard/role/S000030012ExpenseExampleNoRedemptionETF column period compact * column rr_ProspectusShareClassAxis compact * row primary compact * row dei_LegalEntityAxis compact vanguard_S000030012Member ~ </div>"
Shareholder Fees Caption,v_Institutional_S000030013,,,,,Shareholder Fees (Fees paid directly from your investment)
Shareholder Fees Caption,v_ETF_S000030013,,,,,Shareholder Fees (Fees paid directly from your investment)
Operating Expenses Caption,v_Institutional_S000030013,,,,,Annual Fund Operating Expenses (Expenses that you pay each year as a percentage of the value of your investment)
Operating Expenses Caption,v_ETF_S000030013,,,,,Annual Fund Operating Expenses (Expenses that you pay each year as a percentage of the value of your investment)
Bar Chart and Performance Table:,v_Institutional_S000030013,,,,,"Average Annual Total Returns for Periods Ended December 31, 2011"
Bar Chart and Performance Table:,v_ETF_S000030013,,,,,"Average Annual Total Returns for Periods Ended December 31, 2011"
Bar Chart and Performance Table,v_ETF_S000030013,,,,,Annual Total Returns
Expenses Heading,v_ETF_S000030013,,,,,Fees and Expenses
Investment objective:,v_ETF_S000030013,,,,,Investment Objective
Risk:,v_ETF_S000030013,,,,,Primary Risks
Risk/Return,v_ETF_S000030013,,,,,Risk/Return
Strategy:,v_ETF_S000030013,,,,,Primary Investment Strategies
"PortfolioTurnover, Rate",v_ETF_S000030013,pure,2,,,0.20
Prospectus Date,v_ETF_S000030013,,,,,2012-12-28
"Index No Deduction for Fees, Expenses, Taxes",v_ETF_S000030013,,,,,"(reflects no deduction for fees, expenses, or taxes)"
Bar Chart and Performance Table,v_Institutional_S000030013,,,,,Annual Total Returns
Expenses Heading,v_Institutional_S000030013,,,,,Fees and Expenses
Investment objective:,v_Institutional_S000030013,,,,,Investment Objective
Risk:,v_Institutional_S000030013,,,,,Primary Risks
Risk/Return,v_Institutional_S000030013,,,,,Risk/Return
Strategy:,v_Institutional_S000030013,,,,,Primary Investment Strategies
"PortfolioTurnover, Rate",v_Institutional_S000030013,pure,2,,,0.20
Prospectus Date,v_Institutional_S000030013,,,,,2012-12-28
"Index No Deduction for Fees, Expenses, Taxes",v_Institutional_S000030013,,,,,"(reflects no deduction for fees, expenses, or taxes)"
